nuc_rRNA,nuc_RP,nuc_pol,nuc_AARS,nuc_tRNA,minV_R,minV_H,minV_G,Ntotal_R,Ntotal_H,Ntotal_D,ribo_R,pol_R,ribo_H,pol1_H,pol2_H,ribo_D,pol1_D,pol2_D
4070,7366,1631,5333,3417,6.91645591757245,7.45989008804658,11.0977160118957,62,78,89,5,6,5,6,6,5,11,11
4454,7837,1620,5205,3848,7.29557445523714,7.81022201955057,11.623972903198,61,80,90,5,6,5,7,7,5,11,11
4152,6481,1699,5449,3323,6.70903507945547,7.25914595451218,10.8047436903698,61,78,89,5,6,5,6,6,5,10,10
4035,6925,1522,5470,3871,6.93302691658622,7.4261221679545,11.0414008509853,61,79,89,5,6,5,6,6,5,11,12
4405,6100,1797,5128,3922,6.77149396958336,7.3595042244232,0,61,81,0,5,6,5,7,7,0,0,0
4413,8158,1579,5126,3972,0,7.92367195342312,11.726983305457,0,79,90,0,0,5,7,7,5,12,12
4348,7761,1651,5977,3136,7.28434056164327,7.81756980307984,11.6304379924206,61,78,89,5,6,5,6,6,5,10,10
4416,6155,1779,5095,3460,6.63557049909311,7.22465476006242,10.7312545394198,61,80,89,5,6,5,7,7,5,11,11
4100,7529,1533,5121,3366,6.89299655252054,7.37702670893709,10.9794562670268,61,78,88,5,6,5,6,6,5,10,10
4248,7771,1607,5004,3730,7.10616578826378,7.61556728071315,11.3282950840259,61,80,90,5,6,5,7,7,5,11,11
4414,7018,1508,5778,3505,0,7.58100412369616,2.25289483313757,0,80,18,0,0,5,7,7,1,2,2
4206,7865,1670,5116,3410,7.08401122945397,7.60925115035249,11.3216446556955,61,80,89,5,6,5,7,7,5,11,11
4270,8713,1798,5958,3186,7.62812834735734,8.21935687986334,12.1940335179874,61,78,88,5,6,5,6,6,5,10,10
4418,6754,1662,5122,3590,6.84078073038513,7.40712880831823,10.9583309900281,61,79,90,5,6,5,7,7,5,11,11
4341,7849,1691,5369,3718,7.30278587235305,7.85243587089107,0,61,79,0,5,6,5,6,6,0,0,0
4052,7829,1742,5946,3135,7.23636568774852,7.82635321721776,11.5800778766643,61,79,88,5,6,5,7,7,5,11,11
4410,7829,1517,5748,3404,7.29652621118541,7.7720633891737,11.5855770717511,61,80,89,5,6,5,7,7,5,10,10
4139,8277,1661,5660,3932,0,8.053578124054,11.9938265327877,0,80,89,0,0,5,7,7,5,10,10
4230,7916,1744,5280,3462,7.20151705952874,7.75080408103627,11.5257140826692,61,80,88,5,6,5,7,7,5,10,10
4371,7783,1628,5890,3238,7.29350654147701,7.83675084792439,11.6370877798324,61,79,89,5,6,5,6,6,5,10,10
4214,8940,1609,5389,3914,7.67126377895621,8.20435979415908,12.1410394822894,61,79,90,5,6,5,7,7,5,11,11
4461,8105,1775,5476,3969,7.56092831205871,8.11647412095281,12.0839131861544,61,80,89,5,6,5,7,7,5,11,12
4094,8547,1629,5336,3481,7.35203226430488,7.86267707870291,0,61,78,0,5,6,5,6,6,0,0,0
4160,6389,1704,5334,3936,6.8319068602126,7.38293544952868,0,61,80,0,5,6,5,7,7,0,0,0
4264,6156,1626,5139,3295,6.50373767535961,7.04601233963002,10.4699463937753,61,79,88,5,6,5,6,6,5,10,10
4077,8419,1727,5449,3442,7.36220684508863,7.9469474734495,11.7626107673027,61,79,89,5,6,5,7,7,5,11,11
4354,7331,1516,5734,3496,7.13180355086676,7.59498868867832,2.27025165886474,61,79,18,5,6,5,7,7,1,2,2
4014,7904,1612,5363,3352,7.08241508657228,7.58900545850897,11.2971457147144,61,78,88,5,6,5,6,6,5,10,10
4417,7425,1597,5385,3895,7.21568300422332,0,0,61,0,0,5,6,0,0,0,0,0,0
4362,8511,1771,5896,3621,7.6930061707393,8.29228376083159,12.2824799821885,61,79,89,5,6,5,7,7,5,10,10
4442,6606,1586,5499,3390,6.83692800530717,0,10.9525177856145,61,0,89,5,6,0,0,0,5,10,10
4163,8292,1706,5490,3229,7.28879376202095,7.84729439199126,11.6387174360377,61,79,88,5,6,5,6,6,5,10,10
4122,8753,1552,5746,3916,0,8.1596561059438,12.1257897212741,0,78,89,0,0,5,6,6,5,11,12
4372,7109,1500,5075,3365,0,7.28826898751925,10.8168324889747,0,80,88,0,0,5,7,7,5,11,11
4091,8912,1533,5802,3447,7.57552078983998,8.09953638618217,12.0002403051844,61,79,89,5,6,5,7,7,5,10,10
4264,6553,1758,5954,3015,6.85679950361971,0,0,61,0,0,5,6,0,0,0,0,0,0
4073,6600,1669,5206,3114,6.57702101877945,7.10348446867996,10.5753162519169,61,80,88,5,6,5,7,7,5,10,10
4014,8256,1792,5322,3241,7.20922910193632,7.81274584462736,11.5591942854668,61,79,88,5,6,5,7,7,5,11,11
4282,8144,1597,5135,3863,7.31746319465407,7.83853210663925,11.6322677970001,61,79,90,5,6,5,6,6,5,12,12
4319,7835,1790,5866,3225,7.3361591168086,7.93941564499402,11.7634633869542,61,79,89,5,6,5,7,7,5,10,10
4023,6355,1619,5306,3472,6.6012983126092,7.15316990281212,10.6118589854011,61,79,89,5,6,5,7,7,5,10,10
4447,6602,1721,5464,3597,6.93301521867374,7.50706456992781,11.1386524502883,61,80,89,5,6,5,7,7,5,11,12
4183,8801,1555,5751,3897,0,8.20268832909588,12.1729627996992,0,79,89,0,0,5,6,6,5,11,12
4219,8475,1750,5098,3405,7.30559682534598,7.89787542162689,11.676459161742,61,79,88,5,6,5,7,7,5,10,10
4041,8709,1508,5071,3375,7.23009498110568,7.721394285727,11.4512358161602,61,79,88,5,6,5,6,6,5,10,10
4207,6863,1754,5836,3973,7.1589030738134,7.7645907435894,11.5587075095088,62,79,88,5,6,5,6,6,5,10,10
4130,8944,1671,5924,3665,0,8.30699618475027,12.3237335111923,0,78,88,0,0,5,6,6,5,10,10
4104,8465,1651,5150,3110,7.17043815719743,7.72057967242971,11.4173147615085,61,79,88,5,6,5,7,7,5,10,10
4371,8337,1700,5978,3849,7.71158555064718,8.25704453556974,12.2864842991894,61,80,89,5,6,5,7,7,5,10,11
4425,8011,1584,5579,3812,0,7.98482690876607,11.82914898605,0,79,89,0,0,5,7,7,5,10,10
4088,6128,1677,5492,3601,6.67271537895236,7.2158062085195,10.7243868212313,61,79,88,5,6,5,6,6,5,11,11
4259,6773,1621,5154,3939,6.90171872109106,7.42320196075694,11.0472567038055,61,79,89,5,6,5,7,7,5,10,10
4255,6427,1668,5380,3663,0,7.36249630504567,10.9295463921035,0,79,89,0,0,5,7,7,5,10,10
4319,6666,1564,5940,3771,7.07146654768702,7.58849600392805,2.26382409582154,61,79,18,5,6,5,6,6,1,2,2
4390,6073,1777,5840,3065,6.72303188149842,7.30363582432583,10.8820654578402,61,79,89,5,6,5,6,6,5,10,10
4315,8470,1785,5592,3505,7.53575715912327,8.10835774892472,12.0460461379455,61,78,88,5,6,5,6,6,5,10,10
4470,8517,1786,5455,3731,7.62282173792253,8.18666577538206,12.1672523030175,61,79,89,5,6,5,7,7,5,11,11
4282,7943,1700,5291,3222,0,7.68988791241914,11.4295745190022,0,79,88,0,0,5,6,7,5,10,10
4348,7678,1772,5304,3431,7.16749851152168,7.73426053200258,0,61,78,0,5,6,5,6,6,0,0,0
4229,8467,1517,5830,3191,7.37616513493561,7.90672518551191,11.7174276321887,62,79,89,5,6,5,6,6,5,10,10
4429,8519,1621,5026,3060,7.21265978580686,7.76159609389753,11.4733715349408,61,79,88,5,6,5,7,7,5,10,10
4360,8734,1549,5356,3598,7.50882867437142,7.99386052679089,11.893277376721,61,80,89,5,6,5,7,7,5,10,10
4422,7717,1793,5603,3159,7.22421799078908,7.83206937442244,11.5873229525985,61,79,88,5,6,5,7,7,5,10,10
4136,6710,1648,5996,3078,6.84643198583694,7.41872788077569,11.0165199331181,62,79,89,5,6,5,6,6,5,10,10
4373,8588,1649,5200,3860,7.52689630893938,8.04392156577635,11.9684080993422,61,80,90,5,6,5,7,7,5,11,11
4410,6727,1598,5710,3783,7.0585895719539,7.60527133202885,2.25913406751521,61,79,18,5,6,5,7,7,1,2,2
4109,7896,1697,5598,3383,7.22257304125174,7.79795232137422,11.5371763263526,61,79,88,5,6,5,7,7,5,10,10
4343,7532,1658,5340,3936,7.24592305420546,7.78559318464285,11.5730789947381,61,79,90,5,6,5,6,6,5,11,11
4359,7939,1562,5521,3124,7.16400423902613,7.69447774635705,11.4023718186213,61,79,89,5,6,5,7,7,5,10,10
4148,8113,1675,5440,3753,0,7.90831203749897,11.730213120705,0,79,89,0,0,5,6,6,5,11,12
4283,7594,1545,5221,3588,7.06633372276096,0,11.2527736000901,61,0,89,5,6,0,0,0,5,10,10
4315,6080,1764,5977,3137,6.76485763841202,7.35106031910031,10.944628237695,61,78,89,5,6,5,6,6,5,10,10
4277,7910,1775,5524,3771,7.39729025322168,7.97138270835586,11.839890008055,61,79,88,5,6,5,6,6,5,11,11
4114,7253,1691,5314,3143,6.85309833469242,7.38656779152798,0,61,78,0,5,6,5,6,6,0,0,0
4320,7983,1746,5713,3584,7.42939737306951,7.97143635080019,11.8674763983386,61,79,89,5,6,5,7,7,5,11,11
4234,6093,1527,5118,3344,6.44980708141805,6.97142821726175,10.3288998189598,61,79,89,5,6,5,7,7,5,11,12
4282,8981,1630,5281,3092,7.41426172236931,7.96549348682283,0,61,79,0,5,6,5,7,7,0,0,0
4101,8311,1760,5811,3275,7.38441479469822,8.00816077135974,0,62,79,0,5,6,5,7,7,0,0,0
4017,6746,1755,5451,3284,6.76167691415897,7.33076322020923,10.8550719552568,61,78,88,5,6,5,6,6,5,11,11
4412,8446,1683,5894,3720,0,8.22788893924076,12.222571944556,0,78,88,0,0,5,6,6,5,11,11
4241,6750,1680,5619,3517,6.93162169805394,7.48664105243096,11.1233593092628,61,79,89,5,6,5,6,6,5,10,10
4212,8279,1533,5787,3559,0,7.93761275135562,2.36149487005469,0,79,18,0,0,5,6,6,1,2,2
4240,7979,1689,5953,3764,7.5178891614986,8.07202904118468,11.998869336213,61,79,89,5,6,5,6,6,5,10,10
4223,7474,1540,5150,3931,7.08841949743013,7.61369409143932,11.2723909296911,61,79,90,5,6,5,7,7,5,10,11
4493,6428,1800,5868,3086,6.89285888924752,7.47474911294106,11.1395529171449,61,78,89,5,6,5,6,6,5,10,10
4484,7718,1508,5548,3995,7.3853021402467,7.90087753308685,2.34354396371568,61,79,18,5,6,5,7,7,1,2,2
4146,7080,1618,5816,3709,7.11221688117627,7.66413374488508,2.27476904047176,61,79,18,5,6,5,7,7,1,2,2
4308,6321,1726,5080,3803,0,7.31476695489364,10.8663389146301,0,80,89,0,0,5,7,7,5,10,11
4313,6895,1631,5357,3079,6.7659786748205,7.32056041475137,10.8380982356466,61,79,88,5,6,5,7,7,5,11,11
4405,7183,1617,5129,3266,6.86549371852264,7.38552819456844,10.9722916374323,61,78,88,5,6,5,6,6,5,10,10
4078,6782,1780,5934,3650,0,7.65754823955007,11.3932097291333,0,79,89,0,0,5,6,6,5,10,10
4112,7664,1681,5477,3808,7.24208643037453,7.7755602343362,11.5645490167844,61,79,89,5,6,5,6,6,5,10,11
4417,8132,1795,5038,3171,7.17808031782779,7.78566767763844,11.506729835999,61,79,88,5,6,5,7,7,5,10,10
4168,7128,1602,5954,3897,7.23129903427445,7.77998290128816,2.31150245274771,61,79,18,5,6,5,6,6,1,2,2
4234,8815,1714,5511,3754,0,8.20878753269077,12.1743993369837,0,79,89,0,0,5,6,6,5,11,12
4460,7092,1780,5765,3568,7.20514738350659,7.76088190053405,11.5769784345722,61,79,89,5,6,5,7,7,5,10,10
4070,8941,1624,5552,3084,0,7.96990532076132,11.7919464501569,0,79,88,0,0,5,7,7,5,10,10
4154,8034,1751,5516,3845,0,8.00103532981609,11.8506462292543,0,79,89,0,0,5,7,7,5,10,10
4359,8610,1764,5509,3527,7.56740942827558,0,12.085687420946,61,0,89,5,6,0,0,0,5,11,11
4247,7644,1513,5798,3254,7.14773211005056,7.66289047548872,2.27513369135029,61,79,18,5,6,5,7,7,1,2,2
4498,8945,1636,5628,3169,7.60633740485991,8.16049981845413,12.0814435767846,61,79,89,5,6,5,7,7,5,10,10
4064,6662,1503,5384,3851,6.81587174065926,7.33002702362703,0,61,79,0,5,6,5,7,7,0,0,0
4149,6935,1649,5594,3425,6.91755188050734,7.45694231922006,11.0886083806199,61,79,89,5,6,5,6,6,5,10,10
4072,8843,1775,5274,3495,7.47355081574026,8.0460204193551,0,61,79,0,5,6,5,6,6,0,0,0
4482,7276,1741,5480,3635,7.18624645029418,7.768800264547,11.5251503491108,61,79,88,5,6,5,7,7,5,10,10
4374,6533,1585,5297,3293,0,7.22202280685061,10.721946130448,0,79,89,0,0,5,6,6,5,10,10
4088,8083,1735,5133,3501,7.17388380299967,7.73842238048424,11.4783207800058,61,79,89,5,6,5,7,7,5,11,11
4465,7812,1682,5004,3690,7.19782068186554,7.73499182865672,11.4988315811504,61,80,89,5,6,5,7,7,5,11,11
4403,6454,1657,5766,3752,6.99601073864802,7.54188215122262,11.2364607518397,61,79,89,5,6,5,6,6,5,10,10
4478,8387,1620,5488,3124,7.35661201253762,7.88471243667421,11.6974436535088,61,79,88,5,6,5,6,6,5,10,10
4394,8724,1582,5117,3046,7.28141798600805,7.78476027760085,11.5643995845741,61,78,88,5,6,5,6,6,5,11,11
4464,8250,1652,5565,3383,0,7.94411728715756,0,0,78,0,0,0,5,6,6,0,0,0
4251,6767,1757,5661,3709,7.03746376607707,7.63593712024231,11.3298449263964,61,79,89,5,6,5,7,7,5,10,10
4083,8386,1644,5366,3261,0,7.80073069503859,0,0,79,0,0,0,5,7,7,0,0,0
4422,8771,1552,5594,3455,7.57476023182341,8.10172943408628,11.9962487466943,61,79,90,5,6,5,7,7,5,11,11
4179,6538,1794,5072,3260,6.625112739391,7.20778747407433,10.7135533188848,61,78,88,5,6,5,6,6,5,10,10
4430,6518,1654,5165,3537,6.76299728624044,7.32712347398776,10.8610416710473,61,79,89,5,6,5,7,7,5,10,10
4369,7010,1570,5059,3173,0,7.26606441632371,10.756651740881,0,79,89,0,0,5,7,7,5,11,12
4224,8966,1612,5761,3241,7.58763888633791,8.08942360580678,12.0424000816966,61,78,88,5,6,5,6,6,5,10,10
4364,7044,1550,5293,3630,6.94971826901252,7.47871892902955,0,61,79,0,5,6,5,7,7,0,0,0
4103,6470,1509,5115,3404,6.5523330994056,7.0378800272897,10.4624611609069,61,79,89,5,6,5,6,6,5,10,10
4245,8370,1732,5626,3468,7.46445431964171,8.05143054767483,11.9166328450078,61,79,88,5,6,5,7,7,5,10,10
4329,8711,1691,5272,3389,7.44789096086294,7.98374848246373,11.8630337538853,61,78,88,5,6,5,6,6,5,11,11
4299,7746,1648,5885,3107,7.22486613689695,7.75176421628523,0,61,78,0,5,6,5,6,6,0,0,0
4195,8750,1750,5936,3437,7.67059919002969,8.22876638708042,12.2364622517434,61,78,88,5,6,5,6,6,5,10,10
4240,7305,1699,5452,3418,7.03363837958127,7.57968126745553,11.2682377812691,61,78,89,5,6,5,6,6,5,11,11
4397,8219,1708,5422,3348,7.35043268348933,7.92963051663533,0,61,79,0,5,6,5,7,7,0,0,0
4319,7601,1554,5863,3347,7.22249912608151,7.71007167294709,11.4738034847762,61,80,88,5,6,5,7,7,5,11,11
4191,8224,1748,5071,3357,7.19128755567596,7.78309741695961,11.4801081805661,61,79,88,5,6,5,7,7,5,11,11
4114,6231,1711,5079,3572,6.57531322772424,7.12657869605194,10.613146164043,61,80,88,5,6,5,7,7,5,10,10
4406,6341,1725,5779,3874,7.02376831354976,7.61357719868806,11.3087714669569,61,79,89,5,6,5,7,7,5,10,10
4396,6813,1738,5551,3102,6.87477987153622,7.46058302403521,11.0462366575603,61,79,88,5,6,5,7,7,5,11,11
4233,6313,1719,5628,3784,6.88383797286622,7.4491443576406,11.0693940769488,61,79,88,5,6,5,6,6,5,11,11
4280,6183,1574,5926,3545,6.83248504279575,7.36403890136055,10.9766209048054,61,79,89,5,6,5,6,6,5,9,9
4494,7851,1705,5066,3069,7.05841943897955,7.63642010843359,11.3025441656723,61,79,88,5,6,5,7,7,5,10,10
4313,7870,1795,5091,3440,7.16026468633965,7.76879399255705,11.4841667768709,61,79,90,5,6,5,7,7,5,11,11
4259,6814,1674,5714,3181,6.87663167902146,7.4371763080118,11.0568612934846,61,79,89,5,6,5,6,6,5,10,10
4017,7723,1630,5312,3881,0,7.7286880289826,11.414229741906,0,79,89,0,0,5,7,7,5,11,11
4493,7461,1698,5353,3628,7.1922174339465,7.74104288181496,0,61,79,0,5,6,5,6,6,0,0,0
4427,6347,1733,5829,3767,7.01856682694072,7.57766481418793,11.3044822242399,61,80,88,5,6,5,7,7,5,10,10
4471,8032,1596,5914,3690,7.53925468747687,8.06092466791214,11.9811667911764,61,78,89,5,6,5,6,6,5,10,10
4078,7246,1712,5447,3903,7.11540544328646,7.66811266687552,11.4128615994839,61,78,90,5,6,5,6,6,5,11,11
4361,6934,1558,5395,3864,7.01990296861528,7.55258368114374,11.2120251291938,61,79,89,5,6,5,7,7,5,10,10
4447,7037,1683,5574,3095,6.94550521343327,7.50757391808259,11.1303728767334,61,79,88,5,6,5,7,7,5,11,11
4241,8275,1655,5028,3238,7.14225141393731,7.70282200022654,11.3941325141493,61,79,88,5,6,5,7,7,5,11,11
4184,8659,1641,5312,3573,7.43961009221092,7.99588559653092,11.819064875819,61,79,88,5,6,5,7,7,5,10,10
4253,6409,1586,5753,3578,6.85539324050384,7.38980376221199,2.19978235762637,61,79,18,5,6,5,6,6,1,2,2
4063,6153,1787,5930,3819,6.91165224552385,7.50092576721262,11.1772159753975,61,79,89,5,6,5,6,6,5,10,10
4025,7738,1732,5055,3566,0,7.60867411400763,11.2804516285353,0,80,88,0,0,5,7,7,5,11,11
4268,8727,1729,5788,3740,7.72178293566363,8.30831933741004,12.3010242176539,61,79,89,5,6,5,7,7,5,10,10
4487,8410,1511,5395,3044,0,7.78660643271824,11.5325507822347,0,79,89,0,0,5,7,7,5,10,10
4359,6434,1723,5929,3567,6.99197351214093,7.56634486673305,11.2401899623874,61,79,89,5,6,5,6,6,5,10,10
4284,8534,1706,5495,3054,7.35257316592015,7.91588101196081,11.7353456687496,61,78,88,5,6,5,6,6,5,10,10
4485,6320,1503,5151,3858,6.72659142566946,7.23401683561839,0,62,80,0,5,6,5,7,7,0,0,0
4373,7576,1632,5180,3684,7.13212819596766,7.6591237415172,11.3916765088384,61,80,90,5,6,5,6,7,5,11,11
4045,7324,1607,5953,3951,7.27551119601352,7.78948574223414,11.6281383463244,61,79,89,5,6,5,7,7,5,10,10
4456,6712,1731,5147,3025,6.68977736901547,7.28606124579717,10.8010036968934,61,79,88,5,6,5,7,7,5,10,10
4398,7872,1568,5944,3159,7.30443955124959,7.81851417699115,11.591436362894,61,79,88,5,6,5,6,6,5,10,10
4246,7342,1729,5436,3275,0,7.56079044742164,11.2330873028772,0,78,88,0,0,5,6,6,5,10,10
4024,7145,1752,5142,3503,6.85851241970342,7.40877090758952,11.0328888369972,61,80,88,5,6,5,7,7,5,10,10
4407,7537,1760,5234,3876,7.23424846540088,7.80624942371155,11.6028321008823,61,80,90,5,6,5,7,7,5,11,11
4407,7908,1514,5769,3244,7.27592189530666,7.7637051506226,0,61,78,0,5,6,5,6,6,0,0,0
4383,8409,1508,5754,3083,0,7.88198593027033,2.33722181815998,0,79,18,0,0,5,7,7,1,2,2
4311,8254,1629,5868,3871,7.58459582242283,8.16839714452437,12.1015218162639,62,79,89,5,6,5,7,7,5,10,10
4401,6491,1580,5030,3581,6.69024130067492,7.22988864736167,0,61,79,0,5,6,5,7,7,0,0,0
4335,6488,1755,5565,3269,6.79999224419009,7.38385875936833,10.977569474436,61,79,88,5,6,5,6,6,5,10,10
4042,8838,1580,5071,3941,7.46791990000034,8.00404514858273,11.8445009982041,61,79,90,5,6,5,7,7,5,11,11
4444,6700,1533,5170,3875,6.89074298634537,7.3780394983877,11.0125404030187,61,80,90,5,6,5,7,7,5,11,11
4213,8122,1562,5088,3695,7.21167482657784,7.74257345780147,11.4617898792475,61,79,89,5,6,5,7,7,5,10,11
4225,8237,1614,5328,3170,7.1886710897523,7.73567288482819,11.442601400273,61,79,88,5,6,5,7,7,5,11,11
4267,6360,1655,5798,3203,0,7.31805844080365,10.8942837123972,0,79,89,0,0,5,6,6,5,10,10
4427,6400,1779,5681,3157,0,7.40009809651639,11.0029146146516,0,79,89,0,0,5,6,6,5,11,11
4240,6380,1568,5720,3602,6.82649221824832,7.34550178193057,10.9571240094748,61,79,89,5,6,5,6,6,5,10,10
4462,6845,1730,5484,3753,7.07348625372163,7.61885729105812,11.3713066496782,61,79,90,5,6,5,7,7,5,11,11
4294,6929,1796,5203,3672,6.95556169766102,7.54970229829143,11.2107771369027,61,79,89,5,6,5,7,7,5,11,11
4487,8673,1766,5917,3165,7.65046434968994,8.24164854806297,12.1635611237787,61,79,88,5,6,5,6,7,5,11,11
4250,7713,1689,5252,3584,7.15137367617478,7.72510928760641,11.4411794169122,61,79,88,5,6,5,7,7,5,10,10
4425,6036,1667,5335,3451,6.63809475093465,7.18459406024964,0,61,79,0,5,6,5,6,6,0,0,0
4021,6582,1584,5425,3095,6.58738678877776,7.10431072432339,10.5642889603638,61,79,89,5,6,5,6,6,5,10,10
4459,8297,1778,5008,3802,7.42062022573798,7.99085942246587,11.8708071247484,61,79,89,5,6,5,6,6,5,11,11
4430,7266,1738,5540,3579,7.16886453002961,7.72838211127795,11.4894040172051,61,78,88,5,6,5,6,6,5,11,11
4469,8831,1778,5408,3187,7.54099551718053,8.14230725108293,0,61,79,0,5,6,5,7,7,0,0,0
4055,8157,1675,5892,3630,7.45470094748785,7.99866159564417,11.8866164770743,61,79,89,5,6,5,7,7,5,10,10
4159,8804,1688,5386,3441,7.47865250411528,8.02283236403185,11.9051314028319,61,79,88,5,6,5,6,6,5,10,10
4174,8166,1553,5670,3715,0,7.93527610265872,11.7715151207903,0,79,89,0,0,5,7,7,5,10,10
4344,7785,1674,5198,3247,7.07842702144778,7.61466484239656,11.3049807990183,61,78,88,5,6,5,6,6,5,10,10
4251,6393,1756,5406,3597,6.79846299480101,7.39663115065206,10.9730343483831,61,79,89,5,6,5,7,7,5,10,10
4015,6930,1705,5978,3938,7.17471822004164,7.73939440617054,11.5022736233644,61,80,89,5,6,5,7,7,5,10,10
4033,8251,1581,5044,3802,7.22358285296831,7.75095836726517,11.4813713188418,61,79,89,5,6,5,7,7,5,11,12
4006,8750,1623,5372,3751,7.48290231069192,8.0332082134311,11.8873506686393,61,79,88,5,6,5,7,7,5,10,10
4187,7019,1539,5117,3172,6.68792246936062,7.18007974585532,10.6913135798012,61,78,89,5,6,5,6,6,5,10,10
4013,8453,1777,5987,3701,7.62427755130011,8.22649792159907,12.1830831337357,61,79,88,5,6,5,7,7,5,10,10
4453,6308,1512,5341,3650,6.76251975936269,7.26461514201089,10.7687090920929,61,79,89,5,6,5,7,7,5,11,12
4206,6293,1618,5071,3945,6.70466320703629,7.23492316339638,10.7600466082789,61,81,89,5,6,5,7,7,5,10,10
4262,8228,1767,5449,3273,7.31801529620255,7.88398071108523,11.6967099927308,61,78,89,5,6,5,6,6,5,11,11
4314,6437,1582,5203,3146,6.57134551271183,7.08378603200009,10.5125148822383,61,78,89,5,6,5,6,6,5,11,11
4334,6788,1539,5550,3411,6.87853156256513,7.3733046697611,2.19506961161798,61,79,18,5,6,5,6,6,1,2,2
4464,7962,1724,5469,3670,7.40545805954575,7.95956479642991,11.8216604556988,61,78,88,5,6,5,6,6,5,10,10
4107,7391,1628,6000,3617,7.21434679828264,7.76883511050404,2.31462816204222,62,79,18,5,6,5,6,6,1,2,2
4133,6471,1764,5619,3948,0,7.57379974255049,11.2273441867561,0,79,90,0,0,5,7,7,5,11,11
4096,8168,1758,5389,3101,0,7.73615686669357,11.4813227330897,0,78,88,0,0,5,6,6,5,10,10
4348,7393,1763,5562,3929,7.28496105373509,7.88018780265976,11.7075211238728,62,79,89,5,6,5,6,6,5,11,12
4318,6128,1772,5361,3489,6.69022471396884,7.28148731390982,10.8211744855257,61,79,89,5,6,5,6,6,5,10,10
4498,7841,1703,5808,3315,7.37209253365264,7.92661587705716,11.7650912272829,61,79,88,5,6,5,6,6,5,10,10
4114,6315,1675,5027,3001,6.40038071954748,6.9422675035217,10.3269275529969,61,78,88,5,6,5,6,6,5,10,10
4002,6160,1553,5117,3482,0,6.96393974467311,10.3584959130484,0,79,89,0,0,5,6,6,5,10,10
4452,8774,1732,5412,3085,0,8.04025250291486,11.9189053753382,0,79,89,0,0,5,6,7,5,11,11
4452,8156,1747,5476,3205,7.33363167459377,7.92563717687341,11.7306971763886,61,79,88,5,6,5,7,7,5,10,10
4246,8463,1566,5124,3555,7.30318334679348,7.7847991355202,11.5983323291311,61,79,89,5,6,5,7,7,5,10,11
4036,7163,1540,5280,3472,6.83366099961543,7.33393730721172,10.8961664174341,61,79,89,5,6,5,6,6,5,10,10
4057,6603,1541,5468,3431,6.70691743187377,7.23269223750141,10.736236623857,61,79,89,5,6,5,7,7,5,10,10
4421,8070,1528,5349,3728,7.34151095655802,7.81991074557179,11.6487397590508,61,80,89,5,6,5,7,7,5,10,10
4402,8672,1663,5646,3531,7.61311380482171,8.1537108052983,12.1075102003018,61,78,88,5,6,5,6,6,5,10,10
4403,7997,1554,5075,3738,7.23465819912264,7.72263395965907,11.4847577044121,61,80,90,5,6,5,7,7,5,11,11
4351,7692,1764,5582,3916,7.40810867047106,7.98320104273285,11.8554346814548,61,79,90,5,6,5,6,6,5,11,11
4294,7639,1715,5712,3285,7.20820836638075,7.74625680115304,11.5446785651754,61,80,89,5,6,5,7,7,5,10,10
4049,7006,1636,5744,3599,7.00781451823566,7.55564292190793,11.233023749367,61,78,89,5,6,5,6,6,5,10,10
4368,7593,1569,5510,3614,7.20172227837159,7.6959558137745,0,61,80,0,5,6,5,7,7,0,0,0
4089,7142,1601,5324,3807,0,7.52458410229702,11.1596364187839,0,79,89,0,0,5,7,7,5,10,10
4073,7010,1541,5929,3661,7.06416405117657,7.56593546678845,11.2507772348043,61,79,88,5,6,5,6,6,5,11,11
4428,7986,1746,5022,3931,7.3433438361921,7.9369183765914,11.7458627223879,61,79,89,5,6,5,7,7,5,11,11
4125,7541,1542,5919,3324,7.14754833221964,7.66813477549052,11.3793567346087,61,78,89,5,6,5,6,6,5,10,10
4264,7749,1581,5562,3770,7.28921621361666,7.79600042288194,11.6034584124088,61,78,90,5,6,5,6,6,5,11,11
4178,7156,1678,5116,3180,6.77775706590091,0,10.8761476799128,61,0,89,5,6,0,0,0,5,11,11
4025,7740,1594,5454,3760,0,7.69418531810418,11.4443386186126,0,79,89,0,0,5,6,6,5,10,10
4261,8409,1799,5617,3951,0,8.25821035556939,12.2223437869508,0,79,88,0,0,5,7,7,5,10,10
4007,6281,1731,5272,3343,6.55905734391096,7.10873049802578,10.5906736604462,61,79,89,5,6,5,7,7,5,10,10
4182,6400,1546,5231,3427,6.60559805748869,7.12985245132944,10.5829340624697,61,79,89,5,6,5,7,7,5,10,10
4129,8324,1753,5907,3085,7.37890175214478,7.95903163018958,11.8152820184051,62,78,87,5,6,5,6,6,5,10,10
4372,7441,1618,5305,3924,7.19688743709196,7.725415326559,11.4727797727629,61,79,89,5,6,5,6,6,5,10,10
4326,8285,1523,5656,3339,7.36295744075692,7.83760956782222,0,61,80,0,5,6,5,7,7,0,0,0
4118,7169,1522,5087,3529,0,7.32735846768072,10.8350100244214,0,79,90,0,0,5,7,7,5,11,11
4316,7216,1522,5798,3662,7.15623814805524,7.66574689581636,2.28147082693055,61,79,18,5,6,5,6,6,1,2,2
4492,8827,1737,5746,3015,7.59111136146051,8.17867678791292,12.1031952082754,61,79,88,5,6,5,7,7,5,10,10
