nuc_rRNA,nuc_RP,nuc_pol,nuc_AARS,nuc_tRNA,minV_R,minV_H,minV_G,Ntotal_R,Ntotal_H,Ntotal_D,ribo_R,pol_R,ribo_H,pol1_H,pol2_H,ribo_D,pol1_D,pol2_D
4452,7571,1693,5868,3186,7.24744899101824,7.8179787691777,11.5801906680711,61,79,88,5,6,5,7,7,5,11,11
4248,6068,1772,5740,3391,6.74317638090563,7.31533177283141,10.9102246683308,61,78,89,5,6,5,6,6,5,10,10
4472,7684,1739,5293,3718,0,7.87093244150527,0,0,79,0,0,0,5,7,7,0,0,0
4366,6482,1637,5555,3873,0,7.50696185174019,2.23088731727117,0,79,18,0,0,5,7,7,1,2,2
4013,8949,1650,5746,3734,7.67542662970629,8.23469404868759,12.1907360211067,61,79,89,5,6,5,7,7,5,10,10
4209,7550,1536,5142,3543,6.98724078648761,7.48398622845264,11.1202909149858,61,79,89,5,6,5,6,6,5,10,10
4298,6945,1543,5024,3757,6.84613153011859,7.34634960827179,0,61,81,0,5,6,5,7,7,0,0,0
4302,8956,1788,5493,3337,7.60783546720933,8.21231307570048,12.1449368246241,61,79,88,5,6,5,7,7,5,11,11
4416,6998,1632,5901,3207,7.04997873070534,7.59588251390489,2.25851820446515,61,79,18,5,6,5,6,6,1,2,2
4350,7156,1758,5536,3076,6.96141748126873,7.50628866483404,11.1904709941209,61,79,89,5,6,5,7,7,5,10,10
4397,7027,1779,5788,3450,7.13623903463912,7.74140429902374,11.4842105173606,61,79,89,5,6,5,7,7,5,10,10
4074,6046,1743,5494,3103,6.50629654558617,7.06882057228377,10.5143618404639,61,78,88,5,6,5,6,6,5,11,11
4334,6149,1722,5690,3435,6.77622968538479,7.35216151524157,10.933268117652,61,79,89,5,6,5,6,6,5,10,10
4105,7395,1524,5088,3854,6.97822181247238,7.49780753248926,0,61,79,0,5,6,5,7,7,0,0,0
4403,8878,1652,5453,3389,0,8.09095776778623,12.017533440717,0,78,89,0,0,5,6,6,5,11,11
4360,7640,1647,5268,3315,0,7.63010461262507,11.2899747087414,0,79,88,0,0,5,7,7,5,10,10
4226,8922,1587,5225,3953,7.60716556285726,8.11051817471703,0,61,80,0,5,6,5,7,7,0,0,0
4444,8226,1518,5103,3390,7.21332068288442,7.7045707465521,11.4352020166983,61,78,90,5,6,5,6,6,5,11,11
4466,7637,1696,5822,3935,0,8.06465669968381,11.9601046738773,0,79,90,0,0,5,7,7,5,11,11
4266,8703,1643,5398,3748,7.56045330344112,8.09031242505843,12.009042973336,61,79,89,5,6,5,6,6,5,11,12
4224,7473,1612,5469,3735,7.13418510969343,7.66727859748075,0,62,80,0,5,6,5,7,7,0,0,0
4014,7121,1604,5395,3544,6.89603378481489,7.41879231107838,11.0072212559781,61,79,88,5,6,5,6,6,5,10,10
4349,6580,1703,5245,3744,6.86352025357762,7.43992683997412,11.0418200240069,61,79,89,5,6,5,7,7,5,10,10
4399,8287,1638,5238,3016,7.18950970289115,7.7443130269148,11.4550447857332,61,79,88,5,6,5,7,7,5,11,11
4489,8324,1785,5250,3122,7.31321357215852,7.87536277853832,11.7113195558782,61,80,88,5,6,5,7,7,5,10,10
4491,8431,1652,5884,3017,7.47949430387164,8.01553792873685,11.8942388515746,61,79,88,5,6,5,6,6,5,10,10
4174,8169,1532,5241,3863,7.30613904224321,7.82741074459868,11.5957494430228,61,79,89,5,6,5,7,7,5,10,11
4295,6064,1718,5839,3381,6.7675387215905,7.33428018201404,10.9116023383006,61,79,89,5,6,5,6,6,5,10,10
4488,8658,1559,5076,3870,7.51757073904538,8.02107662385483,11.9068900072012,61,79,90,5,6,5,6,6,5,12,12
4250,7778,1595,5831,3617,7.34008222092354,0,11.6896986971597,61,0,89,5,6,0,0,0,5,10,11
4253,8647,1694,5818,3582,7.64157404068147,8.18667367152903,12.1672037636371,61,78,89,5,6,5,6,6,5,10,11
4038,6659,1728,5287,3810,6.83712750001964,7.42557701736871,10.9964632144405,61,79,89,5,6,5,7,7,5,11,12
4403,8248,1558,5594,3720,0,7.99414457679732,11.8770319443252,0,79,89,0,0,5,6,6,5,10,10
4069,7990,1632,5616,3281,7.19450554780023,7.72648277099494,11.4774442143873,61,79,88,5,6,5,6,7,5,10,10
4177,6678,1525,5611,3998,6.98133544961861,7.4971463255058,11.1512428949159,61,80,89,5,6,5,7,7,5,10,10
4268,8836,1600,5799,3560,0,8.18064993879402,12.157790138806,0,79,89,0,0,5,6,6,5,10,10
4133,7792,1529,5258,3137,6.96405978983694,7.44824528099953,11.0583707121037,61,79,88,5,6,5,6,6,5,11,11
4472,7729,1707,5056,3039,7.00041158720032,7.55344745448005,11.210401620811,61,79,89,5,6,5,6,6,5,10,11
4091,6334,1790,5504,3693,0,7.38845443158856,10.9926052242032,0,80,88,0,0,5,7,7,5,10,10
4278,6300,1714,5162,3091,6.52934894996821,7.08337346560692,10.5382603137388,61,78,89,5,6,5,6,6,5,10,10
4144,8008,1771,5387,3038,0,7.71934122833582,11.4187460246701,0,79,88,0,0,5,7,7,5,11,11
4040,6837,1781,5555,3811,7.00933850388912,7.60660554466347,11.2685917001199,61,79,89,5,6,5,7,7,5,11,11
4477,8524,1674,5566,3010,7.4070916256175,7.9585248516899,11.7667851834063,61,78,89,5,6,5,6,6,5,11,11
4395,7164,1639,5486,3025,6.90665912231589,7.44152228468677,11.0486425598838,61,79,88,5,6,5,6,6,5,11,11
4291,6264,1617,5749,3422,6.78943762005279,7.29689654450063,10.9037380673871,61,80,89,5,6,5,7,7,5,10,10
4068,7744,1671,5840,3807,7.35965972266315,7.91045474826667,11.7578456997574,61,79,89,5,6,5,6,6,5,10,10
4130,6029,1619,5576,3625,6.66198905622284,7.21557620895198,10.6955170407928,61,79,88,5,6,5,7,7,5,11,11
4338,7147,1741,5642,3689,7.16985102432601,7.76259256573302,11.5069062801279,61,79,89,5,6,5,7,7,5,10,10
4220,8779,1698,5836,3154,7.55186632186886,8.10679713267031,0,61,78,0,5,6,5,6,6,0,0,0
4377,8453,1634,5505,3843,7.57345074759368,8.09688854629607,12.0285213713367,61,78,89,5,6,5,6,6,5,11,12
4375,8723,1772,5681,3555,7.67670369815067,0,12.2490475404896,61,0,89,5,6,0,0,0,5,11,11
4415,8476,1518,5611,3389,7.45111560838624,7.93972830811365,11.797955787548,61,79,89,5,6,5,6,6,5,10,10
4101,6752,1630,5247,3142,6.63829861251668,7.16235826326884,10.6537677601211,61,78,89,5,6,5,6,6,5,10,10
4252,6543,1515,5135,3571,6.67647408218677,7.18962150185389,10.6688528877638,61,79,89,5,6,5,7,7,5,10,10
4245,8010,1604,5207,3813,7.27328548904685,7.78828048671502,0,61,79,0,5,6,5,6,6,0,0,0
4224,7218,1511,5252,3272,6.8290404886721,7.31247524696865,0,61,80,0,5,6,5,7,7,0,0,0
4305,6136,1566,5163,3099,0,6.95012385902536,10.3256090964284,0,79,89,0,0,5,6,6,5,10,10
4348,6207,1726,5909,3794,6.9809974392268,7.55488143212613,11.2507983727059,61,79,89,5,6,5,6,6,5,10,10
4144,7358,1579,5870,3095,0,7.5326469344127,11.194990396679,0,79,89,0,0,5,6,6,5,10,10
4333,6159,1654,5647,3027,6.6188817139993,7.16198040649129,0,61,79,0,5,6,5,6,6,0,0,0
4203,6758,1713,5134,3937,6.90309609696246,7.46125327199154,11.0828205690286,61,79,90,5,6,5,6,6,5,11,11
4359,7222,1534,5724,3553,7.12335987272739,7.64094565183292,2.26885447764074,61,79,18,5,6,5,7,7,1,2,2
4320,6388,1758,5433,3880,0,7.47330474301336,11.1425403929289,0,80,89,0,0,5,7,7,5,10,10
4264,7379,1565,5410,3566,7.05196839948451,7.57696703987098,11.2370841649572,61,80,89,5,6,5,7,7,5,10,10
4290,8413,1745,5568,3788,7.58554037379762,8.16669296118414,12.0873885603109,61,79,89,5,6,5,7,7,5,11,11
4167,6590,1633,5997,3259,0,7.42792490699813,0,0,79,0,0,0,5,6,6,0,0,0
4337,7344,1638,5301,3871,7.13497473429942,0,11.4042858009262,61,0,90,5,6,0,0,0,5,12,12
4038,6489,1654,5336,3912,6.80440807257666,7.34222391258601,10.9153859576045,61,79,89,5,6,5,6,6,5,10,10
4008,6372,1738,5014,3310,6.49720432807888,7.04454243581974,10.4947364363407,61,80,88,5,6,5,7,7,5,11,11
4309,6012,1657,5835,3284,6.70408649959548,0,10.8088647488557,61,0,88,5,6,0,0,0,5,9,9
4311,7479,1723,5147,3330,6.99977619947807,7.57834785483363,11.2155437954067,61,79,88,5,6,5,7,7,5,10,10
4253,8249,1585,5172,3914,7.36655670765269,7.90562163759251,11.698364775976,61,79,90,5,6,5,7,7,5,12,12
4104,8977,1670,5921,3419,7.68000304664575,8.24537685775321,12.2107979844962,61,79,88,5,6,5,7,7,5,10,10
4038,6890,1732,5309,3425,6.80383297847472,7.36657256276673,10.9499612341847,61,79,89,5,6,5,6,6,5,11,11
4187,7510,1670,5378,3054,6.94024580011989,7.47496623849628,0,61,78,0,5,6,5,6,6,0,0,0
4054,6828,1568,5377,3215,6.69291030515556,7.20795649666004,10.717241347995,61,79,89,5,6,5,6,6,5,10,10
4118,6809,1657,5525,3349,6.82424310183146,7.38806658139795,10.93659171081,61,79,88,5,6,5,7,7,5,10,10
4457,7026,1541,5385,3099,6.84771671710471,7.32637335443531,10.9027345358282,61,80,88,5,6,5,7,7,5,11,11
4264,6346,1538,5830,3476,6.81658144223333,7.32740533009618,10.8904633498627,61,79,89,5,6,5,6,6,5,11,11
4441,6009,1513,5697,3812,6.81097919579768,7.33149822188259,0,61,79,0,5,6,5,7,7,0,0,0
4412,8061,1562,5987,3912,7.61239044458104,8.12040166947675,2.41948146497518,61,78,18,5,6,5,6,6,1,2,2
4185,8309,1730,5848,3080,7.38021456257575,7.96564560328616,11.7996298688051,61,79,88,5,6,5,7,7,5,10,10
4086,7982,1593,5166,3676,7.13638134321009,7.65385829064635,11.3854947824602,61,80,88,5,6,5,7,7,5,10,10
4267,8658,1686,5090,3734,7.4617300968799,7.98420241783646,11.8707652592494,61,80,90,5,6,5,7,7,5,11,11
4387,6227,1634,5284,3045,6.53794672604387,7.0953718649752,10.5297108836321,61,79,89,5,6,5,7,7,5,10,10
4355,7023,1686,5315,3691,7.01067856220143,7.53299000449832,11.241044833801,61,79,88,5,6,5,7,7,5,10,10
4074,6610,1619,5760,3690,6.91380350247344,7.44828536634631,11.0847525471323,61,79,89,5,6,5,6,6,5,10,10
4294,7341,1730,5977,3544,7.28110127858454,7.84092051927894,11.6244941476139,61,79,89,5,6,5,6,6,5,11,11
4149,8414,1587,5243,3712,7.35118318963247,7.86876034983317,11.6837319771033,61,79,90,5,6,5,6,6,5,11,11
4299,6263,1713,5583,3653,0,7.41021186257106,10.9879162965261,0,79,88,0,0,5,7,7,5,11,11
4213,8972,1751,5347,3167,7.47453329575004,8.02020803757723,11.9268816728559,61,78,88,5,6,5,6,6,5,11,11
4098,6067,1604,5094,3613,0,7.04156091683538,10.4560818453206,0,80,89,0,0,5,7,7,5,10,10
4279,8299,1559,5961,3527,7.52166840173606,8.03760277676867,2.38936488805338,61,79,18,5,6,5,6,6,1,2,2
4018,7255,1544,5671,3331,6.94399759859866,7.46955063085176,0,61,79,0,5,6,5,7,7,0,0,0
4015,7924,1545,5337,3226,7.02047866234919,7.51664917992564,11.160060844817,61,78,88,5,6,5,6,6,5,10,10
4360,6698,1541,5606,3525,6.90295861773048,7.4112844382939,11.0284225320715,61,79,90,5,6,5,6,6,5,11,11
4247,7113,1642,5428,3309,0,7.44947567028929,11.0609278120343,0,79,89,0,0,5,6,6,5,11,11
4467,8279,1693,5537,3750,7.54572259954427,8.08904490640062,12.017937367318,61,78,88,5,6,5,6,6,5,10,10
4192,8021,1642,5230,3737,0,7.77302076121003,11.5693187037389,0,80,90,0,0,5,7,7,5,11,11
4289,8168,1685,5982,3558,7.53976491690184,8.11207042331495,12.0255747025442,61,79,89,5,6,5,7,7,5,10,10
4487,6550,1692,5212,3291,6.74238829754499,7.31716390412242,10.8504843127715,61,79,89,5,6,5,7,7,5,10,10
4046,8313,1536,5827,3716,0,7.98424243081754,11.840668848854,0,79,89,0,0,5,7,7,5,10,10
4032,6353,1591,5680,3177,8.6783279889674,7.14863861425407,2.13083158219777,83,79,18,7,7,5,6,6,1,2,2
4162,7471,1503,5893,3974,0,7.81369133143028,11.6217777797321,0,79,89,0,0,5,6,6,5,10,10
4295,7411,1749,5421,3454,7.10206676868702,7.66129721258621,11.3912287822768,61,78,88,5,6,5,6,6,5,11,11
4173,7112,1502,5423,3569,6.92635428701132,7.40072392693037,0,61,80,0,5,6,5,7,7,0,0,0
4256,7840,1681,5545,3996,7.4125327874601,7.94932631686593,11.8355157429403,61,80,88,5,6,5,7,7,5,10,10
4136,7176,1511,5486,3739,7.00671987908548,7.48914721209327,11.1708256708759,61,80,89,5,6,5,7,7,5,10,10
4281,7038,1767,5377,3184,0,7.46341430785571,11.0645909668219,0,79,88,0,0,5,6,6,5,10,10
4189,8372,1620,5970,3258,7.45959683348645,7.96504591002445,11.8364405645894,61,78,88,5,6,5,6,6,5,11,11
4020,6389,1546,5842,3910,0,7.4168851094507,11.0120702346544,0,80,89,0,0,5,7,7,5,11,11
4044,7495,1631,5479,3693,7.10594212232481,7.63339637071849,11.3431102257844,61,78,90,5,6,5,6,6,5,11,11
4392,6108,1545,5788,3975,6.90484655952732,7.438548812165,11.0818986270463,62,79,89,5,6,5,6,6,5,10,10
4086,6796,1695,5765,3018,6.80057910838652,7.37630880305439,10.938048756573,61,79,89,5,6,5,7,7,5,10,10
4457,7255,1500,5839,3303,0,7.61968793158409,2.26379805696416,0,80,18,0,0,5,7,7,1,2,2
4094,7520,1763,5189,3966,0,7.71488730491416,11.4861576085664,0,79,88,0,0,5,7,7,5,10,10
4425,7471,1786,5273,3727,0,7.81494924610254,11.5778081534984,0,79,89,0,0,5,7,7,5,11,11
4199,6145,1657,5200,3748,0,7.19246183547146,10.7043945208767,0,79,88,0,0,5,6,6,5,10,10
4112,8537,1529,5032,3253,7.15276524818402,7.67079875039852,11.3451011209204,61,79,88,5,6,5,7,7,5,10,10
4458,8925,1758,5272,3865,0,8.29968984611626,12.3035207518065,0,80,90,0,0,5,7,7,5,11,11
4269,6479,1550,5329,3822,0,7.31447693653458,10.8939573102715,0,79,89,0,0,5,6,6,5,10,10
4354,8267,1743,5423,3790,7.49910927037106,8.04706489438212,11.9764630637828,61,80,88,5,6,5,7,7,5,10,10
4218,6038,1523,5962,3106,6.6348447708879,7.14282490460573,10.6501312059865,61,79,89,5,6,5,6,6,5,9,9
4379,7366,1561,5659,3948,0,7.81192366019818,0,0,79,0,0,0,5,7,7,0,0,0
4472,7177,1698,5168,3280,6.92752677072524,7.50470175824865,11.1095507814753,61,79,89,5,6,5,7,7,5,11,12
4044,6598,1633,5348,3975,6.85776348072482,7.41529452519269,10.9912551021694,61,79,89,5,6,5,7,7,5,10,10
4305,7052,1518,5668,3547,7.02382825937767,7.5395686151851,11.158069311169,61,79,89,5,6,5,7,7,5,10,11
4231,6173,1690,5656,3303,6.69118669955161,7.26731975883409,2.15887163577464,61,79,18,5,6,5,7,7,1,2,2
4186,6483,1549,5465,3099,6.60776673521403,7.11495051052496,10.5750270318769,61,79,89,5,6,5,6,6,5,10,10
4099,6083,1521,5976,3004,6.57975983083789,7.10058233442228,10.5728806120357,61,79,88,5,6,5,6,6,5,9,9
4129,7306,1636,5164,3367,6.87027012295821,7.39834544814571,11.002587531085,61,79,88,5,6,5,6,6,5,10,10
4255,8166,1615,5093,3462,7.19314061842292,7.73128171586826,11.4452200604094,61,79,89,5,6,5,7,7,5,10,11
4274,6106,1685,5320,3009,6.48280789808582,7.04672116463859,0,61,80,0,5,6,5,7,7,0,0,0
4443,6682,1724,5670,3105,6.87656775581013,7.46305351004381,11.0717536231289,61,79,89,5,6,5,7,7,5,10,10
4308,6700,1532,5765,3899,0,7.55098339943666,11.2623540906664,0,79,89,0,0,5,6,6,5,10,10
4089,6016,1754,5012,3291,6.40469085392388,7.00120077158241,10.3692750912724,61,79,88,5,6,5,7,7,5,11,11
4350,8531,1655,5953,3884,0,0,12.3117171479816,0,0,88,0,0,0,0,0,5,11,11
4100,6794,1686,5722,3527,6.94176187961735,7.48894188282076,11.1507792726352,61,79,89,5,6,5,6,6,5,10,10
4482,7696,1784,5690,3568,7.38516333345688,7.95999559879283,0,61,78,0,5,6,5,6,6,0,0,0
4203,7591,1748,5250,3927,7.22049042774329,7.78116351948356,11.5700063681832,61,79,90,5,6,5,7,7,5,11,11
4134,8047,1629,5396,3437,7.20745096128069,7.70745227172871,11.4860917033669,61,79,90,5,6,5,7,7,5,11,11
4323,8925,1703,5075,3214,0,7.9782690530438,11.7674692936717,0,79,89,0,0,5,7,7,5,11,11
4228,6849,1771,5878,3637,7.11062382697795,7.71362282363302,11.4394252551585,61,79,88,5,6,5,7,7,5,10,10
4016,7080,1763,5101,3205,6.73464309926286,7.33215854866119,10.8300301879775,61,79,89,5,6,5,7,7,5,11,11
4488,6624,1628,5634,3706,7.02381966240835,7.53906080693351,2.24780634347413,61,79,18,5,6,5,6,6,1,2,2
4066,6085,1767,5678,3775,6.78843350312703,7.36465355157059,10.9700577348277,61,79,88,5,6,5,6,6,5,10,10
4249,7815,1683,5624,3408,7.25003201636766,7.76840172419461,11.5823518141786,61,79,89,5,6,5,7,7,5,10,11
4269,6603,1544,5303,3019,6.59320424550323,7.11914365024398,10.5430337025021,61,79,88,5,6,5,7,7,5,11,11
4474,8669,1691,5086,3129,7.33870937140793,7.86742080303687,11.70036477351,61,78,89,5,6,5,6,6,5,11,11
4435,6689,1719,5696,3877,0,7.70476178053154,11.4204569946481,0,79,89,0,0,5,7,7,5,11,11
4373,7648,1548,5641,3259,7.14041206555637,7.66475258705366,2.27723603702087,61,79,18,5,6,5,6,6,1,2,2
4468,7021,1578,5408,3748,7.05621034567361,7.56142601657151,2.25378324141772,61,80,18,5,6,5,7,7,1,2,2
4340,6814,1692,5344,3350,6.84587223660197,7.42183961190547,10.9890109887682,61,79,88,5,6,5,7,7,5,10,10
4306,8864,1689,5254,3906,7.64118854603494,8.21433069784972,12.1511564954262,61,79,89,5,6,5,7,7,5,11,11
4488,8874,1789,5431,3714,7.73190889757042,8.33820752578101,12.3317971168536,61,79,89,5,6,5,7,7,5,11,11
4369,6002,1511,5764,3881,0,7.34282891766709,10.9073539889015,0,79,89,0,0,5,6,6,5,11,11
4361,8927,1597,5549,3926,0,8.27287983686593,12.2726571395022,0,80,88,0,0,5,7,7,5,10,10
4247,6073,1713,5790,3452,0,7.34467598822745,0,0,79,0,0,0,5,7,7,0,0,0
4040,6266,1737,5509,3648,0,7.30507464749635,10.8699336870998,0,79,89,0,0,5,6,6,5,10,10
4214,8286,1761,5058,3046,7.12413672853581,7.68841168970465,11.4074362384852,61,78,87,5,6,5,6,6,5,10,10
4117,6088,1608,5794,3210,6.60429259486168,7.16377160206993,10.625749022345,62,78,88,5,6,5,6,6,5,10,10
4109,6593,1680,5597,3168,6.72732764857829,7.29874917362457,10.8294553293304,61,79,89,5,6,5,7,7,5,10,10
4429,7322,1706,5054,3961,7.13383294790968,7.6977153746988,11.4327911151677,61,79,90,5,6,5,7,7,5,11,11
4382,8089,1677,5923,3046,7.36502057761678,7.93368781101398,11.7614219278985,61,79,89,5,6,5,7,7,5,10,10
4186,6123,1724,5612,3039,6.57787708119121,7.14092690755191,0,61,79,0,5,6,5,6,6,0,0,0
4101,7572,1761,5531,3141,7.04047321067989,7.63694572265977,0,61,79,0,5,6,5,7,7,0,0,0
4165,9000,1538,5105,3765,7.50162834580058,8.0234204629685,11.866105542877,61,79,90,5,6,5,7,7,5,12,12
4008,6880,1724,5636,3955,7.05636766752889,7.61316433133609,11.335155776306,61,78,89,5,6,5,6,6,5,10,10
4237,7292,1569,5192,3616,0,7.49622433394437,11.0971081108767,0,79,89,0,0,5,7,7,5,10,10
4023,8151,1751,5832,3859,7.51807833134193,8.09589527677035,12.0172778175362,61,80,89,5,6,5,7,7,5,10,10
4086,6118,1618,5059,3144,6.3444271575663,6.89201613774552,10.2392350313914,62,79,88,5,6,5,6,6,5,11,11
4213,8157,1586,5463,3354,7.24963006021316,7.78792750740299,11.5278005513433,61,79,89,5,6,5,7,7,5,10,10
4250,8314,1662,5154,3583,7.30583817201599,7.82082172568891,11.6541079226841,61,79,89,5,6,5,7,7,5,11,11
4059,6636,1738,5296,3430,6.72683913711832,7.31761551252574,10.8347145537838,61,79,88,5,6,5,7,7,5,11,11
4338,8372,1576,5423,3930,0,8.02934232256098,11.9278075772259,0,80,90,0,0,5,7,7,5,11,11
4329,6074,1528,5999,3737,0,7.405756311159,11.0370531843146,0,79,89,0,0,5,7,7,5,9,9
4301,6921,1733,5941,3509,7.10341700546741,7.69140782859748,11.4280443387443,62,79,88,5,6,5,6,6,5,11,11
4368,6283,1757,5167,3909,0,7.41492846266983,10.9962557742748,0,79,89,0,0,5,7,7,5,10,11
4003,7995,1626,5599,3735,7.30690777723613,7.82957815401557,11.6447179332328,61,79,89,5,6,5,6,6,5,11,11
4235,7289,1555,5202,3307,6.86431577375478,7.3933548027686,10.9592138949115,61,79,88,5,6,5,7,7,5,11,11
4237,6323,1585,5667,3261,6.6980319935907,7.22490818532794,10.7287154204095,61,79,88,5,6,5,6,6,5,11,11
4033,8317,1680,5601,3270,7.29767093546352,7.86645981577047,11.644052445735,61,79,88,5,6,5,7,7,5,10,10
4112,6837,1709,5952,3269,6.96357117002993,7.51773071597342,11.1882174553823,61,78,89,5,6,5,6,6,5,10,10
4318,8561,1675,5204,3320,7.34915301145221,7.91474579667994,11.706866769168,61,79,88,5,6,5,7,7,5,11,11
4468,6556,1617,5962,3328,0,7.50880770030764,11.1920741793102,0,79,89,0,0,5,6,6,5,10,10
4266,8390,1612,5654,3668,0,8.02787512146748,0,0,79,0,0,0,5,6,6,0,0,0
4493,7261,1536,5920,3475,0,7.73693246035748,2.29811687441737,0,79,18,0,0,5,7,7,1,2,2
4307,7671,1731,5350,3821,7.28162811810061,7.83272526343109,11.6332634899129,61,79,89,5,6,5,6,6,5,11,11
4090,6991,1606,5809,3649,7.04184481529196,7.56368202924548,2.25492767393157,61,79,18,5,6,5,6,6,1,2,2
4482,7883,1621,5740,3418,7.36302191614852,7.88518571591938,11.7342042082247,61,79,89,5,6,5,6,6,5,10,10
4055,7185,1581,5557,3930,7.08936307754311,7.61958810834573,11.3036501699667,61,79,89,5,6,5,6,6,5,10,10
4105,6879,1706,5839,3777,7.09151369943026,7.67298180678348,11.3913344227999,61,79,89,5,6,5,7,7,5,10,10
4070,8302,1539,5490,3118,7.17522494167574,7.67425704446403,11.4013881289086,61,79,89,5,6,5,6,7,5,10,10
4266,7334,1659,5060,3555,6.95162248799875,7.48417259428507,11.1281045255654,61,80,89,5,6,5,7,7,5,10,11
4072,7471,1532,5054,3018,0,7.22739992014427,10.7213053392901,0,79,88,0,0,5,6,6,5,11,11
4273,8291,1776,5618,3104,7.34860192778407,7.93233708536706,11.7637800682923,61,78,88,5,6,5,6,6,5,10,10
4010,7425,1790,5643,3004,6.96954898453578,7.55811317763718,11.2085213547293,61,78,88,5,6,5,6,6,5,11,11
4159,6127,1586,5495,3636,6.66873988808429,7.1929713130316,2.1428992906199,61,79,18,5,6,5,6,6,1,2,2
4395,6486,1663,5627,3521,6.88752330588735,7.45822413797379,11.0733499996428,61,79,89,5,6,5,7,7,5,10,10
4154,6861,1656,5442,3342,6.82269668022086,7.36424772992748,10.9510647158123,61,79,89,5,6,5,6,6,5,10,10
4338,6720,1581,5748,3618,6.99130299154133,7.48397668621871,11.1626099663553,61,80,88,5,6,5,7,7,5,11,11
4295,7293,1780,5278,3197,6.94923527788495,7.52397997268078,11.1773423993053,61,79,88,5,6,5,6,6,5,10,10
4320,6795,1566,5803,3717,7.05327073877345,7.55921010690221,0,61,80,0,5,6,5,7,7,0,0,0
4365,8201,1800,5609,3386,7.4376664536543,8.04759827939331,11.9128522640619,61,79,88,5,6,5,7,7,5,10,11
4249,7845,1726,5562,3801,7.3730829580091,7.92598827190067,11.7895298224673,61,78,88,5,6,5,6,6,5,10,10
4235,6984,1583,5336,3653,6.92297231213954,7.46285774024108,11.0669422825948,61,79,89,5,6,5,7,7,5,10,10
4492,8474,1626,5218,3402,0,7.93692385401226,11.7416423834309,0,79,89,0,0,5,7,7,5,11,12
4032,6915,1727,5245,3283,6.7445490831701,7.30460405464816,10.8511634507843,61,79,88,5,6,5,6,6,5,11,11
4074,6358,1770,5304,3487,6.6642236975794,7.27346927885113,10.7766430213414,61,79,89,5,6,5,7,7,5,10,10
4156,8942,1693,5575,3272,7.53461085436995,8.10715219482584,11.9971887649084,61,79,89,5,6,5,7,7,5,11,11
4297,6757,1594,5982,3855,0,7.66375156280109,11.4007675052389,0,79,89,0,0,5,6,6,5,11,11
