nuc_rRNA,nuc_RP,nuc_pol,nuc_AARS,nuc_tRNA,minV_R,minV_H,minV_G,Ntotal_R,Ntotal_H,Ntotal_D,ribo_R,pol_R,ribo_H,pol1_H,pol2_H,ribo_D,pol1_D,pol2_D,nuc_y,nuc_z_to_nuc_y_ratio,kpol_to_kribo_ratio
4449,7054,1708,2500000,233080.794644861,1505.28853546507,1210.00521743421,259.896706868033,81,96,17,18,5,22,5,5,3,1,1,2500000,0.1,20
4316,8100,1566,2500000,274563.979309513,0,1165.00077263439,264.000725943343,0,97,17,0,0,23,5,5,3,1,1,2500000,0.1,20
4476,6855,1570,2500000,228791.994682967,0,1162.13897578286,1363.47175688531,0,97,92,0,0,23,5,5,18,5,6,2500000,0.1,20
4407,7008,1564,2500000,231227.379223512,0,1195.69114360411,259.88234221647,0,96,17,0,0,22,5,5,3,1,1,2500000,0.1,20
4064,8327,1782,2500000,231146.443486693,0,1165.66520781409,260.001198987829,0,97,17,0,0,23,5,5,3,1,1,2500000,0.1,20
4197,6333,1642,2500000,265176.907389342,0,1161.34778917935,262.51156030827,0,97,17,0,0,23,5,5,3,1,1,2500000,0.1,20
4123,6312,1691,2500000,235231.571829303,0,1161.20083729971,1305.15472995091,0,97,96,0,0,23,5,5,16,5,5,2500000,0.1,20
4473,8217,1679,2500000,271755.549357813,0,0,263.794240700671,0,0,17,0,0,0,0,0,3,1,1,2500000,0.1,20
4022,6741,1770,2500000,236632.24485646,0,950.332272502924,1314.29220866443,0,126,93,0,0,40,5,6,18,5,6,2500000,0.1,20
4113,7184,1753,2500000,242458.149605574,0,1174.11743868655,260.509926171863,0,97,17,0,0,23,5,5,3,1,1,2500000,0.1,20
4239,8577,1518,2500000,246784.048679807,1042.86099295993,1206.54346039592,1422.84208481555,92,96,94,31,5,22,5,5,17,5,7,2500000,0.1,20
4270,8467,1546,2500000,229189.009717406,0,1165.57567114335,1396.86825012396,0,97,97,0,0,23,5,5,17,5,6,2500000,0.1,20
4492,6063,1643,2500000,236926.274489316,0,1208.32185862967,1422.30303615962,0,96,99,0,0,22,5,5,17,5,7,2500000,0.1,20
4428,7221,1798,2500000,274776.48371741,1208.23858116955,1184.56576979579,1333.46031424179,82,97,89,23,5,23,5,5,16,5,5,2500000,0.1,20
4161,6446,1532,2500000,234749.840244367,1234.41823573422,1184.80324355271,261.904504854752,82,97,17,22,5,23,5,5,3,1,1,2500000,0.1,20
4173,6729,1741,2500000,245935.050608069,0,914.758782181541,260.59560311251,0,128,17,0,0,48,8,8,3,1,1,2500000,0.1,20
4448,6206,1654,2500000,252668.05297559,0,1219.0738686429,1320.03213805618,0,96,90,0,0,22,5,5,17,5,5,2500000,0.1,20
4089,6925,1631,2500000,254201.259314755,0,1013.09238611578,261.978412871674,0,126,17,0,0,38,5,6,3,1,1,2500000,0.1,20
4274,6767,1532,2500000,263222.47901658,0,902.542092619384,262.804818754429,0,105,17,0,0,32,5,5,3,1,1,2500000,0.1,20
4295,6065,1600,2500000,254737.710473918,0,179.841525080441,261.492472491016,0,20,17,0,0,6,1,1,3,1,1,2500000,0.1,20
4373,6771,1714,2500000,262018.718378638,0,1162.23793616966,1444.2440130279,0,97,95,0,0,23,5,5,17,5,7,2500000,0.1,20
4005,7653,1658,2500000,261436.827611523,1310.68939545308,1167.22113876891,715.982964496243,82,97,19,21,5,23,5,5,1,1,1,2500000,0.1,20
4406,7682,1624,2500000,260449.476556242,0,1341.51085480755,262.367234163859,0,128,17,0,0,34,5,10,3,1,1,2500000,0.1,20
4362,8981,1688,2500000,262571.352578197,0,1166.82737515052,263.005207947681,0,97,17,0,0,23,5,5,3,1,1,2500000,0.1,20
4202,7489,1612,2500000,259724.630213696,0,0,262.557619163101,0,0,17,0,0,0,0,0,3,1,1,2500000,0.1,20
4242,7650,1542,2500000,263704.733380772,0,1164.01150950123,1313.63005774397,0,97,98,0,0,23,5,5,21,7,7,2500000,0.1,20
4022,7015,1667,2500000,257945.76275744,0,1162.77481969103,262.332415770646,0,97,17,0,0,23,5,5,3,1,1,2500000,0.1,20
4336,6386,1563,2500000,239241.301637951,0,1191.27516470146,262.420396469815,0,97,17,0,0,23,5,5,3,1,1,2500000,0.1,20
4338,8574,1651,2500000,232832.604978171,900.717628850918,1165.80856450005,259.543917345101,88,97,17,33,5,23,5,5,3,1,1,2500000,0.1,20
4420,7953,1655,2500000,262852.294093238,0,0,262.837088535419,0,0,17,0,0,0,0,0,3,1,1,2500000,0.1,20
4156,8611,1757,2500000,252993.223699293,0,1168.16861471339,262.065717974757,0,97,17,0,0,23,5,5,3,1,1,2500000,0.1,20
4272,7335,1725,2500000,262185.480077623,1235.58441552916,1165.36048438628,262.801649083319,82,97,17,22,5,23,5,5,3,1,1,2500000,0.1,20
4237,8076,1785,2500000,225905.554780805,0,1164.82946400619,1345.24598765467,0,97,93,0,0,23,5,5,17,5,6,2500000,0.1,20
4274,7215,1568,2500000,262034.067941223,1240.64190081867,1171.48429977514,1320.41194308949,82,97,96,22,5,23,5,5,20,6,7,2500000,0.1,20
4027,7346,1587,2500000,263578.218527079,0,1163.44821088188,262.111735913084,0,97,17,0,0,23,5,5,3,1,1,2500000,0.1,20
4057,6850,1684,2500000,249746.115832104,0,957.335683893855,1308.14702949143,0,126,93,0,0,40,5,6,18,6,6,2500000,0.1,20
4040,8526,1626,2500000,261494.951490128,0,1165.91287175163,262.805861506492,0,97,17,0,0,23,5,5,3,1,1,2500000,0.1,20
4038,8607,1708,250000,2288891.74919305,0,798.726348275901,1194.76122292852,0,107,124,0,0,5,10,10,5,13,13,250000,10,3
4090,8835,1792,250000,2486267.40277708,0,859.19303986897,1282.74311682078,0,108,126,0,0,5,10,10,5,16,17,250000,10,3
4121,8068,1583,250000,2447746.0064552,0,852.605659583908,1328.53903536247,0,108,138,0,0,5,10,10,5,10,11,250000,10,3
4325,8753,1669,250000,2443105.47237488,0,844.715547166411,1260.49136678521,0,107,126,0,0,5,12,12,5,17,17,250000,10,3
4335,6961,1616,250000,2493731.0866981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,10,3
4267,6703,1756,250000,2644627.48176185,0,905.835531307009,0,0,108,0,0,0,5,12,12,0,0,0,250000,10,3
4487,8973,1774,250000,2720814.31490736,0,932.838381606242,1384.83628570099,0,108,130,0,0,5,11,11,5,19,19,250000,10,3
4165,6163,1720,250000,2713131.27249891,0,926.592323031233,1388.22407693008,0,108,130,0,0,5,12,12,5,17,17,250000,10,3
4243,6084,1529,250000,2512689.89661337,0,866.33843821784,1427.65902050101,0,107,134,0,0,5,10,10,5,14,19,250000,10,3
4014,7391,1518,250000,2497844.33750619,0,861.279784907961,1302.22120835001,0,108,127,0,0,5,12,12,5,16,16,250000,10,3
4367,7438,1635,250000,2518929.16546147,0,0,1296.16009642466,0,0,127,0,0,0,0,0,5,15,15,250000,10,3
4242,8949,1584,250000,2434990.05596256,0,843.705470327023,1254.35028100326,0,106,126,0,0,5,9,9,5,18,18,250000,10,3
4112,6231,1746,250000,2421809.89852791,0,837.39211921295,1254.8133971531,0,107,127,0,0,5,12,12,5,14,14,250000,10,3
4404,8304,1785,250000,2510329.90218705,0,866.310813639314,1297.08338477275,0,106,126,0,0,5,11,11,5,16,16,250000,10,3
4251,6649,1779,250000,2563908.63014623,0,881.517548009707,1316.7154311256,0,107,127,0,0,5,10,10,5,17,17,250000,10,3
4009,8009,1670,250000,2701218.15937365,0,925.835185747324,1389.89797340976,0,110,129,0,0,5,11,11,5,16,16,250000,10,3
4227,6323,1783,250000,2348524.363155,0,817.731070084945,1222.50715748779,0,107,126,0,0,5,10,10,5,14,14,250000,10,3
4370,6909,1623,250000,2472370.32393759,0,884.125753749977,1277.37202956561,0,123,127,0,0,5,5,5,5,15,15,250000,10,3
4329,7470,1561,250000,2250424.76346743,0,0,1190.64726431731,0,0,124,0,0,0,0,0,5,15,15,250000,10,3
4481,8792,1768,250000,2550052.65187844,0,886.909750998833,1315.98386480711,0,108,127,0,0,5,10,11,5,16,16,250000,10,3
4257,6320,1790,250000,2567870.53084328,0,882.313785590908,1320.5282623467,0,108,127,0,0,5,12,12,5,14,14,250000,10,3
4009,8134,1511,250000,2333032.85844615,0,811.586345877697,242.834260683846,0,105,25,0,0,5,9,9,1,3,3,250000,10,3
4174,8668,1521,250000,2571091.71099589,0,884.758201889138,1318.69281048583,0,109,128,0,0,5,10,10,5,18,18,250000,10,3
4459,7476,1673,250000,2741321.11406049,0,935.475502116121,1406.50726453745,0,109,129,0,0,5,12,12,5,16,16,250000,10,3
4487,6309,1686,250000,2494950.14842774,0,859.84976880476,1287.27885765564,0,107,126,0,0,5,12,12,5,17,17,250000,10,3
4130,8705,1787,250000,2546076.88518009,0,877.78586904311,1310.90428402695,0,109,127,0,0,5,10,10,5,17,17,250000,10,3
4409,8466,1727,250000,2685257.34128581,0,918.865892476941,1371.63628092792,0,108,128,0,0,5,12,12,5,16,16,250000,10,3
4444,6445,1532,250000,2408343.46755706,0,833.303916142391,1249.83066119876,0,107,126,0,0,5,12,12,5,15,15,250000,10,3
4153,6356,1784,250000,2543610.81354061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,10,3
4309,7402,1700,250000,2251413.22275571,0,781.090256530694,1173.45299006329,0,108,123,0,0,6,13,13,5,16,16,250000,10,3
4068,8620,1757,250000,2647228.44035398,1252.37416494283,908.699723520739,1356.95767276158,149,109,128,11,5,5,10,10,5,16,17,250000,10,3
4233,7568,1742,250000,2321300.20680637,0,807.02945743331,1210.09057329184,0,105,125,0,0,5,11,12,5,14,14,250000,10,3
4114,6886,1566,250000,2609411.31997346,0,0,1337.44866136707,0,0,128,0,0,0,0,0,5,17,17,250000,10,3
4056,8179,1652,250000,2385861.7862792,0,0,1235.61641400663,0,0,124,0,0,0,0,0,5,16,16,250000,10,3
4112,6773,1633,250000,2290486.78469019,0,831.58206524796,0,0,120,0,0,0,5,6,7,0,0,0,250000,10,3
4260,7100,1573,250000,2507913.48829171,0,867.477720828706,1296.02563309785,0,107,126,0,0,5,11,11,5,15,15,250000,10,3
4088,7571,1607,250000,2403887.74268524,0,830.435066659381,1243.74098803084,0,107,125,0,0,5,11,11,5,16,17,250000,10,3
4241,8759,1621,250000,2412091.1836592,0,0,1249.86212328245,0,0,126,0,0,0,0,0,5,16,16,250000,10,3
4460,7444,1769,250000,2452527.97860004,0,878.273315894379,1269.98870005813,0,124,126,0,0,5,5,5,5,16,16,250000,10,3
4102,7780,1707,250000,2622372.84865607,0,0,1361.44906243462,0,0,129,0,0,0,0,0,5,15,16,250000,10,3
4013,6335,1591,250000,2391426.50312044,0,829.427196898879,0,0,106,0,0,0,5,9,9,0,0,0,250000,10,3
4085,7352,1532,250000,2525020.28487758,0,869.663179643375,1302.18882008981,0,108,126,0,0,5,10,10,5,15,15,250000,10,3
4217,7517,1540,250000,2309108.61243363,0,803.428767986816,1203.37908572236,0,106,124,0,0,5,10,10,5,13,13,250000,10,3
4037,8322,1627,250000,2714627.3666588,0,185.81574247328,1390.75503219968,0,22,130,0,0,1,2,2,5,17,17,250000,10,3
4274,6435,1669,250000,2635670.42905761,0,0,1448.56643763401,0,0,187,0,0,0,0,0,5,5,5,250000,10,3
4363,7638,1551,250000,2333785.85001389,0,810.836585968001,0,0,106,0,0,0,5,11,12,0,0,0,250000,10,3
4144,7800,1720,250000,2266253.73262096,0,790.196092701352,1187.61808290347,0,104,124,0,0,5,11,11,5,13,13,250000,10,3
4382,7181,1663,250000,2294815.79022716,0,0,1196.99851083766,0,0,124,0,0,0,0,0,5,13,13,250000,10,3
4481,6433,1553,250000,2574451.53691673,0,914.130498750026,1320.80474664526,0,126,128,0,0,6,6,6,5,18,18,250000,10,3
4095,7676,1763,250000,2450142.0472476,0,877.681321407801,1268.2942205071,0,124,127,0,0,5,5,5,5,14,14,250000,10,3
4192,6181,1505,1000000,9236131.15259933,0,3307.40427528315,5105.35111057729,0,122,172,0,0,5,5,5,5,5,5,1000000,10,3
4269,6979,1626,1000000,9946316.59029382,0,3537.17381984774,5448.65608197696,0,125,179,0,0,5,5,5,5,5,5,1000000,10,3
4491,7528,1632,1000000,10502122.9348645,4860.392550809,3728.76578891997,5725.16846618659,182,126,185,5,5,5,5,5,5,5,5,1000000,10,3
4246,7240,1726,1000000,9531408.49136009,0,3403.14212901883,5242.004433734,0,121,176,0,0,5,5,5,5,5,5,1000000,10,3
4335,8094,1731,1000000,10429204.552336,0,3695.00594908216,5688.00792163299,0,126,184,0,0,5,5,5,5,5,5,1000000,10,3
4433,7937,1515,1000000,10346306.4697299,0,733.401016867359,5646.0112304234,0,25,183,0,0,1,1,1,5,5,5,1000000,10,3
4414,6809,1568,1000000,10283501.7056159,0,729.437734787714,5617.83828612605,0,25,183,0,0,1,1,1,5,5,5,1000000,10,3
4367,6531,1645,1000000,9655375.24629409,0,3443.25646753874,5303.45827884791,0,122,177,0,0,5,5,5,5,5,5,1000000,10,3
4340,6179,1766,1000000,9033512.32429603,0,3240.47549222885,4997.47897882138,0,118,168,0,0,5,5,5,5,5,5,1000000,10,3
4461,8116,1678,1000000,10000221.3926758,0,3555.27923564916,5471.57872088119,0,124,180,0,0,5,5,5,5,5,5,1000000,10,3
4372,7175,1764,1000000,10516251.6960495,0,3720.98664117753,5729.88743752447,0,126,185,0,0,5,5,5,5,5,5,1000000,10,3
4115,6943,1572,1000000,10887791.3657614,0,3846.35656456418,5919.10699412599,0,128,188,0,0,5,5,5,5,5,5,1000000,10,3
4396,6155,1601,1000000,9339596.65699276,0,668.215859671628,5150.22852203805,0,24,171,0,0,1,1,1,5,5,5,1000000,10,3
4015,7635,1666,1000000,9326541.21979377,0,667.463782686665,5140.77607874091,0,24,171,0,0,1,1,1,5,5,5,1000000,10,3
4130,7371,1611,1000000,10920186.0803898,0,3851.07601436775,5941.72423249288,0,128,186,0,0,5,5,5,5,5,5,1000000,10,3
4237,7869,1501,1000000,10771481.4102203,0,3804.64336708103,5894.4431419338,0,128,186,0,0,5,5,5,5,5,5,1000000,10,3
4422,6360,1769,1000000,9954823.99431269,0,3540.17504263631,5462.98728249551,0,123,177,0,0,5,5,5,5,5,5,1000000,10,3
4387,6536,1661,1000000,9181566.72793651,0,3289.83996696275,4754.76002096032,0,119,124,0,0,5,5,5,5,16,16,1000000,10,3
4460,6556,1632,1000000,10605841.1441129,0,3749.7278307349,5770.15134314076,0,126,186,0,0,5,5,5,5,5,5,1000000,10,3
4149,8254,1786,1000000,9394958.53378128,0,3361.72341009807,5174.62704515668,0,121,174,0,0,5,5,5,5,5,5,1000000,10,3
4333,6315,1788,1000000,10942241.0619925,0,3858.64173591044,5943.86364564458,0,128,189,0,0,5,5,5,5,5,5,1000000,10,3
4430,6894,1520,1000000,9627564.06921557,0,3433.67886306221,5290.91632030778,0,122,176,0,0,5,5,5,5,5,5,1000000,10,3
4220,6961,1636,1000000,10452254.3290543,0,3700.87224142556,5699.94431749804,0,128,184,0,0,5,5,5,5,5,5,1000000,10,3
4348,8998,1631,1000000,9016520.60008774,0,3238.08738236797,4986.09281509943,0,119,168,0,0,5,5,5,5,5,5,1000000,10,3
4202,6435,1700,1000000,9362219.61052104,0,669.697522463989,5159.32645295883,0,24,171,0,0,1,1,1,5,5,5,1000000,10,3
4376,8659,1754,1000000,10587122.6782383,0,3744.93309234502,5767.87251063332,0,126,186,0,0,5,5,5,5,5,5,1000000,10,3
4466,6840,1573,1000000,10254276.2216399,0,727.367024913174,5601.52040709423,0,25,179,0,0,1,1,1,5,5,5,1000000,10,3
4211,6202,1682,1000000,10592943.8075441,0,3746.07516264879,5769.47464939,0,126,186,0,0,5,5,5,5,5,5,1000000,10,3
4040,6371,1646,1000000,10122991.1806891,0,3594.84539936654,5537.71488647907,0,124,181,0,0,5,5,5,5,5,5,1000000,10,3
4416,7399,1690,1000000,10953684.1823876,0,3861.91681296369,5948.78030594219,0,130,189,0,0,5,5,5,5,5,5,1000000,10,3
4086,7966,1611,1000000,10967341.7215496,0,3866.08119805521,5955.96828667268,0,128,189,0,0,5,5,5,5,5,5,1000000,10,3
4379,6193,1732,1000000,10122219.666705,0,3594.04172843395,5536.99339199265,0,124,181,0,0,5,5,5,5,5,5,1000000,10,3
4124,8802,1772,1000000,9707550.81865123,0,3462.64868938534,5329.83933787944,0,122,177,0,0,5,5,5,5,5,5,1000000,10,3
4199,7852,1788,1000000,9664967.76567132,0,3447.23940115707,5308.46622205247,0,122,177,0,0,5,5,5,5,5,5,1000000,10,3
4162,6315,1594,1000000,10541914.9142768,0,3729.93672363981,5748.4771785979,0,126,185,0,0,5,5,5,5,5,5,1000000,10,3
4473,8713,1702,1000000,10789441.0564661,0,3810.99354554232,5867.81110090416,0,129,188,0,0,5,5,5,5,5,5,1000000,10,3
4109,6227,1728,1000000,9514710.36503872,0,3398.17836938389,5245.42891107988,0,121,173,0,0,5,5,5,5,5,5,1000000,10,3
4009,7275,1556,1000000,9612402.13756993,0,3429.33076526664,5283.49614443585,0,122,176,0,0,5,5,5,5,5,5,1000000,10,3
4426,8840,1554,1000000,10012852.7625936,0,3562.01438670039,5479.99874867645,0,124,180,0,0,5,5,5,5,5,5,1000000,10,3
4229,6035,1573,1000000,9467143.20219654,0,3382.12891116552,5214.43605415302,0,121,172,0,0,5,5,5,5,5,5,1000000,10,3
4499,7985,1800,1000000,10050347.5957074,0,3571.2294348739,5499.72797403975,0,124,181,0,0,5,5,5,5,5,5,1000000,10,3
4090,8268,1640,1000000,10971263.0497742,0,3867.65495239454,5957.30557386859,0,128,190,0,0,5,5,5,5,5,5,1000000,10,3
4263,8925,1636,1000000,10421039.3040903,0,3710.46012307108,5696.69764986321,0,126,181,0,0,5,5,5,5,5,5,1000000,10,3
4374,6525,1533,1000000,9071181.28223585,0,652.287336961699,5014.11266751803,0,24,168,0,0,1,1,1,5,5,5,1000000,10,3
4106,6114,1543,1000000,10113134.5788291,0,3603.73116849207,5538.24425383579,0,124,178,0,0,5,5,5,5,5,5,1000000,10,3
4407,7452,1503,1000000,9842090.99788292,0,3514.64201110555,5406.76025128813,0,122,176,0,0,5,5,5,5,5,5,1000000,10,3
4457,7111,1624,1000000,9686897.8707542,0,3472.41825090689,5320.69444506907,0,123,177,0,0,5,5,5,5,5,5,1000000,10,3
4088,6902,1797,1000000,9756080.53762261,0,3476.43584437238,1070.85800494617,0,122,35,0,0,5,5,5,1,1,1,1000000,10,3
4345,7834,1537,1000000,9867224.63414766,0,3511.68803155698,5408.26755326032,0,123,179,0,0,5,5,5,5,5,5,1000000,10,3
4400,7322,1630,1000000,9197839.29218133,0,3295.05197656785,5083.03965833112,0,119,169,0,0,5,5,5,5,5,5,1000000,10,3
4401,8516,1518,2500000,24095940.8591492,0,8588.13439069812,13209.1476016556,0,122,177,0,0,5,5,5,5,5,5,2500000,10,3
4313,8164,1685,2500000,25232950.0551204,0,8961.36377723603,13782.8218704017,0,124,178,0,0,5,5,5,5,5,5,2500000,10,3
4476,7431,1726,2500000,23981845.7380565,0,8547.80384799667,13151.1541774705,0,121,173,0,0,5,5,5,5,5,5,2500000,10,3
4065,7252,1786,2500000,25881746.5938711,0,1832.77511594681,14110.1799275533,0,25,181,0,0,1,1,1,5,5,5,2500000,10,3
4142,6679,1618,2500000,24080813.9177397,0,8590.12816820221,13208.6151151802,0,122,177,0,0,5,5,5,5,5,5,2500000,10,3
4180,6806,1617,2500000,22538708.8282588,0,8095.90876284016,12452.4371380682,0,119,170,0,0,5,5,5,5,5,5,2500000,10,3
4084,7267,1799,2500000,26019049.6048529,0,9208.15870686638,14179.2031164608,0,126,182,0,0,5,5,5,5,5,5,2500000,10,3
4228,8697,1614,2500000,27047545.5942319,0,9543.44991606686,2937.10514940883,0,130,37,0,0,5,5,5,1,1,1,2500000,10,3
4257,8291,1694,2500000,26368646.1275329,0,9576.98539180285,14350.894948032,0,127,186,0,0,5,6,6,5,5,5,2500000,10,3
4304,7968,1620,2500000,24448447.0235775,0,8704.81964241687,2676.99815422155,0,122,35,0,0,5,5,5,1,1,1,2500000,10,3
4238,8778,1752,2500000,24590725.5492978,0,8750.93537575301,13458.4786608473,0,123,178,0,0,5,5,5,5,5,5,2500000,10,3
4197,7602,1609,2500000,22521036.7793988,0,8078.12440848434,12508.826023746,0,119,168,0,0,5,5,5,5,5,5,2500000,10,3
4334,7827,1626,2500000,23429415.8149264,0,1674.67086342896,12882.3999806023,0,24,171,0,0,1,1,1,5,5,5,2500000,10,3
4385,8917,1607,2500000,24526193.099518,0,8727.07427189836,13425.7577417895,0,123,178,0,0,5,5,5,5,5,5,2500000,10,3
4278,7333,1563,2500000,23688096.9701543,0,8458.1708755235,13019.2150593093,0,121,172,0,0,5,5,5,5,5,5,2500000,10,3
4051,6468,1768,2500000,24830833.3460632,0,8823.6150235541,13582.4148708465,0,123,177,0,0,5,5,5,5,5,5,2500000,10,3
4215,6780,1568,2500000,22938259.4654705,0,1643.47511987619,12781.2028211702,0,24,169,0,0,1,1,1,5,5,5,2500000,10,3
4232,7320,1784,2500000,25116299.3303245,0,8917.26248648442,13724.5700029657,0,124,178,0,0,5,5,5,5,5,5,2500000,10,3
4245,7240,1739,2500000,24064599.2754394,0,8584.27346682739,13186.5251996445,0,122,174,0,0,5,5,5,5,5,5,2500000,10,3
4308,7318,1780,2500000,26312920.6465299,0,9328.83501410214,14324.7301121722,0,126,183,0,0,5,5,5,5,5,5,2500000,10,3
4471,6525,1772,2500000,23217191.4442435,0,1661.14393527562,12785.669339901,0,24,173,0,0,1,1,1,5,5,5,2500000,10,3
4312,8998,1547,2500000,25250716.8890359,0,8958.82596793923,13785.1874181469,0,124,181,0,0,5,5,5,5,5,5,2500000,10,3
4183,7430,1773,2500000,26265843.8531479,0,9289.01192833503,14300.737860138,0,126,183,0,0,5,5,5,5,5,5,2500000,10,3
4451,7163,1774,2500000,24621198.9660744,0,8756.47050692397,13476.9418509609,0,123,176,0,0,5,5,5,5,5,5,2500000,10,3
4419,8636,1707,2500000,25086217.2696238,0,8906.5329572647,13709.6526642284,0,124,180,0,0,5,5,5,5,5,5,2500000,10,3
4465,6160,1656,2500000,26489399.8492149,0,9372.07931266953,14405.7970059907,0,127,183,0,0,5,5,5,5,5,5,2500000,10,3
4123,8037,1705,2500000,25738498.3249426,0,8945.80279037859,14036.2369090673,0,124,183,0,0,5,8,9,5,5,5,2500000,10,3
4214,6472,1652,2500000,22814105.2479267,0,8174.90525877064,12600.6039489304,0,119,171,0,0,5,5,5,5,5,5,2500000,10,3
4105,8733,1648,2500000,23317757.7544769,0,1668.54269330011,12818.0673697374,0,24,174,0,0,1,1,1,5,5,5,2500000,10,3
4111,8743,1659,2500000,24122532.9493764,0,8595.78024694092,13224.9477122452,0,122,174,0,0,5,5,5,5,5,5,2500000,10,3
4141,7592,1710,2500000,26285415.3744415,0,9299.45218382204,13532.5686693297,0,126,133,0,0,5,5,5,5,12,12,2500000,10,3
4030,8714,1559,2500000,26325978.2050084,0,9676.94097765018,14327.3436280522,0,126,186,0,0,5,6,5,5,5,5,2500000,10,3
4272,7966,1570,2500000,25939867.8733734,0,1837.05418169815,14132.6721628082,0,25,184,0,0,1,1,1,5,5,5,2500000,10,3
4085,8625,1514,2500000,24880227.6019303,0,8838.89759049424,13600.7494006547,0,123,180,0,0,5,5,5,5,5,5,2500000,10,3
4266,7116,1629,2500000,23292802.4381024,0,1667.21409458733,12821.7872012298,0,24,173,0,0,1,1,1,5,5,5,2500000,10,3
4139,7136,1582,2500000,24596522.520273,0,8746.91946285117,13461.7560668028,0,122,176,0,0,5,5,5,5,5,5,2500000,10,3
4437,7475,1650,2500000,24920825.5833552,0,8853.79024643478,13622.6462976172,0,123,180,0,0,5,5,5,5,5,5,2500000,10,3
4483,7115,1782,2500000,24900495.6818852,0,0,13615.3519665386,0,0,177,0,0,0,0,0,5,5,5,2500000,10,3
4469,7087,1571,2500000,25521434.3269173,0,1812.71781728531,13914.4232371883,0,25,182,0,0,1,1,1,5,5,5,2500000,10,3
4345,6851,1575,2500000,24756597.4536447,0,8798.57288392114,13539.9029239676,0,123,179,0,0,5,5,5,5,5,5,2500000,10,3
4002,7247,1763,2500000,27068610.4656507,0,9578.5116168866,14700.8934090017,0,128,186,0,0,5,5,5,5,5,5,2500000,10,3
4028,7713,1587,2500000,22911411.3434117,0,8212.56704290915,12644.9924033024,0,119,169,0,0,5,5,5,5,5,5,2500000,10,3
4372,6869,1517,2500000,24761415.9624439,0,8804.28937390327,13540.0114530106,0,123,176,0,0,5,5,5,5,5,5,2500000,10,3
4478,7488,1602,2500000,23507930.4023231,0,8304.73659342956,12948.6684187141,0,107,172,0,0,5,10,11,5,5,5,2500000,10,3
4470,7728,1595,2500000,23029250.6016808,0,8269.48367099389,2544.17772200076,0,122,34,0,0,5,5,5,1,1,1,2500000,10,3
4250,7388,1578,2500000,27095767.0024432,0,9569.72070306762,14712.7197362232,0,128,189,0,0,5,5,5,5,5,5,2500000,10,3
4461,7671,1588,2500000,24171725.3241096,0,8613.95148233498,13249.3723671467,0,122,177,0,0,5,5,5,5,5,5,2500000,10,3
4358,8442,1602,2500000,24223810.975514,0,8629.56540888467,13272.5163984028,0,122,177,0,0,5,5,5,5,5,5,2500000,10,3
4054,7857,1794,2500000,22528201.4522471,0,8091.1365240515,12312.2256314806,0,119,168,0,0,5,5,5,5,6,6,2500000,10,3
4407,8825,1562,2500000,23006222.7166693,0,8233.43195711459,12668.7726904515,0,119,172,0,0,5,5,5,5,5,5,2500000,10,3
4198,7243,1610,250000,1155208.39140299,0,466.365860896315,673.276030633314,0,98,109,0,0,5,5,5,5,10,10,250000,5,3
4404,8402,1798,250000,1211874.26664676,0,0,711.599121732966,0,0,110,0,0,0,0,0,5,11,11,250000,5,3
4241,8786,1561,250000,1197472.39671074,0,477.982020167142,691.275667475585,0,99,110,0,0,5,5,5,5,11,11,250000,5,3
4216,7838,1553,250000,1156376.6948881,0,459.342001403348,670.290360432527,0,98,108,0,0,5,5,5,5,12,12,250000,5,3
4283,8374,1599,250000,1174230.70457373,0,456.133092036464,716.343475267218,0,94,127,0,0,5,7,7,5,5,5,250000,5,3
4048,7580,1547,250000,1207838.89998994,0,485.070921875654,697.691811674881,0,99,110,0,0,5,5,5,5,11,11,250000,5,3
4293,8243,1718,250000,1347765.12252209,0,510.382534625165,770.665789390143,0,96,111,0,0,5,7,7,5,11,11,250000,5,3
4094,7133,1510,250000,1350901.46302419,0,508.606441366633,0,0,96,0,0,0,5,9,9,0,0,0,250000,5,3
4170,7300,1752,250000,1144868.17900027,0,447.660163530081,664.880581992906,0,94,107,0,0,5,7,7,5,12,12,250000,5,3
4441,8551,1776,250000,1270051.74324026,0,484.394391823886,764.666355103643,0,95,131,0,0,5,9,9,5,5,5,250000,5,3
4223,6106,1767,250000,1213399.86325501,0,467.912953134986,699.344441521824,0,95,109,0,0,5,7,7,5,10,10,250000,5,3
4366,8935,1736,250000,1347231.29994133,0,510.448325904232,780.24077444271,0,96,111,0,0,5,7,7,5,12,11,250000,5,3
4147,7288,1582,250000,1288350.07641348,0,491.375863678064,730.879692025234,0,96,110,0,0,5,7,7,5,12,13,250000,5,3
4069,6017,1688,250000,1357598.82896793,0,504.940185940037,779.677765456544,0,97,121,0,0,5,11,11,5,8,8,250000,5,3
4305,8861,1716,250000,1148162.05510326,0,448.058208429246,666.879846247782,0,93,108,0,0,5,7,7,5,11,11,250000,5,3
4297,6029,1762,250000,1149095.41708919,0,456.12330174655,666.30771522793,0,94,108,0,0,5,8,9,5,12,12,250000,5,3
4300,8164,1673,250000,1153319.99949277,0,464.973590163425,672.365022187341,0,98,108,0,0,5,5,5,5,10,10,250000,5,3
