nuc_rRNA,nuc_RP,nuc_pol,nuc_AARS,nuc_tRNA,minV_R,minV_H,minV_G,Ntotal_R,Ntotal_H,Ntotal_D,ribo_R,pol_R,ribo_H,pol1_H,pol2_H,ribo_D,pol1_D,pol2_D,nuc_y,nuc_z_to_nuc_y_ratio,kpol_to_kribo_ratio
4043,7696,1782,250000,121970.254266307,0,295.650183957174,0,0,365,0,0,0,5,76,77,0,0,0,250000,0.5,0.01
4019,6586,1509,250000,130846.142569426,0,299.327491454061,0,0,368,0,0,0,5,77,78,0,0,0,250000,0.5,0.01
4201,8564,1680,250000,128305.132898423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0.5,0.01
4254,6601,1613,250000,121719.168630368,0,297.404302269706,0,0,367,0,0,0,5,75,76,0,0,0,250000,0.5,0.01
4110,7177,1765,250000,133399.287849311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0.5,0.01
4285,7613,1507,250000,131517.357013937,0,300.495189760338,0,0,371,0,0,0,5,77,78,0,0,0,250000,0.5,0.01
4303,8486,1599,250000,136969.455968704,0,276.410430915055,0,0,374,0,0,0,5,91,91,0,0,0,250000,0.5,0.01
4148,6815,1514,250000,117815.763184079,0,292.626779237634,423.261157205039,0,366,492,0,0,5,76,77,5,107,109,250000,0.5,0.01
4263,7055,1533,250000,137194.654212138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0.5,0.01
4389,6942,1609,250000,126154.379666953,0,0,431.699308818249,0,0,497,0,0,0,0,0,5,108,109,250000,0.5,0.01
4299,7801,1508,1000000,463708.523957653,0,1143.88577496111,1513.00974694975,0,360,485,0,0,5,74,75,5,122,122,1000000,0.5,0.01
4146,6971,1741,1000000,490336.567533192,0,1172.53992496705,0,0,364,0,0,0,5,75,75,0,0,0,1000000,0.5,0.01
4013,7243,1698,1000000,508414.6498809,0,1169.0863394912,0,0,365,0,0,0,5,75,76,0,0,0,1000000,0.5,0.01
4336,6545,1637,1000000,512325.217910289,0,1174.31875082762,1729.78059293688,0,366,493,0,0,5,75,76,5,103,104,1000000,0.5,0.01
4121,6898,1611,1000000,498488.802229223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0.5,0.01
4059,7188,1731,1000000,547875.653930365,0,0,1720.4003955349,0,0,498,0,0,0,0,0,5,110,110,1000000,0.5,0.01
4285,6577,1599,1000000,545772.975372217,0,0,1719.76478615219,0,0,497,0,0,0,0,0,5,108,109,1000000,0.5,0.01
4156,8918,1601,1000000,452897.569996486,0,1140.19044011355,0,0,358,0,0,0,5,74,75,0,0,0,1000000,0.5,0.01
4164,6260,1558,1000000,495085.431727163,0,1161.47718242813,0,0,365,0,0,0,5,75,76,0,0,0,1000000,0.5,0.01
4329,8861,1722,1000000,547098.531910225,0,1133.18309401464,1676.38600754576,0,370,498,0,0,5,83,84,5,114,118,1000000,0.5,0.01
4471,7249,1799,1000000,468130.524348211,0,0,1662.28794422749,0,0,486,0,0,0,0,0,5,105,106,1000000,0.5,0.01
4326,7420,1586,1000000,476259.085206362,0,1218.04226933266,1666.35490375678,0,361,488,0,0,5,68,68,5,106,107,1000000,0.5,0.01
4067,6492,1503,1000000,484557.501590697,0,1155.65543614742,1671.84022865172,0,363,489,0,0,5,75,76,5,106,107,1000000,0.5,0.01
4375,6810,1716,1000000,453837.023608757,0,1003.96535174814,1648.42265362791,0,362,485,0,0,5,91,91,5,105,106,1000000,0.5,0.01
4196,7096,1534,1000000,518732.250455164,0,1104.43229244726,1719.65207368618,0,365,493,0,0,5,84,84,5,105,110,1000000,0.5,0.01
4050,6672,1531,1000000,490304.689315343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0.5,0.01
4163,8278,1561,1000000,537144.228123114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0.5,0.01
4315,8489,1761,1000000,521573.336713097,0,0,1702.84812088081,0,0,495,0,0,0,0,0,5,107,109,1000000,0.5,0.01
4411,8056,1731,1000000,535109.735735688,0,1183.9858142949,0,0,368,0,0,0,5,76,77,0,0,0,1000000,0.5,0.01
4254,8640,1603,1000000,497832.871372862,0,0,1684.22635128263,0,0,491,0,0,0,0,0,5,106,108,1000000,0.5,0.01
4256,6623,1567,1000000,474320.557479877,0,1159.5323267755,1586.38142348561,0,361,486,0,0,5,74,76,5,114,115,1000000,0.5,0.01
4190,8636,1788,1000000,530376.273049214,0,0,1709.81097868758,0,0,495,0,0,0,0,0,5,107,109,1000000,0.5,0.01
4355,6241,1625,1000000,508504.263070022,0,1168.68844290149,1689.90273614815,0,365,491,0,0,5,75,76,5,108,108,1000000,0.5,0.01
4450,7396,1667,1000000,522630.406672683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0.5,0.01
4071,7191,1765,1000000,486811.531227209,0,1170.6003289168,1531.05118819352,0,362,489,0,0,5,74,74,5,123,123,1000000,0.5,0.01
4368,6232,1696,1000000,511999.682213678,0,1113.64567293025,1693.67974334444,0,366,493,0,0,5,83,83,5,107,108,1000000,0.5,0.01
4041,8473,1675,1000000,467760.139913666,0,0,1709.02223404666,0,0,485,0,0,0,0,0,5,101,102,1000000,0.5,0.01
4023,7610,1723,1000000,464471.50315625,0,229.35379594954,1657.16423297899,0,72,485,0,0,1,15,15,5,105,106,1000000,0.5,0.01
4428,6607,1551,1000000,450782.982879106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0.5,0.01
4076,6690,1573,1000000,474768.863429277,0,3446.31352855131,0,0,725,0,0,0,5,30,18,0,0,0,1000000,0.5,0.01
4092,6959,1525,1000000,458211.165043161,0,1141.83848436083,1699.17606388695,0,358,484,0,0,5,74,75,5,100,104,1000000,0.5,0.01
4294,6034,1720,1000000,529662.17367716,0,0,1699.409227953,0,0,495,0,0,0,0,0,5,108,110,1000000,0.5,0.01
4036,8322,1526,1000000,499269.126361769,0,0,1684.8194873075,0,0,491,0,0,0,0,0,5,106,108,1000000,0.5,0.01
4431,6047,1536,1000000,523067.558988553,0,1230.2652532047,1855.67091619438,0,364,493,0,0,5,70,70,5,92,92,1000000,0.5,0.01
4489,7598,1791,1000000,489784.33231887,0,1159.61720460219,1567.67975131304,0,364,489,0,0,5,75,76,5,118,119,1000000,0.5,0.01
4125,6501,1553,1000000,491323.606817843,0,0,1677.2176242631,0,0,489,0,0,0,0,0,5,106,107,1000000,0.5,0.01
4011,7427,1524,1000000,479698.343974954,0,1148.48527319126,0,0,360,0,0,0,5,75,76,0,0,0,1000000,0.5,0.01
4291,7516,1509,1000000,525436.108660172,0,1155.04574861637,1710.1680967611,0,366,493,0,0,5,79,79,5,108,108,1000000,0.5,0.01
4219,6862,1554,1000000,467024.594786286,0,0,1779.55421498896,0,0,490,0,0,0,0,0,5,94,94,1000000,0.5,0.01
4205,7724,1730,1000000,515964.895113478,0,0,1661.04791300528,0,0,494,0,0,0,0,0,5,113,113,1000000,0.5,0.01
4462,8462,1775,1000000,490375.189528947,0,1160.17448785324,1686.84330344425,0,364,490,0,0,5,75,76,5,105,107,1000000,0.5,0.01
4462,7692,1558,1000000,478927.464946394,0,0,1569.55840753812,0,0,488,0,0,0,0,0,5,117,117,1000000,0.5,0.01
4152,7320,1673,1000000,465042.826364311,0,0,1657.43348263436,0,0,485,0,0,0,0,0,5,105,106,1000000,0.5,0.01
4220,7224,1782,1000000,477631.511925419,0,0,1667.35167232514,0,0,488,0,0,0,0,0,5,106,107,1000000,0.5,0.01
4350,6202,1609,1000000,485922.042385415,0,0,1632.99445860789,0,0,488,0,0,0,0,0,5,110,111,1000000,0.5,0.01
4217,6021,1656,1000000,462431.215046455,0,1143.79415638724,1532.82985005145,0,358,484,0,0,5,74,75,5,119,119,1000000,0.5,0.01
4486,8614,1619,1000000,479199.301992717,0,1153.27520691089,1674.12284798224,0,363,489,0,0,5,75,76,5,105,107,1000000,0.5,0.01
4223,8307,1784,1000000,523615.483789395,0,1129.31531022534,1709.23482491337,0,373,495,0,0,5,82,82,5,107,108,1000000,0.5,0.01
4274,8327,1580,1000000,478762.090180889,0,0,1639.932774888,0,0,488,0,0,0,0,0,5,109,110,1000000,0.5,0.01
4051,8957,1512,1000000,506471.024054967,0,0,1695.77055264756,0,0,491,0,0,0,0,0,5,107,108,1000000,0.5,0.01
4476,8688,1575,2500000,1267675.47512125,0,2910.65849571587,11222.1689393271,0,364,1049,0,0,5,75,76,5,30,43,2500000,0.5,0.01
4407,7664,1755,2500000,1338612.2396773,0,0,4542.28382919706,0,0,495,0,0,0,0,0,5,97,99,2500000,0.5,0.01
4400,8176,1651,2500000,1342872.80220405,0,2952.89452236172,4268.31470088756,0,366,495,0,0,5,76,77,5,107,109,2500000,0.5,0.01
4080,8783,1519,2500000,1191786.23227943,0,2718.28111955685,3982.95811692751,0,361,485,0,0,5,82,82,5,112,113,2500000,0.5,0.01
4141,6961,1716,2500000,1345457.50504527,0,2951.1636742624,4268.4002656173,0,369,495,0,0,5,76,77,5,107,109,2500000,0.5,0.01
4482,6609,1581,2500000,1208823.56419234,0,2892.40284812065,3819.98246676612,0,363,487,0,0,5,74,75,5,122,122,2500000,0.5,0.01
4382,8529,1531,2500000,1241069.00824319,0,2896.29307128688,4190.03436928324,0,364,489,0,0,5,75,76,5,106,107,2500000,0.5,0.01
4261,8213,1713,2500000,1305590.1587411,0,0,4564.70799497802,0,0,492,0,0,0,0,0,5,94,94,2500000,0.5,0.01
4450,7600,1749,2500000,1254942.30312156,0,2930.49208103101,4208.4421780468,0,368,491,0,0,5,75,77,5,106,108,2500000,0.5,0.01
4180,8978,1500,2500000,1161921.82166944,0,2866.92632068827,4283.33210938468,0,357,487,0,0,5,73,73,5,101,101,2500000,0.5,0.01
4482,8940,1730,2500000,1191020.72022612,0,2623.09310176702,0,0,361,0,0,0,5,86,86,0,0,0,2500000,0.5,0.01
4210,7132,1511,2500000,1212305.01315186,0,2863.40457959653,0,0,361,0,0,0,5,76,76,0,0,0,2500000,0.5,0.01
4352,8427,1556,2500000,1363611.35623015,0,2961.62822479939,0,0,369,0,0,0,5,76,77,0,0,0,2500000,0.5,0.01
4112,6392,1583,2500000,1257690.98989011,0,0,4582.429377762,0,0,489,0,0,0,0,0,5,91,91,2500000,0.5,0.01
4351,7982,1774,2500000,1268229.94715721,0,0,4364.43070209626,0,0,490,0,0,0,0,0,5,100,104,2500000,0.5,0.01
4021,8569,1769,2500000,1277334.46823142,0,0,4144.96582084931,0,0,492,0,0,0,0,0,5,110,111,2500000,0.5,0.01
4082,6357,1686,2500000,1339454.31306887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0.5,0.01
4318,6400,1537,2500000,1234193.12704485,0,2891.27246815797,4207.08545965383,0,364,489,0,0,5,75,76,5,105,106,2500000,0.5,0.01
4301,6182,1592,2500000,1219855.94231902,0,2787.97309954623,4170.75807840068,0,363,489,0,0,5,80,80,5,106,107,2500000,0.5,0.01
4270,7300,1788,2500000,1291845.01734154,0,2897.75981882249,4323.50459615166,0,366,493,0,0,5,76,77,5,103,104,2500000,0.5,0.01
4171,6097,1548,2500000,1348878.81978008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0.5,0.01
4351,7333,1529,2500000,1212869.40860883,0,2896.33199292306,4224.91415612888,0,362,496,0,0,5,75,75,5,105,109,2500000,0.5,0.01
4112,8509,1654,2500000,1271725.21053421,0,0,3752.81955364858,0,0,496,0,0,0,0,0,5,131,130,2500000,0.5,0.01
4243,7462,1549,2500000,1178443.97882014,0,2861.85074353549,4245.56000153179,0,361,486,0,0,5,74,75,5,101,105,2500000,0.5,0.01
4167,7124,1549,2500000,1239576.02186884,0,0,3895.14190423314,0,0,489,0,0,0,0,0,5,120,120,2500000,0.5,0.01
4404,6395,1690,2500000,1314242.83589928,0,2934.34328792281,4197.44018812555,0,368,493,0,0,5,76,77,5,109,110,2500000,0.5,0.01
4075,8021,1789,2500000,1307713.89043499,0,2931.61681400397,4268.99633748818,0,367,494,0,0,5,76,76,5,106,107,2500000,0.5,0.01
4475,6941,1761,2500000,1144692.10775745,0,4419.7613144988,3904.69091941921,0,424,484,0,0,5,39,39,5,114,115,2500000,0.5,0.01
4329,8270,1641,2500000,1263180.97714348,0,2800.33892394575,0,0,363,0,0,0,5,80,81,0,0,0,2500000,0.5,0.01
4422,7913,1593,2500000,1165100.34447637,0,3042.65140597644,4075.99207204588,0,391,485,0,0,5,72,83,5,107,108,2500000,0.5,0.01
4061,8019,1644,2500000,1269862.79199868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0.5,0.01
4347,7887,1542,2500000,1234790.23156911,0,2908.94833648179,4164.38702703207,0,363,488,0,0,5,75,75,5,106,107,2500000,0.5,0.01
4433,7362,1547,2500000,1180336.47818578,0,0,3929.14361249164,0,0,483,0,0,0,0,0,5,115,115,2500000,0.5,0.01
4126,6411,1633,2500000,1259054.65232017,0,2904.56541938322,3955.40309862759,0,365,489,0,0,5,75,76,5,117,118,2500000,0.5,0.01
4149,7796,1745,2500000,1170388.9513348,0,0,4132.43416461356,0,0,485,0,0,0,0,0,5,105,106,2500000,0.5,0.01
4480,8529,1651,2500000,1166631.59131104,0,2929.94223883994,3943.64480857339,0,360,484,0,0,5,72,72,5,113,114,2500000,0.5,0.01
4269,8169,1638,2500000,1177446.64748119,0,0,3536.51894301723,0,0,518,0,0,0,0,0,5,141,141,2500000,0.5,0.01
4315,8085,1712,2500000,1127793.3390071,0,0,4127.7746062407,0,0,488,0,0,0,0,0,5,104,107,2500000,0.5,0.01
4267,6472,1538,2500000,1283291.50498388,0,2736.0259250158,4264.28507881218,0,411,492,0,0,5,132,97,5,105,106,2500000,0.5,0.01
4220,6902,1531,2500000,1291676.00000016,0,2818.94411324623,4552.28753414202,0,364,491,0,0,5,80,81,5,94,94,2500000,0.5,0.01
4295,6559,1667,2500000,1262866.7292695,0,0,4205.07006568959,0,0,490,0,0,0,0,0,5,106,107,2500000,0.5,0.01
4128,6740,1539,2500000,1329980.60525475,0,0,3910.86230782963,0,0,494,0,0,0,0,0,5,123,124,2500000,0.5,0.01
4313,7799,1668,2500000,1132216.22496392,0,0,3965.14600916509,0,0,484,0,0,0,0,0,5,110,112,2500000,0.5,0.01
4243,6566,1638,2500000,1372793.39967286,0,2965.47943027891,4356.5768686437,0,370,497,0,0,5,76,77,5,105,106,2500000,0.5,0.01
4306,8313,1564,2500000,1233097.32446167,0,2645.9489100736,4120.46531022113,0,362,489,0,0,5,86,86,5,108,110,2500000,0.5,0.01
4395,6232,1674,2500000,1166444.04814567,0,0,4128.83203044509,0,0,485,0,0,0,0,0,5,105,106,2500000,0.5,0.01
4393,6515,1746,2500000,1295122.25566335,0,2865.42784703517,4388.97072490185,0,365,493,0,0,5,78,81,5,100,101,2500000,0.5,0.01
4047,8436,1707,2500000,1184562.57016606,0,2865.7233346485,3994.11774130393,0,361,484,0,0,5,74,75,5,112,113,2500000,0.5,0.01
4298,8916,1701,2500000,1256520.88319167,0,2904.73469111182,3831.91063917186,0,364,491,0,0,5,75,76,5,124,124,2500000,0.5,0.01
4283,7716,1719,2500000,1283345.86810196,0,0,4219.71681464209,0,0,492,0,0,0,0,0,5,107,108,2500000,0.5,0.01
4372,6408,1699,250000,46759.1760148334,0,253.786726712184,366.697495104692,0,333,449,0,0,5,68,69,5,97,98,250000,0.2,0.01
4069,6452,1550,250000,49953.4573694166,0,0,370.72742192318,0,0,451,0,0,0,0,0,5,96,98,250000,0.2,0.01
4160,6639,1563,250000,51167.093931094,0,256.08168268894,370.141748320868,0,336,452,0,0,5,69,70,5,97,99,250000,0.2,0.01
4458,7493,1674,250000,49882.1148705692,0,0,372.348435229774,0,0,452,0,0,0,0,0,5,96,98,250000,0.2,0.01
4474,6595,1649,250000,49649.8062784457,0,0,369.231243884742,0,0,450,0,0,0,0,0,5,97,98,250000,0.2,0.01
4166,6006,1690,250000,46194.5063624018,0,0,352.487987117019,0,0,447,0,0,0,0,0,5,102,104,250000,0.2,0.01
4234,6898,1699,250000,51786.7782374905,0,0,371.108853475162,0,0,452,0,0,0,0,0,5,97,99,250000,0.2,0.01
4390,6474,1767,250000,54193.3989380883,0,234.734486085935,372.904783520473,0,338,454,0,0,5,80,80,5,98,99,250000,0.2,0.01
4344,7540,1628,250000,46986.8246647938,0,240.330594038314,0,0,337,0,0,0,5,76,76,0,0,0,250000,0.2,0.01
4267,8349,1562,250000,49448.4510172092,0,0,370.407211321031,0,0,452,0,0,0,0,0,5,97,99,250000,0.2,0.01
4125,6801,1724,250000,52329.0487815618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0.2,0.01
4112,7551,1659,250000,54931.0990269621,0,257.983747961009,356.165260414413,0,338,453,0,0,5,70,71,5,106,107,250000,0.2,0.01
4294,8181,1536,250000,45587.1914583891,0,254.011077250878,366.939832191693,0,333,450,0,0,5,68,69,5,97,98,250000,0.2,0.01
4472,7837,1702,250000,52470.3343081074,0,257.858041662656,369.964152486784,0,337,453,0,0,5,69,70,5,100,100,250000,0.2,0.01
4275,6460,1587,250000,54869.3128401842,0,0,361.769768153866,0,0,451,0,0,0,0,0,5,102,103,250000,0.2,0.01
4051,7958,1555,250000,48634.1449374161,0,257.052975691543,0,0,335,0,0,0,5,68,69,0,0,0,250000,0.2,0.01
4480,8134,1549,250000,50671.7485389484,0,0,371.221849475865,0,0,452,0,0,0,0,0,5,97,99,250000,0.2,0.01
4201,6661,1514,250000,48461.8580615939,0,254.635010164533,367.926989783547,0,333,450,0,0,5,68,69,5,97,98,250000,0.2,0.01
4482,8185,1730,250000,48307.1885064827,0,233.126941801129,0,0,337,0,0,0,5,79,80,0,0,0,250000,0.2,0.01
4471,8464,1684,250000,51095.5160563721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0.2,0.01
4494,8054,1683,250000,53153.7148582658,0,258.356288694345,372.991230256493,0,337,453,0,0,5,69,70,5,98,99,250000,0.2,0.01
4186,7963,1759,250000,53253.4216018395,0,258.245792356929,381.25435850363,0,337,454,0,0,5,69,70,5,96,96,250000,0.2,0.01
4489,6962,1635,250000,47551.2548050956,0,0,367.814983698368,0,0,450,0,0,0,0,0,5,97,98,250000,0.2,0.01
4014,7072,1681,250000,52452.4826822582,0,257.13808151176,0,0,336,0,0,0,5,69,70,0,0,0,250000,0.2,0.01
4368,7346,1559,250000,50342.7581023261,0,254.271982636298,0,0,336,0,0,0,5,70,71,0,0,0,250000,0.2,0.01
4374,7492,1580,250000,49341.3313115081,0,255.809266351021,372.410291914979,0,336,451,0,0,5,69,70,5,96,97,250000,0.2,0.01
4028,8501,1618,250000,47685.8844219942,0,255.242247466541,368.957107196757,0,336,450,0,0,5,69,70,5,97,98,250000,0.2,0.01
4188,7366,1573,250000,45325.0400888054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0.2,0.01
4364,6362,1726,250000,45751.8978031872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0.2,0.01
4293,7170,1529,250000,54228.7067460186,0,258.214633600943,373.141471575439,0,337,454,0,0,5,69,70,5,98,99,250000,0.2,0.01
4168,6979,1599,250000,47602.7561935629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0.2,0.01
4206,6011,1656,250000,49464.3053693389,0,255.093231168409,341.765368654656,0,334,451,0,0,5,68,69,5,110,110,250000,0.2,0.01
4162,6361,1764,250000,48999.4322497089,0,254.950735123161,368.404858067581,0,334,450,0,0,5,69,69,5,97,98,250000,0.2,0.01
4174,7135,1703,250000,51702.0957361053,0,280.498462912791,0,0,338,0,0,0,5,60,60,0,0,0,250000,0.2,0.01
4021,8061,1629,250000,48990.7442821549,0,239.643816077167,339.659619702126,0,335,450,0,0,5,76,76,5,111,111,250000,0.2,0.01
4225,6604,1712,250000,47514.5470358264,0,0,369.27723361158,0,0,449,0,0,0,0,0,5,97,97,250000,0.2,0.01
4373,7945,1580,250000,49661.7129483121,0,0,370.195176778742,0,0,452,0,0,0,0,0,5,97,99,250000,0.2,0.01
4292,7655,1608,250000,45652.6470964699,0,253.981014717124,365.934069880843,0,333,450,0,0,5,68,69,5,97,98,250000,0.2,0.01
4065,6183,1535,250000,45921.8499884354,0,0,365.365539005199,0,0,448,0,0,0,0,0,5,96,98,250000,0.2,0.01
4380,8813,1747,250000,45719.2245218315,0,234.87374474978,0,0,336,0,0,0,5,78,78,0,0,0,250000,0.2,0.01
4338,8276,1602,250000,53916.679315531,0,258.753261941495,371.949768337003,0,337,454,0,0,5,69,70,5,99,100,250000,0.2,0.01
4049,6206,1586,250000,45637.2539856011,0,0,344.206705089185,0,0,448,0,0,0,0,0,5,107,107,250000,0.2,0.01
4437,7183,1724,250000,51330.6001958373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0.2,0.01
4447,8137,1771,250000,47494.4313579718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0.2,0.01
4327,7667,1774,250000,48025.9848074408,0,255.111621915492,0,0,335,0,0,0,5,69,70,0,0,0,250000,0.2,0.01
4286,6746,1557,250000,46812.6548907167,0,0,366.768968157781,0,0,450,0,0,0,0,0,5,97,98,250000,0.2,0.01
4088,8407,1789,250000,52418.0540133254,0,264.393644401376,372.06987440113,0,338,454,0,0,5,67,67,5,98,100,250000,0.2,0.01
4230,8359,1528,250000,50377.5330968342,0,273.543388424322,348.089405665261,0,336,451,0,0,5,62,62,5,108,108,250000,0.2,0.01
4164,8888,1697,250000,53205.1195292339,0,258.674253662078,345.608467601097,0,337,453,0,0,5,69,70,5,111,111,250000,0.2,0.01
4457,8331,1687,250000,54555.0917531497,0,251.553536828657,372.632504745745,0,338,455,0,0,5,73,74,5,99,100,250000,0.2,0.01
4148,6952,1561,1000000,218162.378550732,0,0,1451.64203197875,0,0,449,0,0,0,0,0,5,97,98,1000000,0.2,0.01
4152,6372,1724,1000000,188240.728448815,0,992.669673240523,0,0,330,0,0,0,5,67,68,0,0,0,1000000,0.2,0.01
4446,7567,1601,1000000,185925.671815224,0,992.270470847033,1401.83274879733,0,330,444,0,0,5,67,68,5,100,100,1000000,0.2,0.01
4385,8088,1767,1000000,216740.353186468,0,925.871074799871,0,0,335,0,0,0,5,78,78,0,0,0,1000000,0.2,0.01
4105,8061,1688,1000000,219338.74311657,0,1011.21010259982,1374.14560701306,0,334,450,0,0,5,68,69,5,106,106,1000000,0.2,0.01
4380,6329,1597,1000000,213582.90022561,0,1007.29702857727,1336.33377042783,0,333,448,0,0,5,68,69,5,110,110,1000000,0.2,0.01
4323,7851,1677,1000000,212550.143675052,0,1007.4830699273,0,0,333,0,0,0,5,68,69,0,0,0,1000000,0.2,0.01
4156,7748,1660,1000000,197398.239521432,0,998.770204246841,1499.60223932777,0,330,445,0,0,5,67,68,5,89,90,1000000,0.2,0.01
4127,8838,1707,1000000,191215.701956266,0,0,1438.67560293755,0,0,445,0,0,0,0,0,5,95,96,1000000,0.2,0.01
4284,7347,1569,1000000,187262.466016449,0,992.808679091938,0,0,330,0,0,0,5,67,68,0,0,0,1000000,0.2,0.01
4330,7313,1722,1000000,210042.986581869,0,0,1337.42229062643,0,0,446,0,0,0,0,0,5,109,109,1000000,0.2,0.01
4078,6560,1553,1000000,200026.969006016,0,999.435125737141,1443.78108317288,0,330,446,0,0,5,67,68,5,95,96,1000000,0.2,0.01
4144,6794,1744,1000000,192850.180287794,0,995.709839971543,0,0,330,0,0,0,5,67,68,0,0,0,1000000,0.2,0.01
4364,7353,1743,1000000,188729.179905346,0,993.84160145884,0,0,330,0,0,0,5,67,68,0,0,0,1000000,0.2,0.01
4327,7390,1760,1000000,185970.879362237,0,992.279559519243,1383.28115085232,0,330,444,0,0,5,67,68,5,102,102,1000000,0.2,0.01
4153,8899,1585,1000000,180176.162710393,0,1001.77570811114,0,0,329,0,0,0,5,66,66,0,0,0,1000000,0.2,0.01
4391,8761,1662,1000000,195712.067052619,0,998.459838764081,0,0,330,0,0,0,5,67,68,0,0,0,1000000,0.2,0.01
4014,8259,1655,1000000,181951.32504178,0,1007.41051537023,1423.83683548442,0,329,443,0,0,5,65,66,5,95,96,1000000,0.2,0.01
4075,6847,1520,1000000,212886.87673986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0.2,0.01
4000,7018,1605,1000000,196310.25835833,0,903.563311758369,0,0,331,0,0,0,5,78,78,0,0,0,1000000,0.2,0.01
4348,7922,1590,1000000,213234.405634862,0,989.411647985931,1477.02518980597,0,333,449,0,0,5,70,71,5,94,95,1000000,0.2,0.01
4293,6244,1527,1000000,205610.489204979,0,1002.48998530757,1427.32456603116,0,331,447,0,0,5,67,68,5,98,99,1000000,0.2,0.01
4299,6156,1737,1000000,209775.824636812,0,1007.58861947002,0,0,333,0,0,0,5,67,68,0,0,0,1000000,0.2,0.01
4295,6503,1572,1000000,215944.23550128,0,0,1334.55755254415,0,0,447,0,0,0,0,0,5,110,110,1000000,0.2,0.01
4463,8911,1790,1000000,204365.494338785,0,986.00619329989,1441.89434276484,0,332,447,0,0,5,70,70,5,96,98,1000000,0.2,0.01
4105,8604,1659,1000000,181498.015302677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0.2,0.01
4167,6725,1669,1000000,207264.594855476,0,1003.8424078343,1588.75146128058,0,332,446,0,0,5,68,68,5,82,82,1000000,0.2,0.01
4228,6017,1547,1000000,186836.091198295,0,0,1432.44080778772,0,0,443,0,0,0,0,0,5,96,96,1000000,0.2,0.01
4181,7208,1748,1000000,218267.162853428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0.2,0.01
4404,6371,1586,1000000,186376.630525402,0,993.72535201839,1549.30976580483,0,330,443,0,0,5,67,68,5,83,85,1000000,0.2,0.01
4108,8209,1703,1000000,180230.923083403,0,987.584524392847,1423.25973730298,0,329,443,0,0,5,67,68,5,95,96,1000000,0.2,0.01
4477,7539,1692,1000000,201557.6210447,0,963.534085816141,0,0,330,0,0,0,5,71,71,0,0,0,1000000,0.2,0.01
4460,7778,1751,1000000,207112.325714497,0,1019.17095210344,1406.48281755101,0,332,443,0,0,5,66,67,5,100,100,1000000,0.2,0.01
4294,7262,1653,1000000,209260.826506596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0.2,0.01
4029,7705,1659,1000000,213517.394408723,0,919.452812556751,1456.04935331352,0,334,449,0,0,5,78,78,5,96,97,1000000,0.2,0.01
4122,8203,1788,1000000,214692.078693379,0,0,1420.0778736801,0,0,449,0,0,0,0,0,5,100,101,1000000,0.2,0.01
4409,8918,1510,1000000,187192.630822334,0,0,1437.32404947092,0,0,444,0,0,0,0,0,5,95,96,1000000,0.2,0.01
4207,7119,1577,1000000,209051.017135586,0,1004.94048181232,0,0,332,0,0,0,5,68,68,0,0,0,1000000,0.2,0.01
4427,8337,1561,1000000,198861.957138137,0,995.322209408984,1476.64143231872,0,331,445,0,0,5,68,69,5,93,93,1000000,0.2,0.01
4322,8209,1635,1000000,180401.481003822,0,989.510515983001,1429.23677808792,0,329,444,0,0,5,67,68,5,95,96,1000000,0.2,0.01
4018,6406,1723,1000000,209744.622434212,0,1077.74942508825,0,0,332,0,0,0,5,60,60,0,0,0,1000000,0.2,0.01
4187,6280,1716,1000000,186888.765381999,0,992.261926367792,0,0,330,0,0,0,5,67,68,0,0,0,1000000,0.2,0.01
4390,7602,1501,1000000,194914.364388787,0,916.542916190031,0,0,332,0,0,0,5,77,77,0,0,0,1000000,0.2,0.01
4339,7009,1762,1000000,207507.304029958,0,0,1450.76511122103,0,0,448,0,0,0,0,0,5,96,97,1000000,0.2,0.01
4210,7923,1567,1000000,184653.589159195,0,0,1433.82687641868,0,0,442,0,0,0,0,0,5,95,96,1000000,0.2,0.01
