nuc_rRNA,nuc_RP,nuc_pol,nuc_AARS,nuc_tRNA,minV_R,minV_H,minV_G,Ntotal_R,Ntotal_H,Ntotal_D,ribo_R,pol_R,ribo_H,pol1_H,pol2_H,ribo_D,pol1_D,pol2_D
4395,6486,1663,0,0,3.99072172584319,4.54866260909441,6.74121090056716,36,54,62,5,6,5,7,7,5,11,11
4154,6861,1656,0,0,4.03715709735297,4.5917183446499,6.80187337863824,36,53,61,5,6,5,6,7,5,10,11
4338,6720,1581,0,0,4.0226069890342,4.5529315298763,6.74527130536471,36,54,62,5,6,5,7,7,5,11,11
4295,7293,1780,0,0,4.2611691177167,4.85683241622246,1.43883781525873,36,52,12,5,6,5,6,6,1,2,2
4320,6795,1566,0,0,4.03660758948189,4.56179481377609,6.75782735392226,36,54,62,5,6,5,7,7,5,11,11
4365,8201,1800,0,0,4.58431392830063,5.1859979468395,1.53550944401722,36,52,12,5,6,5,6,6,1,2,2
4249,7845,1726,0,0,4.40901268588109,4.98608195478489,7.38203971124161,36,52,61,5,6,5,6,6,5,10,11
4235,6984,1583,0,0,4.07777593420518,4.60815198022545,6.82524278357011,36,53,62,5,6,5,6,7,5,11,11
4492,8474,1626,0,0,4.6545997539571,5.19853821619478,7.69348527046353,36,53,62,5,6,5,6,7,5,11,11
4032,6915,1727,0,0,4.04089358105475,4.61942085312014,1.36828503325152,36,52,12,5,6,5,6,6,1,2,2
4074,6358,1770,0,0,3.88663442496852,4.47929825321244,1.32770403741706,36,53,12,5,6,5,6,7,1,2,2
4156,8942,1693,0,0,4.72673218713995,5.29164209135248,1.56558186347159,36,52,12,5,6,5,6,6,1,2,2
4297,6757,1594,0,0,4.02640479688271,4.56085979960146,6.75676073672972,36,54,62,5,6,5,7,7,5,11,11
4070,7366,1631,0,0,4.1676112272906,4.71311084172639,6.97839500220677,36,52,61,5,6,5,6,6,5,10,11
4454,7837,1620,0,0,4.43394704394948,4.97636676288179,7.36759102506206,36,53,62,5,6,5,6,7,5,11,11
4152,6481,1699,0,0,3.92703050608467,4.49623351336103,6.66274191658653,36,53,61,5,6,5,6,7,5,10,11
4035,6925,1522,0,0,3.97778439910916,4.48744876630716,6.64520492307077,36,53,62,5,6,5,6,7,5,11,11
4405,6100,1797,0,0,3.91220495897293,4.51510196381782,6.69462305369461,36,54,61,5,6,5,7,7,5,10,11
4413,8158,1579,0,0,4.51238498464764,5.04077048367479,7.46061448525591,36,53,62,5,6,5,6,7,5,11,11
4348,7761,1651,0,0,4.38716270981497,4.93969045053052,7.31345589696949,36,53,61,5,6,5,6,7,5,10,11
4416,6155,1779,0,0,3.92750816829537,4.5244101327336,6.70808537218298,36,54,61,5,6,5,7,7,5,10,11
4100,7529,1533,0,0,4.19760834123603,4.71052954715636,6.97285726204007,36,53,62,5,6,5,6,7,5,11,11
4248,7771,1607,0,0,4.34554977517737,4.88316526808448,7.22875011817207,36,53,62,5,6,5,6,7,5,11,11
4414,7018,1508,0,0,4.11859489901017,4.62444987138656,6.84934213977193,36,54,62,5,6,5,7,7,5,11,11
4206,7865,1670,0,0,4.38401725177608,4.94237063641544,7.31639763733342,36,52,61,5,6,5,6,6,5,10,11
4270,8713,1798,0,0,4.72133712930861,5.32158349290636,1.57503718238383,36,52,12,5,6,5,6,6,1,2,2
4418,6754,1662,0,0,4.08454361272358,4.6419527435858,6.87811994063097,36,54,62,5,6,5,7,7,5,11,11
4341,7849,1691,0,0,4.42673964456844,4.99244497993417,7.39152152361551,36,52,61,5,6,5,6,6,5,10,11
4052,7829,1742,0,0,4.34913924551015,4.93098146190739,1.45994616948461,36,52,12,5,6,5,6,6,1,2,2
4410,7829,1517,0,0,4.38409430135537,4.89211031609624,7.2415375267216,36,53,62,5,6,5,6,7,5,11,11
4139,8277,1661,0,0,4.49476057410465,5.0495619279885,7.47251679747727,36,52,61,5,6,5,6,6,5,10,11
4230,7916,1744,0,0,4.43219915235212,5.01513233277595,1.48495858038098,36,52,12,5,6,5,6,6,1,2,2
4371,7783,1628,0,0,4.39371459745193,4.93861822629593,7.31163838273233,36,53,62,5,6,5,6,7,5,11,11
4214,8940,1609,0,0,4.71617256667539,5.25333854390157,7.77050383343594,36,52,61,5,6,5,6,6,5,10,11
4461,8105,1775,0,0,4.57401062951433,5.16762950446556,7.65116303446558,36,52,61,5,6,5,6,6,5,10,11
4094,8547,1629,0,0,4.55846405939675,5.10233294075259,7.54864763779709,36,52,61,5,6,5,6,6,5,10,11
4160,6389,1704,0,0,3.90118381221269,4.47258995079889,6.62782539893896,36,53,61,5,6,5,6,7,5,10,11
4264,6156,1626,0,0,3.83144695162665,4.37712731451232,6.48781577627734,36,54,62,5,6,5,7,7,5,11,11
4077,8419,1727,0,0,4.54375200724293,5.1201615663418,1.51534674680885,36,52,12,5,6,5,6,6,1,2,2
4354,7331,1516,0,0,4.20479547138816,4.71286447291107,6.97843342146651,36,54,62,5,6,5,7,7,5,11,11
4014,7904,1612,0,0,4.31935853725756,4.85792606778432,7.18959356771998,36,52,61,5,6,5,6,6,5,10,11
4417,7425,1597,0,0,4.28112426665686,4.81621061479497,7.13212861286064,36,54,62,5,6,5,7,7,5,11,11
4362,8511,1771,0,0,4.67473992050817,5.26645413953593,7.79476844469996,36,52,61,5,6,5,6,6,5,10,11
4442,6606,1586,0,0,4.01874081981021,4.55106044607224,6.74370790746005,36,54,62,5,6,5,7,7,5,11,11
4163,8292,1706,0,0,4.52169667570001,5.09148348475863,1.50702634594075,36,52,12,5,6,5,6,6,1,2,2
4122,8753,1552,0,0,4.60864835736132,5.12684138092317,7.583071829937,36,52,61,5,6,5,6,6,5,10,11
4372,7109,1500,0,0,4.13284329816275,4.6358725491959,6.86549879612248,36,54,62,5,6,5,7,7,5,11,11
4091,8912,1533,0,0,4.6447450575757,5.15641756608489,7.62563608375409,36,52,61,5,6,5,6,6,5,10,11
4264,6553,1758,0,0,4.00386498587017,4.59290953226766,6.80670212875001,36,53,61,5,6,5,6,7,5,10,11
4073,6600,1669,0,0,3.9319011878416,4.49119667833873,6.65342156577692,36,53,61,5,6,5,6,7,5,10,11
4014,8256,1792,0,0,4.49295517314462,5.09089969521943,1.50692485852373,36,52,12,5,6,5,6,6,1,2,2
4282,8144,1597,0,0,4.47392462692965,5.00798012366619,7.41168384083932,36,52,62,5,6,5,6,6,5,11,11
4319,7835,1790,0,0,4.4479669640426,5.04650634092527,1.49450319490144,36,52,12,5,6,5,6,6,1,2,2
4023,6355,1619,0,0,3.82057754223003,4.36312351844403,6.46462461283263,36,53,61,5,6,5,6,7,5,10,11
4447,6602,1721,0,0,4.06321892708814,4.64045253720953,6.87737234064504,36,54,61,5,6,5,7,7,5,10,11
4183,8801,1555,0,0,4.64377507250233,5.16304761087484,7.63679735226644,36,52,62,5,6,5,6,6,5,11,11
4219,8475,1750,0,0,4.61269556751311,5.19709207039102,1.53826047314534,36,52,12,5,6,5,6,6,1,2,2
4041,8709,1508,0,0,4.55531650499934,5.05867696350775,7.48145226121494,36,52,61,5,6,5,6,6,5,10,11
4207,6863,1754,0,0,4.08598486284366,4.67317832968571,1.38473945619944,36,53,12,5,6,5,6,7,1,2,2
4130,8944,1671,0,0,4.71230657883159,5.26987052649721,7.79526856445624,36,52,61,5,6,5,6,6,5,10,11
4104,8465,1651,0,0,4.54198372800659,5.0932344718281,7.53594846155415,36,52,61,5,6,5,6,6,5,10,11
4371,8337,1700,0,0,4.59757291447555,5.1658589955982,7.6460000536085,36,52,61,5,6,5,6,6,5,10,11
4425,8011,1584,0,0,4.46988200957596,5.0001225965386,7.40131569972394,36,53,62,5,6,5,6,7,5,11,11
4088,6128,1677,0,0,3.7855674669393,4.34766240713285,6.44400622439186,36,53,61,5,6,5,6,7,5,10,11
4259,6773,1621,0,0,4.0289036707862,4.57220932922729,6.7736134774265,36,54,62,5,6,5,7,7,5,11,11
4255,6427,1668,0,0,3.930625132431,4.48991243314296,6.65386964202046,36,54,61,5,6,5,7,7,5,10,11
4319,6666,1564,0,0,3.993672945434,4.49388663207012,6.69404359679913,36,54,62,5,6,5,7,7,5,11,11
4390,6073,1777,0,0,3.89228124097807,4.48850724049845,6.65515002755234,36,54,61,5,6,5,7,7,5,10,11
4315,8470,1785,0,0,4.65173159955247,5.24803812086769,1.55352069062872,36,52,12,5,6,5,6,6,1,2,2
4470,8517,1786,0,0,4.71443039631507,5.31140231213315,7.86199920997004,36,52,61,5,6,5,6,6,5,10,11
4282,7943,1700,0,0,4.44232125065072,5.01077839268789,7.41796375435344,36,52,61,5,6,5,6,6,5,10,11
4348,7678,1772,0,0,4.39982670376004,4.99259010549003,7.39347891999667,36,52,61,5,6,5,6,6,5,10,11
4229,8467,1517,0,0,4.53662777398927,5.04363980173723,7.46156804929095,36,52,62,5,6,5,6,6,5,11,11
4429,8519,1621,0,0,4.64845686517898,5.19049103224895,7.68033197703395,36,52,62,5,6,5,6,6,5,11,11
4360,8734,1549,0,0,4.67379787651968,5.19154861791965,7.68019469686697,36,52,62,5,6,5,6,6,5,11,11
4422,7717,1793,0,0,4.44188996093482,5.04178988736343,7.46671412025663,36,52,61,5,6,5,6,6,5,10,11
4136,6710,1648,0,0,3.97988849026817,4.53188600334952,6.71386104348188,36,53,61,5,6,5,6,7,5,10,11
4373,8588,1649,0,0,4.6630309850124,5.21417248635342,7.71568129142944,36,52,61,5,6,5,6,6,5,10,11
4410,6727,1598,0,0,4.05230287062526,4.58837962192307,6.79829339534417,36,54,62,5,6,5,7,7,5,11,11
4109,7896,1697,0,0,4.37352654801401,4.94053776004717,1.46266243730533,36,52,12,5,6,5,6,6,1,2,2
4343,7532,1658,0,0,4.3133949212798,4.86837262697615,7.20920179269103,36,53,61,5,6,5,6,7,5,10,11
4359,7939,1562,0,0,4.4191464947255,4.94194833754906,7.31494621762619,36,53,62,5,6,5,6,7,5,11,11
4148,8113,1675,0,0,4.44874421862889,5.00838762245388,7.41264182169803,36,52,61,5,6,5,6,6,5,10,11
4283,7594,1545,0,0,4.27831165227174,4.79561973623125,7.09955437990894,36,53,62,5,6,5,6,7,5,11,11
4315,6080,1764,0,0,3.86749655045812,4.45919623221827,6.61122486855296,36,54,61,5,6,5,7,7,5,10,11
4277,7910,1775,0,0,4.45467739610587,5.0479650061497,1.49481344599745,36,52,12,5,6,5,6,6,1,2,2
4114,7253,1691,0,0,4.1638952398381,4.72996891236131,7.00414344714413,36,52,61,5,6,5,6,6,5,10,11
4320,7983,1746,0,0,4.48205794931751,5.06587068743154,7.50001241315432,36,52,61,5,6,5,6,6,5,10,11
4234,6093,1527,0,0,3.78236426245562,4.28211837554796,6.34635867736467,36,54,62,5,6,5,7,7,5,11,11
4282,8981,1630,0,0,4.75702314620597,5.30131769567952,7.84190621445887,36,52,61,5,6,5,6,6,5,10,11
4101,8311,1760,0,0,4.52674093138191,5.11424826921208,1.51380365703677,36,52,12,5,6,5,6,6,1,2,2
4017,6746,1755,0,0,3.99055882914153,4.577677162908,1.35638586413636,36,52,12,5,6,5,6,6,1,2,2
4412,8446,1683,0,0,4.63991354302744,5.20262716864972,7.69989865380717,36,52,61,5,6,5,6,6,5,10,11
4241,6750,1680,0,0,4.03537162054884,4.59825846810346,6.8127642828906,36,53,61,5,6,5,6,7,5,10,11
4212,8279,1533,0,0,4.47558981090137,4.98811972620986,7.38045697500086,36,52,62,5,6,5,6,6,5,11,11
4240,7979,1689,0,0,4.43767926186755,5.00240150875976,7.40505978719211,36,52,61,5,6,5,6,6,5,10,11
4223,7474,1540,0,0,4.2193861383772,4.73495955300848,7.01002293582715,36,53,62,5,6,5,6,7,5,11,11
4493,6428,1800,0,0,4.04658050280713,4.6503850639492,6.89387859722449,36,54,61,5,6,5,7,7,5,10,11
4484,7718,1508,0,0,4.36750952125079,4.87282458480866,7.21383622852936,36,54,62,5,6,5,7,7,5,11,11
4146,7080,1618,0,0,4.09346067884892,4.63514510559364,6.8646488153615,36,53,61,5,6,5,6,7,5,10,11
4308,6321,1726,0,0,3.93129024328755,4.5100743106283,6.68502311906968,36,54,61,5,6,5,7,7,5,10,11
4313,6895,1631,0,0,4.08826610425355,4.63489764238345,6.86617346448248,36,54,62,5,6,5,7,7,5,11,11
4405,7183,1617,0,0,4.20533863462912,4.74731598601305,7.03150384216328,36,54,62,5,6,5,7,7,5,11,11
4078,6782,1780,0,0,4.02898410354852,4.62451822368538,1.37032923911989,36,52,12,5,6,5,6,6,1,2,2
4112,7664,1681,0,0,4.29370918028589,4.85566634092386,7.18869133411687,36,52,61,5,6,5,6,6,5,10,11
4417,8132,1795,0,0,4.57600801528905,5.17618224650968,7.66362430687512,36,52,61,5,6,5,6,6,5,10,11
4168,7128,1602,0,0,4.11052903446978,4.64693620089337,6.88180615340075,36,53,61,5,6,5,6,7,5,10,11
4234,8815,1714,0,0,4.7160249746644,5.28821111050083,7.82412579631681,36,52,61,5,6,5,6,6,5,10,11
4460,7092,1780,0,0,4.24590252224261,4.84228931335372,7.17445633862677,36,53,61,5,6,5,6,7,5,10,11
4070,8941,1624,0,0,4.67766059424899,5.2194533431092,7.71978404139144,36,52,61,5,6,5,6,6,5,10,11
4154,8034,1751,0,0,4.44980517844364,5.03472548447474,1.49057238443675,36,52,12,5,6,5,6,6,1,2,2
4359,8610,1764,0,0,4.70375388196649,5.29307279475166,7.83358081631555,36,52,61,5,6,5,6,6,5,10,11
4247,7644,1513,0,0,4.27314990312208,4.77963205050874,7.07508012161841,36,53,62,5,6,5,6,7,5,11,11
4498,8945,1636,0,0,4.81279971727664,5.35971397766194,7.9297625423477,36,52,62,5,6,5,6,6,5,11,11
4064,6662,1503,0,0,3.89484094825695,4.39853954771384,6.51485802933281,36,54,62,5,6,5,7,7,5,11,11
4149,6935,1649,0,0,4.05732380016868,4.60943578681144,6.82769482257291,36,53,61,5,6,5,6,7,5,10,11
4072,8843,1775,0,0,4.69588866286325,5.28783824044403,1.56465969769241,36,52,12,5,6,5,6,6,1,2,2
4482,7276,1741,0,0,4.29965254553215,4.88292105489649,7.23345918540686,36,53,61,5,6,5,6,7,5,10,11
4374,6533,1585,0,0,3.97398797487549,4.50589785922742,6.67682618255001,36,54,62,5,6,5,7,7,5,11,11
4088,8083,1735,0,0,4.44044303595369,5.01985580852523,1.48601856936186,36,52,12,5,6,5,6,6,1,2,2
4465,7812,1682,0,0,4.44944965189974,5.01251379738136,7.4219432655419,36,53,62,5,6,5,6,7,5,11,11
4403,6454,1657,0,0,3.98078163702366,4.5367644841125,6.72376452518613,36,54,62,5,6,5,7,7,5,11,11
4478,8387,1620,0,0,4.62007749163194,5.16206845590084,7.63980379358147,36,53,62,5,6,5,6,7,5,11,11
4394,8724,1582,0,0,4.691721464102,5.22054038477839,7.72372245596806,36,52,62,5,6,5,6,6,5,11,11
4464,8250,1652,0,0,4.58176110251919,5.13443427170267,7.59988769373098,36,53,62,5,6,5,6,7,5,11,11
4251,6767,1757,0,0,4.06912075139727,4.65755446313807,6.90124954337946,36,53,61,5,6,5,6,7,5,10,11
4083,8386,1644,0,0,4.50765225427663,5.05661413596917,7.48194731821617,36,52,61,5,6,5,6,6,5,10,11
4422,8771,1552,0,0,4.70562885252342,5.22449433389353,7.72913500858621,36,52,62,5,6,5,6,6,5,11,11
4179,6538,1794,0,0,3.98496195981877,4.58570872942853,1.35920044010276,36,53,12,5,6,5,6,7,1,2,2
4430,6518,1654,0,0,4.0087735786165,4.56379127308516,6.76356457062734,36,54,62,5,6,5,7,7,5,11,11
4369,7010,1570,0,0,4.12266691918109,4.64907991706237,6.88626962100168,36,54,62,5,6,5,7,7,5,11,11
4224,8966,1612,0,0,4.72861075836038,5.26678087029733,7.79037339032444,36,52,61,5,6,5,6,6,5,10,11
4364,7044,1550,0,0,4.12566275199422,4.64534120745012,6.88031342482053,36,54,62,5,6,5,7,7,5,11,11
4103,6470,1509,0,0,3.84622011242487,4.35221403182809,6.44748350401328,36,54,62,5,6,5,7,7,5,11,11
4245,8370,1732,0,0,4.58053203217018,5.15911843653071,7.63556896083441,36,52,61,5,6,5,6,6,5,10,11
4329,8711,1691,0,0,4.70346307084774,5.26832907050634,7.79546927168502,36,52,61,5,6,5,6,6,5,10,11
4299,7746,1648,0,0,4.36640918188397,4.91782628749711,7.28088496827495,36,53,61,5,6,5,6,7,5,10,11
4195,8750,1750,0,0,4.69481892679171,5.27891318610274,1.56212015185875,36,52,12,5,6,5,6,6,1,2,2
4240,7305,1699,0,0,4.221782393058,4.7904224677582,7.09468746945762,36,53,61,5,6,5,6,7,5,10,11
4397,8219,1708,0,0,4.56968105061041,5.14087053874649,7.60981399409436,36,52,61,5,6,5,6,6,5,10,11
4319,7601,1554,0,0,4.29445965458634,4.81484798797996,7.12828617231078,36,53,62,5,6,5,6,7,5,11,11
4191,8224,1748,0,0,4.52184478466037,5.10570269222563,1.51142780373447,36,52,12,5,6,5,6,6,1,2,2
4114,6231,1711,0,0,3.83813286483011,4.41145386358201,6.53833243681908,36,53,61,5,6,5,6,7,5,10,11
4406,6341,1725,0,0,3.96723929701276,4.54598655762555,6.73859404809684,36,54,61,5,6,5,7,7,5,10,11
4396,6813,1738,0,0,4.12197577211188,4.70450926118029,6.97106122230711,36,53,61,5,6,5,6,7,5,10,11
4233,6313,1719,0,0,3.90359763422512,4.47987846970095,6.63995397519275,36,53,61,5,6,5,6,7,5,10,11
4280,6183,1574,0,0,3.82800927271195,4.35635432675064,6.45651833289581,36,54,62,5,6,5,7,7,5,11,11
4494,7851,1705,0,0,4.47851608116438,5.04927989663974,7.47657458870263,36,53,62,5,6,5,6,7,5,11,11
4313,7870,1795,0,0,4.45921117824239,5.05937771950933,1.4982860283041,36,52,12,5,6,5,6,6,1,2,2
4259,6814,1674,0,0,4.05966142580849,4.62055745858522,6.84549789360669,36,53,61,5,6,5,6,7,5,10,11
4017,7723,1630,0,0,4.26732120143687,4.81203322679362,7.1227810749672,36,52,61,5,6,5,6,6,5,10,11
4493,7461,1698,0,0,4.34909877139178,4.91794411426457,7.28400302409809,36,53,62,5,6,5,6,7,5,11,11
4427,6347,1733,0,0,3.97815446524569,4.55956846258396,6.75885150177737,36,54,61,5,6,5,7,7,5,10,11
4471,8032,1596,0,0,4.49455224588622,5.0289513591055,7.44428145433548,36,53,62,5,6,5,6,7,5,11,11
4078,7246,1712,0,0,4.15758852260995,4.73008978672141,1.4010070754264,36,52,12,5,6,5,6,6,1,2,2
4361,6934,1558,0,0,4.09159376758552,4.61407885827763,6.83472442661822,36,54,62,5,6,5,7,7,5,11,11
4447,7037,1683,0,0,4.19225859915971,4.75643327400907,7.04663699569097,36,54,62,5,6,5,7,7,5,11,11
4241,8275,1655,0,0,4.52310811526715,5.07618803162771,7.51242882606079,36,52,61,5,6,5,6,6,5,10,11
4184,8659,1641,0,0,4.62615738491993,5.17414346513408,7.65497543992342,36,52,61,5,6,5,6,6,5,10,11
4253,6409,1586,0,0,3.89721265940325,4.42922717098822,6.56331738539129,36,54,62,5,6,5,7,7,5,11,11
4063,6153,1787,0,0,3.822174059442,4.4042483807359,1.31053380290462,36,52,12,5,6,5,6,6,1,2,2
4025,7738,1732,0,0,4.30809730943038,4.88665014880363,1.44686030663901,36,52,12,5,6,5,6,6,1,2,2
4268,8727,1729,0,0,4.70266396539039,5.27999783857223,7.81275778412683,36,52,61,5,6,5,6,6,5,10,11
4487,8410,1511,0,0,4.59449126338929,5.10016088094465,7.54680377072057,36,53,62,5,6,5,6,7,5,11,11
4359,6434,1723,0,0,3.98251585865878,4.5603393759247,6.75915633978058,36,54,61,5,6,5,7,7,5,10,11
4284,8534,1706,0,0,4.63710638157221,5.20702841089907,7.70557430863355,36,52,61,5,6,5,6,6,5,10,11
4485,6320,1503,0,0,3.91157392318226,4.41674204187024,6.54568141657654,36,54,62,5,6,5,7,7,5,11,11
4373,7576,1632,0,0,4.32835434232919,4.87471858002013,7.21832162354713,36,53,62,5,6,5,6,7,5,11,11
4045,7324,1607,0,0,4.13848057515846,4.6759833237818,6.92327815912286,36,52,61,5,6,5,6,6,5,10,11
4456,6712,1731,0,0,4.10505440737745,4.68555481550471,6.94376344743373,36,54,61,5,6,5,7,7,5,10,11
4398,7872,1568,0,0,4.41119366519658,4.93612648233047,7.3069663985021,36,53,62,5,6,5,6,7,5,11,11
4246,7342,1729,0,0,4.24546200585869,4.82402183520371,7.14462299199776,36,52,61,5,6,5,6,6,5,10,11
4024,7145,1752,0,0,4.12147539473525,4.70724299627673,1.3943612043479,36,52,12,5,6,5,6,6,1,2,2
4407,7537,1760,0,0,4.3679589731636,4.95704410314402,7.34169674491739,36,53,61,5,6,5,6,7,5,10,11
4407,7908,1514,0,0,4.40791393807459,4.9148614861004,7.27477053709219,36,53,62,5,6,5,6,7,5,11,11
4383,8409,1508,0,0,4.56163611105137,5.06603785467084,7.49570987320923,36,53,62,5,6,5,6,7,5,11,11
4311,8254,1629,0,0,4.52905556727589,5.07374114872825,7.50899024284327,36,52,61,5,6,5,6,6,5,10,11
4401,6491,1580,0,0,3.96687052049717,4.49721535832806,6.66427006434858,36,54,62,5,6,5,7,7,5,11,11
4335,6488,1755,0,0,4.00330602566493,4.5916409275293,6.8053206537483,36,53,61,5,6,5,6,7,5,10,11
4042,8838,1580,0,0,4.62120889234099,5.1483843564992,7.61444482123399,36,52,61,5,6,5,6,6,5,10,11
4444,6700,1533,0,0,4.03254995631217,4.52303913239657,6.73695022473308,36,54,62,5,6,5,7,7,5,11,11
4213,8122,1562,0,0,4.43431393990082,4.95656140297757,7.33491349114619,36,52,62,5,6,5,6,6,5,11,11
4225,8237,1614,0,0,4.49245660956497,5.0319574291373,7.44649143947858,36,52,61,5,6,5,6,6,5,10,11
4267,6360,1655,0,0,3.90819590297296,4.46322504835884,6.61460161357638,36,54,61,5,6,5,7,7,5,10,11
4427,6400,1779,0,0,4.0105458090587,4.60721086495169,6.82955534660924,36,54,61,5,6,5,7,7,5,10,11
4240,6380,1568,0,0,3.87790900874518,4.40396278496328,6.5257775621686,36,54,62,5,6,5,7,7,5,11,11
4462,6845,1730,0,0,4.14975442855057,4.72372635909554,6.99699469057316,36,54,61,5,6,5,7,7,5,10,11
4294,6929,1796,0,0,4.14767296077848,4.74898118662307,1.40729043836476,36,53,12,5,6,5,6,7,1,2,2
4487,8673,1766,0,0,4.76375146444012,5.35398840537993,7.92407159959439,36,52,61,5,6,5,6,6,5,10,11
4250,7713,1689,0,0,4.35426409550382,4.91922228695807,7.2833058702446,36,52,61,5,6,5,6,6,5,10,11
4425,6036,1667,0,0,3.85479758240394,4.41462812984445,6.54508630386448,36,54,62,5,6,5,7,7,5,11,11
4021,6582,1584,0,0,3.88237319459879,4.41294662184896,6.53715861256648,36,53,61,5,6,5,6,7,5,10,11
4459,8297,1778,0,0,4.63684599126536,5.23131573790122,7.74443152327356,36,52,61,5,6,5,6,6,5,10,11
4430,7266,1738,0,0,4.27963581495239,4.86176421043107,7.20194080321593,36,53,61,5,6,5,6,7,5,10,11
4469,8831,1778,0,0,4.81357049652584,5.40758572737712,8.00270419445427,36,52,61,5,6,5,6,6,5,10,11
4055,8157,1675,0,0,4.43482379359202,4.9941757922148,1.47817769315788,36,52,12,5,6,5,6,6,1,2,2
4159,8804,1688,0,0,4.68108532121113,5.24444461011639,7.75871622113028,36,52,61,5,6,5,6,6,5,10,11
4174,8166,1553,0,0,4.43384588961726,4.95296156405009,7.32904470503121,36,52,62,5,6,5,6,6,5,11,11
4344,7785,1674,0,0,4.40132086690919,4.96147751880786,7.34582748264565,36,53,61,5,6,5,6,7,5,10,11
4251,6393,1756,0,0,3.94722152777279,4.53571374939033,6.72265558096038,36,53,61,5,6,5,6,7,5,10,11
4015,6930,1705,0,0,4.03340960066049,4.60374047353214,1.36382302750433,36,52,12,5,6,5,6,6,1,2,2
4033,8251,1581,0,0,4.42787522654598,4.95591318364064,7.33257772919976,36,52,61,5,6,5,6,6,5,10,11
4006,8750,1623,0,0,4.59576047357752,5.13724750838418,7.59876606041735,36,52,61,5,6,5,6,6,5,10,11
4187,7019,1539,0,0,4.06017828156952,4.57577086237974,6.77645188301907,36,53,62,5,6,5,6,7,5,11,11
4013,8453,1777,0,0,4.55177357392577,5.14458427807665,1.52258891936872,36,52,12,5,6,5,6,6,1,2,2
4453,6308,1512,0,0,3.90089852533447,4.40899607964877,6.53413716320694,36,54,62,5,6,5,7,7,5,11,11
4206,6293,1618,0,0,3.85570955984993,4.39837355462593,6.51835038520898,36,54,62,5,6,5,7,7,5,11,11
4262,8228,1767,0,0,4.55098558997457,5.14137379747184,1.52210103643913,36,52,12,5,6,5,6,6,1,2,2
4314,6437,1582,0,0,3.92354904853806,4.45440181298866,6.60073611437767,36,54,62,5,6,5,7,7,5,11,11
4334,6788,1539,0,0,4.02968388745565,4.54581051851617,6.73424568393436,36,54,62,5,6,5,7,7,5,11,11
4464,7962,1724,0,0,4.5117202142708,5.08856600006406,7.53424915351606,36,53,61,5,6,5,6,7,5,10,11
4107,7391,1628,0,0,4.18599473404308,4.73056353956386,7.00427421091709,36,52,61,5,6,5,6,6,5,10,11
4133,6471,1764,0,0,3.93936854312123,4.53009201047413,1.34268786810615,36,53,12,5,6,5,6,7,1,2,2
4096,8168,1758,0,0,4.47807122786588,5.06508042060215,1.49938406845371,36,52,12,5,6,5,6,6,1,2,2
4348,7393,1763,0,0,4.30418440092792,4.89423650939474,7.24918159014379,36,53,61,5,6,5,6,7,5,10,11
4318,6128,1772,0,0,3.88660189731991,4.48086562572061,6.64309450642121,36,54,61,5,6,5,7,7,5,10,11
4498,7841,1703,0,0,4.47576193670822,5.04577862740815,7.47158395336309,36,53,62,5,6,5,6,7,5,11,11
4114,6315,1675,0,0,3.85364153433933,4.4149248564751,6.54278778646679,36,53,61,5,6,5,6,7,5,10,11
4002,6160,1553,0,0,3.72912153490508,4.22482784452388,6.2971911682184,36,54,61,5,6,5,7,7,5,10,11
4452,8774,1732,0,0,4.77479462160524,5.35356053374623,7.92241912615689,36,52,61,5,6,5,6,6,5,10,11
4452,8156,1747,0,0,4.57869712701353,5.16299371462895,7.6436678111439,36,52,61,5,6,5,6,6,5,10,11
4246,8463,1566,0,0,4.55663783150089,5.08003421426643,7.51612726768569,36,52,62,5,6,5,6,6,5,11,11
4036,7163,1540,0,0,4.06139530045603,4.57680533029313,6.77649638089194,36,53,61,5,6,5,6,7,5,10,11
4057,6603,1541,0,0,3.88599931776438,4.40232884979113,6.52105928276752,36,53,62,5,6,5,6,7,5,11,11
4421,8070,1528,0,0,4.46947387163876,4.98099046361443,7.37211426128047,36,53,62,5,6,5,6,7,5,11,11
4402,8672,1663,0,0,4.70378126372197,5.25959454547311,7.78279866808203,36,52,61,5,6,5,6,6,5,10,11
4403,7997,1554,0,0,4.4487794998578,4.96899935650994,7.35486755891836,36,53,62,5,6,5,6,7,5,11,11
4351,7692,1764,0,0,4.40273559671266,4.99287902895707,7.39375877253622,36,52,61,5,6,5,6,6,5,10,11
4294,7639,1715,0,0,4.35203219142574,4.92576671184179,7.29387835603901,36,52,61,5,6,5,6,6,5,10,11
4049,7006,1636,0,0,4.04580350954104,4.59382761751584,6.80272349823867,36,52,61,5,6,5,6,6,5,10,11
4368,7593,1569,0,0,4.31171091970694,4.83765218453839,7.16183202160999,36,53,62,5,6,5,6,7,5,11,11
4089,7142,1601,0,0,4.09066444208728,4.62646549459959,6.85106311726423,36,53,61,5,6,5,6,7,5,10,11
4073,7010,1541,0,0,4.02316511289182,4.53914471566294,6.72171176814471,36,53,62,5,6,5,6,7,5,11,11
4428,7986,1746,0,0,4.51584767904049,5.09994634527228,7.55100055150877,36,52,61,5,6,5,6,6,5,10,11
4125,7541,1542,0,0,4.21206359440035,4.72802497718532,6.99892873102215,36,53,62,5,6,5,6,7,5,11,11
