nuc_rRNA,nuc_RP,nuc_pol,nuc_AARS,nuc_tRNA,minV_R,minV_H,minV_G,Ntotal_R,Ntotal_H,Ntotal_D,ribo_R,pol_R,ribo_H,pol1_H,pol2_H,ribo_D,pol1_D,pol2_D,nuc_y,nuc_z_to_nuc_y_ratio
4305,6619,1590,1000000,5481489.50324452,0,2099.1855594566,3223.98845846069,0,101,133,0,0,5,5,5,5,5,5,1000000,5
4089,6878,1689,1000000,4944198.4230798,0,385.927881067256,2960.56396815903,0,20,128,0,0,1,1,1,5,5,5,1000000,5
4005,6000,1508,1000000,5244919.31285662,0,1972.03504385779,3109.98372866914,0,96,131,0,0,5,9,9,5,5,5,1000000,5
4180,7114,1511,1000000,5313241.01412713,0,408.227716610356,3140.5473542157,0,20,132,0,0,1,1,1,5,5,5,1000000,5
4026,6392,1648,1000000,5305345.27248095,0,2030.53621477521,3139.10405459362,0,96,132,0,0,5,8,9,5,5,5,1000000,5
4266,6214,1736,1000000,5447470.66571767,0,2093.91866772546,3211.57585555185,0,102,133,0,0,5,5,5,5,5,5,1000000,5
4057,7764,1661,1000000,5155018.39987764,0,1971.69357345079,613.237184850932,0,99,26,0,0,5,7,7,1,1,1,1000000,5
4333,6554,1583,1000000,4608997.66676918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,5
4083,8312,1800,1000000,5172286.5184925,0,0,615.806025373671,0,0,26,0,0,0,0,0,1,1,1,1000000,5
4319,7265,1665,1000000,4524006.34513888,0,1773.13744725119,2749.08946523861,0,94,124,0,0,5,8,9,5,5,5,1000000,5
4229,8875,1691,1000000,4816298.51223153,0,1886.76040003636,2897.16552743905,0,99,127,0,0,5,5,5,5,5,5,1000000,5
4437,7091,1718,1000000,4608785.50296441,0,1817.73069066019,558.874748546513,0,97,25,0,0,5,5,5,1,1,1,1000000,5
4341,8124,1709,1000000,4673436.25186472,0,1804.46275252721,564.517467041569,0,95,25,0,0,5,7,7,1,1,1,1000000,5
4088,7089,1577,1000000,4549307.19001865,0,1762.79893785167,2768.10208462763,0,94,124,0,0,5,8,8,5,5,5,1000000,5
4401,6207,1577,1000000,4971967.78748371,0,387.174123864461,2972.58989716572,0,20,128,0,0,1,1,1,5,5,5,1000000,5
4080,8713,1575,1000000,5264060.62311642,0,2029.87035104035,3117.98926316049,0,101,131,0,0,5,5,5,5,5,5,1000000,5
4057,8815,1596,1000000,5035476.49496529,0,1924.45299964419,3007.51352578276,0,97,129,0,0,5,7,7,5,5,5,1000000,5
4403,7527,1771,2500000,11268742.3167576,0,4444.78465185032,6851.02560843964,0,96,124,0,0,5,5,5,5,5,5,2500000,5
4347,8454,1573,2500000,11272259.6028075,0,4458.39024854748,6852.27528129379,0,97,124,0,0,5,5,5,5,5,5,2500000,5
4204,6925,1717,2500000,11903503.9291809,0,4659.20530343638,7163.71808146673,0,98,126,0,0,5,5,5,5,5,5,2500000,5
4481,8007,1712,2500000,13029144.3749771,0,1004.14266495013,7752.82878216694,0,20,131,0,0,1,1,1,5,5,5,2500000,5
4319,8958,1534,2500000,12506958.2244989,0,4862.08398567013,7458.83905411733,0,99,128,0,0,5,5,5,5,5,5,2500000,5
4005,6244,1537,2500000,11432285.239353,0,4509.67136758213,6936.68169471406,0,98,124,0,0,5,5,5,5,5,5,2500000,5
4014,7226,1562,2500000,11557915.1043075,0,4542.94705681007,1400.23407012853,0,97,25,0,0,5,5,5,1,1,1,2500000,5
4219,9000,1565,2500000,13298424.6321179,0,5122.69183384781,7841.33143628596,0,101,131,0,0,5,5,5,5,5,5,2500000,5
4440,6412,1709,2500000,11820837.5699411,0,4627.88813515217,7118.64287559001,0,98,126,0,0,5,5,5,5,5,5,2500000,5
4167,8413,1780,2500000,11813229.3576672,0,4651.99837959175,7119.98683664943,0,98,126,0,0,5,5,5,5,5,5,2500000,5
4347,7119,1518,2500000,12747114.4383835,0,986.29454389543,7606.30610214853,0,20,129,0,0,1,1,1,5,5,5,2500000,5
4165,7606,1744,2500000,11743874.8524395,0,4611.96529552567,1415.91840995975,0,98,25,0,0,5,5,5,1,1,1,2500000,5
4113,6564,1587,2500000,12034951.5298853,0,4699.20385791823,7222.52670116231,0,98,126,0,0,5,5,5,5,5,5,2500000,5
4482,7074,1727,2500000,13640203.1067779,0,5223.98284553552,8040.3373838389,0,102,133,0,0,5,5,5,5,5,5,2500000,5
4110,8119,1529,2500000,11792111.6289943,0,4615.14585745564,7101.1550327141,0,98,126,0,0,5,5,5,5,5,5,2500000,5
4304,8649,1794,2500000,13058992.2248707,0,1005.6559693259,7768.87450017026,0,20,131,0,0,1,1,1,5,5,5,2500000,5
4273,8918,1587,2500000,12219089.1149613,0,4756.49268898729,7300.40808231768,0,99,127,0,0,5,5,5,5,5,5,2500000,5
4441,7562,1636,2500000,12100809.4885033,0,4718.25439634432,7266.97785019644,0,98,126,0,0,5,5,5,5,5,5,2500000,5
4018,6853,1779,2500000,11681361.7944974,0,4581.91372323738,1409.67957825128,0,98,25,0,0,5,5,5,1,1,1,2500000,5
4450,7407,1501,2500000,11381377.5987366,0,4484.8347075259,6883.82802466344,0,97,124,0,0,5,5,5,5,5,5,2500000,5
4432,8916,1775,2500000,11542617.5085014,0,4543.22943016647,1397.82432998716,0,97,25,0,0,5,5,5,1,1,1,2500000,5
4114,6996,1798,2500000,12233253.7838712,0,4759.9675298565,7330.68771937775,0,99,127,0,0,5,5,5,5,5,5,2500000,5
4275,6278,1610,2500000,11943042.3051511,0,4670.59553948204,7185.93190992568,0,98,126,0,0,5,5,5,5,5,5,2500000,5
4152,6474,1755,2500000,13652199.8116485,0,5220.22217190581,8036.89524956365,0,102,133,0,0,5,5,5,5,5,5,2500000,5
4241,8571,1690,2500000,11440349.0003607,0,4505.48730801223,1388.20936283087,0,97,25,0,0,5,5,5,1,1,1,2500000,5
4392,7964,1588,2500000,11828399.9595299,0,4630.59184841017,7126.03690730847,0,98,126,0,0,5,5,5,5,5,5,2500000,5
4015,8174,1688,2500000,12228849.9697119,0,4760.83211359287,7321.60457152774,0,99,127,0,0,5,5,5,5,5,5,2500000,5
4465,8597,1679,2500000,12128712.9915957,0,4734.01345158574,7286.30050804696,0,99,127,0,0,5,5,5,5,5,5,2500000,5
4181,6890,1543,2500000,12457185.6368087,0,4846.93482070174,7458.99166818263,0,99,128,0,0,5,5,5,5,5,5,2500000,5
4185,8815,1724,2500000,11899847.072119,0,4653.68453891747,7170.18730169355,0,98,127,0,0,5,5,5,5,5,5,2500000,5
4268,8667,1565,2500000,13301899.0196349,0,5105.01491753355,7888.72039901856,0,101,132,0,0,5,5,5,5,5,5,2500000,5
4376,6827,1741,2500000,12253449.4522579,0,4772.66250195617,7333.17481440341,0,99,127,0,0,5,5,5,5,5,5,2500000,5
4014,6894,1538,2500000,11786250.0715674,0,4625.72961436109,1420.04149975652,0,98,25,0,0,5,5,5,1,1,1,2500000,5
4449,6397,1564,2500000,11748233.5588748,0,4602.44746021486,1416.85713901935,0,98,25,0,0,5,5,5,1,1,1,2500000,5
4043,6112,1627,2500000,13482200.9483238,0,5164.30971794984,7965.49478354433,0,101,132,0,0,5,5,5,5,5,5,2500000,5
4115,6690,1669,2500000,13260094.93284,0,5112.61408029057,7838.95009574855,0,101,131,0,0,5,5,5,5,5,5,2500000,5
4146,7383,1553,2500000,11640383.1376064,0,4489.49428787858,1408.11882372854,0,94,25,0,0,5,7,7,1,1,1,2500000,5
4124,6201,1673,2500000,11697069.3140833,0,4586.91747965664,1412.72557939524,0,98,25,0,0,5,5,5,1,1,1,2500000,5
4012,7672,1777,2500000,11303133.0792435,0,4460.71589756717,6861.03045374179,0,97,124,0,0,5,5,5,5,5,5,2500000,5
4195,6842,1523,2500000,11809198.3943208,0,4634.79121035079,1422.22426356152,0,98,25,0,0,5,5,5,1,1,1,2500000,5
4321,6850,1562,2500000,12550426.9579915,0,4864.06624762954,7566.20683956801,0,99,129,0,0,5,5,5,5,5,5,2500000,5
4086,6440,1721,2500000,12802250.8088277,0,989.355180901162,1523.68383510955,0,20,26,0,0,1,1,1,1,1,1,2500000,5
4165,8203,1713,2500000,12892938.2826768,0,996.757164272894,1531.21392425843,0,20,26,0,0,1,1,1,1,1,1,2500000,5
4163,8768,1792,2500000,13067440.951491,0,1007.27340133807,7746.48410086777,0,20,131,0,0,1,1,1,5,5,5,2500000,5
4378,8075,1788,2500000,13176935.3070791,0,1013.15353336967,7798.8119905881,0,20,131,0,0,1,1,1,5,5,5,2500000,5
4030,8779,1608,2500000,12226027.3485534,4543.59229205043,4782.71913033608,7318.63137955715,114,99,127,16,14,5,5,5,5,5,5,2500000,5
4202,6548,1675,2500000,12764525.5111353,0,985.963554107206,7579.96460415824,0,20,129,0,0,1,1,1,5,5,5,2500000,5
4152,7712,1537,2500000,13725251.6131349,0,5242.60545119213,8081.82948342042,0,102,133,0,0,5,5,5,5,5,5,2500000,5
4156,6317,1710,2500000,13461876.4804768,0,5155.06839308081,7956.57005270155,0,101,132,0,0,5,5,5,5,5,5,2500000,5
4424,7994,1575,2500000,12581404.6943619,4601.50937985027,4878.49563840154,7507.22084388898,143,99,129,35,58,5,5,5,5,5,5,2500000,5
4377,6678,1628,10000,19652.753077591,13.2822376358358,13.9815972066569,4.16157268192522,62,83,19,5,7,5,6,6,1,2,2,10000,2
4223,7795,1596,10000,19310.6156625666,13.4794282962312,14.1462833885719,21.1597793532235,62,85,96,5,7,5,7,7,5,10,10,10000,2
4251,8185,1706,10000,20022.9518453147,13.8678935668905,14.5749718810715,21.6801975564979,62,85,96,5,7,5,7,7,5,12,12,10000,2
4259,6432,1582,10000,18958.6095364923,12.915849417809,13.6360575831012,20.3679316362174,62,84,96,5,7,5,6,6,5,10,10,10000,2
4450,8864,1723,10000,18067.7640062626,13.5533326286257,14.2311348888717,0,62,84,0,5,7,5,7,7,0,0,0,10000,2
4396,6807,1687,10000,21360.7805703861,13.8755761979086,14.5731549228904,0,62,85,0,5,7,5,7,7,0,0,0,10000,2
4224,6775,1744,10000,21469.5605684814,0,14.4901235181938,0,0,85,0,0,0,5,8,8,0,0,0,10000,2
4323,7102,1744,10000,18573.1307871563,13.1067218727653,13.7399364892269,20.5755359941864,62,84,95,5,7,5,8,8,5,11,12,10000,2
4352,7679,1547,10000,20718.1336334998,0,14.5819033995891,21.6663680029677,0,86,96,0,0,5,7,7,5,12,12,10000,2
4314,7521,1586,10000,18219.7091313178,13.0797848297995,13.7179686083104,20.5521330377458,62,83,95,5,7,5,8,8,5,9,9,10000,2
4199,8401,1665,10000,20493.3472712573,0,14.7427534022788,22.0224065169447,0,85,97,0,0,5,7,7,5,10,10,10000,2
4229,7877,1671,10000,20716.3784721464,13.9640245505148,14.6517758157515,21.8410833366757,62,84,96,5,7,5,7,7,5,11,12,10000,2
4150,6536,1511,10000,21754.8099210243,0,14.4120053997342,21.515016319441,0,85,96,0,0,5,7,7,5,10,10,10000,2
4337,8127,1565,10000,20217.5242566624,13.8892817569207,14.5610284851146,21.6591243264732,62,84,96,5,7,5,7,7,5,12,12,10000,2
4364,8641,1612,10000,18575.620309483,0,14.2050519422356,21.2815385153039,0,84,96,0,0,5,7,7,5,10,10,10000,2
4272,6781,1638,10000,21542.2459305805,0,14.5706868718784,0,0,85,0,0,0,5,7,7,0,0,0,10000,2
4155,6267,1545,10000,21190.2178574386,0,14.2266270761287,0,0,84,0,0,0,5,6,6,0,0,0,10000,2
4494,6197,1683,10000,20021.1398435366,0,14.014627303397,0,0,86,0,0,0,5,7,7,0,0,0,10000,2
4321,7197,1778,10000,20015.651933535,13.5925643406359,14.316339240537,21.3145563834342,62,85,96,5,7,5,7,7,5,12,12,10000,2
4339,6473,1526,10000,18096.5645660352,0,13.371261793355,0,0,84,0,0,0,5,6,6,0,0,0,10000,2
4181,6038,1582,10000,18437.5149983034,0,13.3177073706382,3.97575781367212,0,83,19,0,0,5,6,6,1,2,2,10000,2
4485,8097,1671,10000,21631.7617048899,0,15.0550365176365,22.4372726320405,0,84,97,0,0,5,8,8,5,11,11,10000,2
4500,6712,1691,10000,19380.8914187629,0,13.9752787330959,20.8422320955107,0,85,96,0,0,5,7,7,5,10,10,10000,2
4411,6770,1506,10000,20023.6140252971,0,14.0806304746654,0,0,84,0,0,0,5,6,6,0,0,0,10000,2
4159,6340,1504,10000,18828.4411362264,0,13.47996205384,20.1182095973316,0,84,95,0,0,5,6,6,5,9,9,10000,2
4456,7586,1757,10000,20365.0143301665,0,14.4506585097158,21.5984181412212,0,85,95,0,0,5,9,9,5,12,12,10000,2
4255,7484,1758,10000,18017.0941313768,13.0444532180803,13.7288137615429,4.10596942838595,62,83,19,5,7,5,8,8,1,2,2,10000,2
4445,8369,1536,10000,21109.4709048614,0,14.9249417920706,22.3027650050294,0,85,97,0,0,5,7,7,5,10,10,10000,2
4485,8187,1608,10000,18634.821573947,0,14.2428918195059,21.1479711743036,0,83,95,0,0,5,7,7,5,9,9,10000,2
4188,8464,1752,10000,21765.6512971798,0,15.1368384416285,22.717771186686,0,85,97,0,0,5,8,8,5,10,10,10000,2
4102,7307,1786,10000,19186.8795627016,0,14.0045763798479,20.8621868064103,0,83,95,0,0,5,8,8,5,11,11,10000,2
4201,7830,1538,10000,19174.201472427,0,0,21.0104348679211,0,0,96,0,0,0,0,0,5,10,10,10000,2
4146,6877,1656,10000,20563.2334616804,0,14.2414864296467,21.2307566044375,0,85,96,0,0,5,7,7,5,12,12,10000,2
4034,7737,1713,10000,20497.8077789631,0,14.4785668653842,0,0,83,0,0,0,5,8,8,0,0,0,10000,2
4434,8096,1670,10000,21673.0427336093,0,15.0515164108041,22.4982393459521,0,84,96,0,0,5,8,8,5,10,10,10000,2
4378,8150,1676,10000,21151.6577733259,0,14.8981082175878,0,0,84,0,0,0,5,7,7,0,0,0,10000,2
4117,8843,1621,10000,21829.2175180997,14.5670899321786,15.205763290437,0,62,83,0,5,7,5,8,8,0,0,0,10000,2
4286,6005,1642,10000,21810.4461520763,0,14.2441772936313,0,0,85,0,0,0,5,9,9,0,0,0,10000,2
4203,7177,1798,10000,21612.591750261,0,14.6526147396444,22.0984418642308,0,84,97,0,0,5,8,8,5,10,10,10000,2
4189,8119,1589,10000,20246.4884457417,0,14.5434055212118,21.6653729167886,0,85,96,0,0,5,7,7,5,10,10,10000,2
4424,8228,1709,10000,20015.1671546752,13.8595109664471,14.6150696198481,21.8699559507351,62,84,96,5,6,5,7,7,5,10,10,10000,2
4254,7723,1632,10000,21460.5637802846,0,14.8212388168194,22.1864297907499,0,85,97,0,0,5,7,7,5,10,10,10000,2
4086,6033,1559,10000,20556.9044400363,0,13.9411324605631,20.7236854003944,0,84,96,0,0,5,6,6,5,11,12,10000,2
4055,8381,1724,10000,19407.3335991445,13.6885421984111,14.3920888189249,0,62,85,0,5,7,5,7,7,0,0,0,10000,2
4488,8604,1782,10000,19713.806526119,0,14.7019045519474,21.9921453040999,0,84,96,0,0,5,7,7,5,10,10,10000,2
4337,6894,1620,10000,20375.2549769509,0,14.2601631913752,0,0,85,0,0,0,5,7,7,0,0,0,10000,2
4422,6680,1591,10000,20581.4174178159,13.5592307804991,14.1844152183428,0,62,84,0,5,7,5,7,7,0,0,0,10000,2
4430,8224,1529,10000,19940.7516890151,13.8518627070563,14.4708163755476,21.6898822787574,62,84,95,5,7,5,8,8,5,9,9,10000,2
4353,7339,1593,10000,19510.2852228301,13.4320310580397,14.1221171056676,21.0963108042513,62,84,95,5,7,5,6,6,5,9,9,10000,2
4126,8258,1793,10000,19546.8279122814,13.7357043181512,0,21.4524066995432,62,0,95,5,7,0,0,0,5,11,11,10000,2
4043,8650,1764,25000,46637.4151547067,0,28.2549989248143,42.1471864148331,0,84,95,0,0,5,5,5,5,8,8,25000,2
4249,6932,1554,25000,48220.2610088433,0,28.0318693484762,42.0217295826438,0,85,96,0,0,5,6,6,5,8,8,25000,2
4136,6488,1766,25000,54456.1714711595,0,29.839403036392,44.830711175308,0,85,96,0,0,5,7,7,5,8,8,25000,2
4158,6624,1635,25000,47905.441689638,0,27.8449302347611,41.4534301900256,0,85,96,0,0,5,6,6,5,10,10,25000,2
4460,6759,1752,25000,48161.3567755232,0,28.0606723017115,42.1969695271665,0,84,96,0,0,5,7,7,5,8,8,25000,2
4489,7951,1722,25000,54886.5666033626,33.0379439986567,30.5045941094728,45.4857840482313,62,85,97,5,5,5,7,7,5,10,11,25000,2
4354,7248,1673,25000,54767.8192556616,30.4800528619509,30.1783201168339,45.354941077452,62,85,97,5,6,5,6,6,5,8,8,25000,2
4103,7548,1758,25000,49814.3393972979,0,28.9150868083986,43.074679095181,0,84,95,0,0,5,5,5,5,8,8,25000,2
4155,6923,1573,25000,48723.432351793,0,28.0849910363877,41.9155985228732,0,85,96,0,0,5,7,7,5,10,10,25000,2
4032,7128,1501,25000,48152.2703019807,0,27.6210953844148,41.9035072334835,0,85,96,0,0,5,8,8,5,8,8,25000,2
4279,7917,1500,25000,50771.5143660805,0,29.452044721058,0,0,85,0,0,0,5,6,6,0,0,0,25000,2
4196,6915,1571,25000,51785.763690912,28.1700096368553,29.2064449197194,0,63,86,0,5,7,5,6,6,0,0,0,25000,2
4236,8524,1777,25000,54294.8208933705,0,30.7291086387549,45.4646471440708,0,86,96,0,0,5,6,6,5,10,10,25000,2
4274,7140,1750,25000,45324.5229292013,0,27.4570390860984,40.6598644619033,0,83,94,0,0,5,5,5,5,9,10,25000,2
4096,7037,1726,25000,47495.3149805509,0,28.01539984168,8.3013771234877,0,84,19,0,0,5,5,5,1,2,2,25000,2
4195,7423,1538,25000,47323.9314609925,0,27.9184446520233,41.502421341761,0,85,96,0,0,5,6,6,5,10,10,25000,2
4249,8109,1543,25000,45752.023857509,0,27.741527172392,8.22120728991579,0,84,19,0,0,5,5,5,1,2,2,25000,2
4128,8031,1607,25000,52014.304834539,0,29.9223061568179,43.9765997692579,0,84,96,0,0,5,6,6,5,10,10,25000,2
4296,8206,1773,25000,49192.2642166352,0,28.8018463781806,43.0918326987496,0,84,96,0,0,5,7,7,5,9,9,25000,2
4098,8519,1726,25000,49105.5553258024,0,28.8496609132454,0,0,84,0,0,0,5,6,6,0,0,0,25000,2
4168,6970,1594,25000,50073.4335668066,0,28.7368442234735,42.8946488552513,0,84,96,0,0,5,5,5,5,8,8,25000,2
4044,7632,1667,25000,52801.2055511227,0,29.775647349616,44.1695952884848,0,86,96,0,0,5,6,6,5,10,10,25000,2
4060,7282,1604,25000,54857.7615102509,32.125674418013,30.6715471988816,0,62,86,0,5,5,5,6,7,0,0,0,25000,2
4331,7320,1753,25000,51675.4878709778,0,29.4402166012895,0,0,84,0,0,0,5,6,6,0,0,0,25000,2
4474,6896,1583,25000,53158.5853462665,28.7078818106716,29.4365711835934,44.28480673933,63,85,97,5,7,5,7,7,5,9,9,25000,2
4020,8148,1754,25000,52175.68649279,28.6349520087907,29.7712844848293,44.4560974039043,62,86,96,5,7,5,6,6,5,8,8,25000,2
4068,6470,1698,25000,54083.963615078,0,29.7094334648724,44.4068447122775,0,86,96,0,0,5,7,7,5,9,9,25000,2
4301,6730,1713,25000,45163.8887923923,0,27.2568484017939,40.6261294206287,0,84,95,0,0,5,5,5,5,8,8,25000,2
4401,8112,1518,25000,46603.3010966279,0,28.0415223552113,41.8399531670636,0,84,96,0,0,5,5,5,5,8,8,25000,2
4117,6468,1752,25000,53080.2038422663,0,29.6022301973917,43.8394527739984,0,87,97,0,0,5,6,6,5,10,10,25000,2
4418,6774,1630,25000,47795.7468133526,0,27.8631527898311,0,0,84,0,0,0,5,7,7,0,0,0,25000,2
4096,6109,1633,25000,54828.5643595824,0,29.6580962982347,0,0,86,0,0,0,5,7,7,0,0,0,25000,2
4463,8009,1744,25000,47547.7598877164,0,28.4477505292256,8.4342956499895,0,84,19,0,0,5,5,5,1,2,2,25000,2
4115,8626,1613,25000,48159.1431040452,0,28.7935923297804,8.49455123063606,0,86,19,0,0,5,6,6,1,2,2,25000,2
4499,7295,1648,25000,50904.2495986961,0,29.2074796169341,0,0,86,0,0,0,5,6,6,0,0,0,25000,2
4025,6873,1573,25000,49349.5695513168,0,5.69071948065212,0,0,17,0,0,0,1,1,1,0,0,0,25000,2
4408,7077,1549,25000,51923.1375674539,0,29.1804701817838,43.5676608892174,0,85,96,0,0,5,7,7,5,10,10,25000,2
4041,8319,1518,25000,47789.9435969968,0,28.6592595727204,42.3602796074237,0,85,96,0,0,5,6,6,5,8,8,25000,2
4440,7728,1596,25000,45587.5050950409,0,27.655038623918,8.19754724604803,0,84,19,0,0,5,5,5,1,2,2,25000,2
4359,8531,1607,25000,46515.5334808705,0,27.984871814188,41.961232496646,0,84,95,0,0,5,7,7,5,8,8,25000,2
4496,7623,1636,25000,50387.7419440365,0,29.1615588213803,43.2479667652413,0,86,96,0,0,5,6,6,5,10,10,25000,2
4376,8237,1622,25000,53027.6237016087,0,30.4546999011661,44.8329486449162,0,85,96,0,0,5,6,6,5,9,9,25000,2
4053,7760,1633,25000,48147.9364822459,0,28.3497953489128,42.3165223362189,0,84,95,0,0,5,5,5,5,8,8,25000,2
4480,8682,1577,25000,48658.4364729199,0,29.1801035984526,43.1474223590576,0,85,95,0,0,5,6,6,5,8,8,25000,2
4138,8205,1616,25000,54959.4840808114,0,30.674380743776,45.4358412723929,0,86,96,0,0,5,6,6,5,10,10,25000,2
4097,7489,1733,25000,49873.3917858016,0,28.9030121407654,0,0,84,0,0,0,5,5,5,0,0,0,25000,2
4350,6891,1693,25000,54473.4216102819,0,30.2137070638675,44.7681307169915,0,87,96,0,0,5,6,6,5,10,10,25000,2
4005,8448,1779,25000,47244.8496154735,0,28.1788288361886,42.2292206483212,0,84,94,0,0,5,7,7,5,8,8,25000,2
4188,7950,1678,25000,50939.7893432431,0,29.3471894714497,0,0,86,0,0,0,5,6,6,0,0,0,25000,2
4435,7550,1784,25000,46132.0165288404,0,27.5657202072663,41.6057332289719,0,84,95,0,0,5,7,7,5,8,8,25000,2
4245,6070,1537,100000,212770.648191595,0,21.083944560484,156.029242615305,0,17,96,0,0,1,1,1,5,10,10,100000,2
4131,6242,1705,100000,218078.176494042,0,0,158.505567872235,0,0,95,0,0,0,0,0,5,9,9,100000,2
4197,8787,1627,100000,214939.165255808,0,104.282270670239,158.331695628444,0,86,96,0,0,5,8,8,5,9,9,100000,2
4419,7333,1773,100000,207914.154443719,109.593479354447,20.8822945243686,0,62,17,0,5,5,1,1,1,0,0,0,100000,2
4135,8077,1686,100000,217135.026332501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,2
4453,6544,1755,100000,181741.321062246,0,96.1089102218829,143.246366265233,0,84,95,0,0,5,5,5,5,7,7,100000,2
4215,7442,1504,100000,208471.515657676,0,101.685630953446,154.808272536779,0,85,96,0,0,5,8,8,5,9,9,100000,2
4165,6327,1785,100000,196287.583674367,112.622402338116,20.0967285825919,0,93,17,0,14,24,1,1,1,0,0,0,100000,2
4324,7706,1584,100000,198295.789628592,0,20.2423557471803,0,0,17,0,0,0,1,1,1,0,0,0,100000,2
4264,8406,1564,100000,202051.674637175,111.271879018011,100.228086832479,0,62,86,0,5,5,5,8,8,0,0,0,100000,2
4279,7473,1619,100000,200315.49956725,109.3164535039,101.370653118247,0,62,84,0,5,5,5,5,5,0,0,0,100000,2
4332,7250,1778,100000,198277.279375308,0,100.946586086295,0,0,84,0,0,0,5,5,5,0,0,0,100000,2
4134,8262,1622,100000,219866.677948314,0,21.6086951607967,0,0,17,0,0,0,1,1,1,0,0,0,100000,2
4344,6458,1667,100000,205311.331860322,0,20.6306507684976,152.747508245621,0,17,95,0,0,1,1,1,5,9,9,100000,2
4051,8604,1696,100000,214901.835723212,0,106.222025019591,158.103698211225,0,86,95,0,0,5,6,6,5,9,9,100000,2
4191,7818,1683,100000,197182.697643154,98.7571913386377,99.752903699864,149.551186495132,62,84,95,5,6,5,6,6,5,9,9,100000,2
4287,8555,1638,100000,188941.24541413,0,99.1384228044497,147.016187578007,0,84,94,0,0,5,5,5,5,7,7,100000,2
4388,7912,1766,100000,191460.921304385,96.6190019339131,19.9066958268269,147.09985001431,62,17,95,5,6,1,1,1,5,9,9,100000,2
4473,6785,1739,100000,215852.712204813,0,0,159.033942255184,0,0,97,0,0,0,0,0,5,8,8,100000,2
4237,7338,1539,100000,211756.899898886,114.278804515765,21.1486049663749,156.016672211643,62,17,95,5,5,1,1,1,5,9,9,100000,2
4309,8836,1664,100000,214672.638843782,0,105.455994406705,158.281700328195,0,86,96,0,0,5,7,7,5,9,9,100000,2
4007,6173,1579,100000,206149.562005892,0,20.5993415480936,152.77191854005,0,17,95,0,0,1,1,1,5,9,9,100000,2
4333,8315,1734,100000,189377.303298027,0,19.7892661283879,146.263727930536,0,17,95,0,0,1,1,1,5,9,9,100000,2
4099,6309,1558,100000,200687.914691375,0,101.256528159637,151.428660263929,0,85,95,0,0,5,6,6,5,7,7,100000,2
4198,7875,1579,100000,213196.613707808,0,106.186039191795,156.933928588081,0,86,95,0,0,5,5,5,5,9,9,100000,2
4438,7064,1779,100000,214254.543008208,0,104.32705701342,158.511307940759,0,85,95,0,0,5,7,7,5,7,7,100000,2
4179,6176,1571,100000,189310.041450633,0,97.8412507854061,144.821698283989,0,85,94,0,0,5,6,6,5,9,9,100000,2
4334,6971,1781,100000,201367.75257297,0,101.799782755134,151.246116066135,0,84,95,0,0,5,5,5,5,9,9,100000,2
4359,6000,1570,100000,198928.926116597,105.542958933625,20.2328118267666,149.487276608716,62,17,95,5,5,1,1,1,5,9,9,100000,2
4090,6849,1775,100000,192421.274141067,106.14318623644,99.8652476609666,147.108598476613,62,84,94,5,5,5,5,5,5,8,8,100000,2
4351,6462,1573,100000,202284.405893423,0,20.4277187848695,0,0,17,0,0,0,1,1,1,0,0,0,100000,2
4024,7423,1639,100000,183748.973402595,0,94.8941925698335,144.112530773282,0,85,94,0,0,5,7,7,5,7,7,100000,2
4206,6275,1539,100000,203747.670926644,103.989614227621,102.112817218435,0,63,84,0,5,6,5,5,5,0,0,0,100000,2
4478,7401,1683,100000,188192.544316264,0,96.8542764178241,145.306316294478,0,84,95,0,0,5,7,7,5,9,9,100000,2
4156,7430,1713,100000,198021.482081236,0,20.2361677547108,149.770293007657,0,17,95,0,0,1,1,1,5,9,9,100000,2
4028,6424,1601,100000,186387.451781219,0,97.0039179227838,145.102624545305,0,83,95,0,0,5,5,5,5,7,7,100000,2
4132,7652,1678,100000,185935.316734354,0,97.4467936639752,144.207998723592,0,84,95,0,0,5,5,5,5,9,9,100000,2
4314,8316,1746,100000,188996.025757541,0,99.0414986858358,146.08874798086,0,84,95,0,0,5,5,5,5,9,9,100000,2
4104,6635,1503,100000,218505.397942347,0,106.153202189721,160.100995023929,0,85,96,0,0,5,6,6,5,7,7,100000,2
4128,7667,1705,100000,203922.648838173,103.69719774844,20.6266592364572,152.605528879027,63,17,95,5,6,1,1,1,5,9,9,100000,2
4227,6930,1524,100000,197424.167405521,0,20.1820379770516,149.480623447137,0,17,95,0,0,1,1,1,5,8,9,100000,2
4204,6509,1523,100000,196006.59572227,97.3793143162224,100.003344311645,148.255446840741,63,85,95,5,6,5,6,6,5,9,9,100000,2
4381,6673,1557,100000,201034.80383988,107.511206766934,99.9724039875625,149.678072602554,62,84,96,5,5,5,7,7,5,10,10,100000,2
4380,8538,1626,100000,194015.328701289,0,0,148.451319093817,0,0,95,0,0,0,0,0,5,9,9,100000,2
4105,7292,1692,100000,208925.071993835,0,103.965645560165,0,0,85,0,0,0,5,6,6,0,0,0,100000,2
4418,7724,1749,100000,215357.494258467,0,106.975642067721,157.895331982038,0,86,96,0,0,5,5,5,5,9,9,100000,2
4393,7608,1738,100000,213219.331262006,0,21.2846968831409,157.05432351994,0,17,95,0,0,1,1,1,5,9,9,100000,2
