nuc_rRNA,nuc_RP,nuc_pol,nuc_AARS,nuc_tRNA,minV_R,minV_H,minV_G,Ntotal_R,Ntotal_H,Ntotal_D,ribo_R,pol_R,ribo_H,pol1_H,pol2_H,ribo_D,pol1_D,pol2_D,nuc_y,nuc_z_to_nuc_y_ratio
4494,6071,1774,100000,106559.785579419,0,14.2779733166677,0,0,16,0,0,0,1,1,1,0,0,0,100000,1
4221,6759,1641,100000,105380.10245912,0,14.203930917569,0,0,16,0,0,0,1,1,1,0,0,0,100000,1
4417,8561,1665,100000,106295.974123721,0,14.377378123226,0,0,16,0,0,0,1,1,1,0,0,0,100000,1
4184,8685,1711,100000,101144.865444189,0,14.0555763565684,105.162389669017,0,16,90,0,0,1,1,1,5,8,8,100000,1
4414,8364,1684,100000,94689.2511338182,0,13.6328951610646,102.665952872338,0,16,88,0,0,1,1,1,5,6,6,100000,1
4388,6291,1613,100000,109182.540372709,0,72.2898918173461,108.909416130361,0,81,90,0,0,5,5,5,5,6,6,100000,1
4265,8189,1793,100000,97494.9349250132,0,13.8278302447871,102.280151761547,0,16,88,0,0,1,1,1,5,8,8,100000,1
4276,7651,1627,100000,97220.8459569583,0,68.8123804121262,102.632646616385,0,80,88,0,0,5,5,6,5,7,7,100000,1
4188,8105,1774,100000,103914.972775935,0,14.2909155392768,107.614240448329,0,16,90,0,0,1,1,1,5,6,6,100000,1
4486,7547,1667,100000,91861.3260403522,0,67.1935700011054,101.592238418433,0,79,89,0,0,5,5,5,5,6,6,100000,1
4044,8652,1632,100000,104507.673210369,0,14.2620453131887,106.584733935807,0,16,90,0,0,1,1,1,5,8,8,100000,1
4039,8856,1791,100000,97708.0563871871,0,69.2772388880177,104.063536153657,0,81,88,0,0,5,6,6,5,7,7,100000,1
4038,8183,1570,100000,101900.421848333,0,70.010698097481,106.403869899064,0,81,89,0,0,5,6,6,5,6,7,100000,1
4258,7448,1670,100000,100363.744318517,0,13.9424731698269,105.511515865681,0,16,90,0,0,1,1,1,5,6,6,100000,1
4344,6989,1738,100000,109568.110574593,0,72.6017289535537,108.399277796402,0,81,90,0,0,5,5,5,5,8,8,100000,1
4009,6312,1691,100000,105264.375372997,0,14.2601900156488,105.836483554864,0,16,90,0,0,1,1,1,5,8,8,100000,1
4195,8226,1713,100000,102090.581694897,0,69.4462494626361,105.396183111731,0,80,90,0,0,5,6,6,5,8,8,100000,1
4187,7058,1648,100000,90069.7577649847,64.4017198442602,66.0384936255223,99.172083148836,62,79,88,5,6,5,5,5,5,7,7,100000,1
4470,7698,1510,100000,100260.775896838,0,14.0103249928108,104.231647455848,0,16,89,0,0,1,1,1,5,7,8,100000,1
4302,6388,1694,100000,108644.1647723,0,71.5737247261776,107.832493905773,0,81,89,0,0,5,6,6,5,7,7,100000,1
4136,7814,1530,100000,97346.5206675147,0,13.817019504668,103.75318017927,0,16,89,0,0,1,1,1,5,6,6,100000,1
4417,6146,1589,100000,102861.986197206,0,14.0083725305978,0,0,16,0,0,0,1,1,1,0,0,0,100000,1
4219,8529,1646,100000,96793.7503103393,0,13.8467963192057,103.006766525084,0,16,89,0,0,1,1,1,5,7,8,100000,1
4155,7352,1792,100000,103989.26473977,0,14.1791054459092,106.517575866206,0,16,88,0,0,1,1,1,5,6,6,100000,1
4455,8117,1601,100000,90807.6017228326,64.2975219006899,13.4046750358206,100.657259129285,62,16,88,5,7,1,1,1,5,6,6,100000,1
4040,7847,1598,100000,105891.300537013,0,71.4702205298665,0,0,81,0,0,0,5,6,6,0,0,0,100000,1
4407,8010,1638,100000,108511.421605153,0,72.4359108978381,108.319579284772,0,81,90,0,0,5,5,5,5,8,8,100000,1
4311,8920,1556,100000,102876.741151998,0,14.1477774894422,106.002296585189,0,16,90,0,0,1,1,1,5,8,8,100000,1
4075,7267,1726,100000,94524.3975786397,0,13.5739664801568,101.342958062635,0,16,89,0,0,1,1,1,5,7,8,100000,1
4068,8318,1515,100000,93797.3857619789,0,67.6878466684508,101.957600019566,0,81,89,0,0,5,6,6,5,7,7,100000,1
4135,8395,1613,100000,99674.1360440341,67.9274392960929,14.012796916597,0,61,16,0,5,5,1,1,1,0,0,0,100000,1
4302,6551,1571,100000,104468.925212975,0,14.1332811616579,105.643926248369,0,16,90,0,0,1,1,1,5,8,8,100000,1
4002,6980,1553,100000,97394.583580358,66.483255579006,13.6737723423067,103.655154025028,62,16,89,5,6,1,1,1,5,6,6,100000,1
4223,6797,1774,100000,90990.4662425455,0,13.2892508562802,100.356374397263,0,16,88,0,0,1,1,1,5,6,6,100000,1
4059,8823,1752,100000,100134.591851738,0,13.9898145237641,106.103022745882,0,16,90,0,0,1,1,1,5,6,6,100000,1
4427,7651,1627,100000,107641.80491337,69.9903126838222,14.3811551457507,107.756170183481,62,16,90,5,6,1,1,1,5,8,8,100000,1
4275,8895,1545,100000,103240.108388497,0,14.1604416274671,0,0,16,0,0,0,1,1,1,0,0,0,100000,1
4436,7505,1635,100000,103786.584471964,0,14.174211988185,107.215797952717,0,16,90,0,0,1,1,1,5,7,7,100000,1
4242,7924,1506,100000,99900.0281915702,0,13.8837428384043,104.977240101779,0,16,89,0,0,1,1,1,5,6,6,100000,1
4105,7912,1618,100000,107716.209388062,0,14.4282390170121,108.921160143412,0,16,90,0,0,1,1,1,5,7,7,100000,1
4417,7523,1628,100000,95874.0366096912,0,13.641163909003,103.680490461987,0,16,89,0,0,1,1,1,5,6,6,100000,1
4006,6336,1526,100000,107452.413812667,0,14.3670967737066,108.184389808961,0,16,90,0,0,1,1,1,5,6,6,100000,1
4440,6741,1538,100000,104655.024383378,0,14.1531037084244,107.10158644885,0,16,90,0,0,1,1,1,5,6,6,100000,1
4432,6923,1662,100000,100524.315455734,67.7358483084926,13.9980532142536,104.179353797177,62,16,89,5,6,1,1,1,5,7,8,100000,1
4146,7179,1555,100000,97411.4468144334,0,68.7452409820727,103.928572394233,0,79,90,0,0,5,5,5,5,6,6,100000,1
4148,8008,1800,100000,102097.226811166,0,14.074801790396,106.722006033478,0,16,90,0,0,1,1,1,5,6,6,100000,1
4034,7970,1655,250000,226934.526099966,155.566171198974,160.091660168695,241.266091390763,62,79,88,5,6,5,5,5,5,6,6,250000,1
4073,8823,1549,250000,269752.575717038,0,34.6065751803068,262.215239739563,0,16,90,0,0,1,1,1,5,6,6,250000,1
4156,6075,1716,250000,273597.986328159,0,34.660256851762,262.642322465898,0,16,90,0,0,1,1,1,5,6,6,250000,1
4460,7796,1677,250000,239809.38334205,159.556254333364,163.847356752657,248.025020813144,62,79,89,5,6,5,5,5,5,6,6,250000,1
4270,7184,1643,250000,240831.414052312,159.773351633707,32.6314048385858,248.610096745734,62,16,90,5,6,1,1,1,5,6,6,250000,1
4421,6761,1612,250000,242043.486694452,0,32.9377360894917,248.058997018596,0,16,89,0,0,1,1,1,5,6,6,250000,1
4080,6097,1720,250000,241834.831350498,0,32.6262316248472,248.102217398763,0,16,89,0,0,1,1,1,5,6,6,250000,1
4033,6730,1638,250000,244384.514586347,160.566593643513,32.8719375240548,246.813690043024,62,16,89,5,6,1,1,1,5,7,7,250000,1
4153,8731,1766,250000,241803.63555987,0,32.8946250518128,246.389190805409,0,16,88,0,0,1,1,1,5,7,7,250000,1
4480,6444,1551,250000,227415.189140863,153.377090935675,159.767868245391,242.047683204143,62,79,88,5,7,5,5,5,5,5,5,250000,1
4177,7584,1654,250000,255548.416701124,0,33.8627909460147,252.175324949049,0,16,88,0,0,1,1,1,5,7,7,250000,1
4193,6045,1776,250000,237122.751923057,0,161.881620052176,49.9462739813157,0,79,18,0,0,5,5,5,1,1,1,250000,1
4225,8738,1706,250000,236735.056876271,0,163.051841864387,247.431598974999,0,79,90,0,0,5,5,5,5,6,6,250000,1
4002,8723,1594,250000,238524.256126271,0,163.622497595589,246.345123394652,0,79,88,0,0,5,5,5,5,6,6,250000,1
4217,6826,1784,250000,269442.795841773,0,34.5284081275213,261.749487079724,0,16,90,0,0,1,1,1,5,6,6,250000,1
4036,7019,1614,250000,270099.701154527,0,34.4837263348808,259.815441302471,0,16,90,0,0,1,1,1,5,7,7,250000,1
4422,8036,1690,250000,242744.662551824,160.712247662875,32.917829783839,249.451995420197,62,16,89,5,6,1,1,1,5,6,6,250000,1
4275,8795,1620,250000,273094.872972898,0,35.0747486498062,264.526903027422,0,16,90,0,0,1,1,1,5,6,6,250000,1
4324,8207,1798,250000,249460.325954408,0,33.5568818628602,250.875912162726,0,16,89,0,0,1,1,1,5,6,7,250000,1
4019,6422,1793,250000,238969.304662204,0,163.436900254552,247.501312689868,0,79,90,0,0,5,5,5,5,6,6,250000,1
4020,7382,1730,250000,234489.264176082,0,161.357112135139,244.489366053082,0,79,89,0,0,5,5,5,5,6,6,250000,1
4137,7967,1555,250000,261911.514487745,0,34.1668383475524,258.767856213406,0,16,90,0,0,1,1,1,5,6,6,250000,1
4138,7328,1623,250000,237022.96196773,158.592186488342,161.928154478398,246.308854886904,62,79,89,5,6,5,5,5,5,6,6,250000,1
4242,8048,1604,250000,268461.370797595,0,34.4262025431076,261.778033573487,0,16,90,0,0,1,1,1,5,6,6,250000,1
4158,6094,1658,250000,256276.974935381,0,33.7776456031139,255.060205188641,0,16,90,0,0,1,1,1,5,6,6,250000,1
4207,8813,1536,250000,244783.764941983,0,33.5953900228138,0,0,16,0,0,0,1,1,1,0,0,0,250000,1
4085,6221,1538,250000,254203.315201738,0,165.967263577736,250.81806419554,0,80,89,0,0,5,6,6,5,7,7,250000,1
4419,7132,1682,250000,273186.900100287,168.503243710973,34.7258275507252,263.744160041337,61,16,90,5,6,1,1,1,5,6,6,250000,1
4406,6077,1525,250000,272387.394713878,0,34.7405350762956,262.566044055102,0,16,90,0,0,1,1,1,5,6,6,250000,1
4322,6435,1672,250000,242510.676639355,0,32.743933597242,248.827379596506,0,16,90,0,0,1,1,1,5,6,6,250000,1
4359,7574,1620,250000,241397.339736718,159.931491987621,32.9310054976212,249.045823680387,62,16,90,5,6,1,1,1,5,6,6,250000,1
4106,6592,1730,250000,258056.946469531,0,33.8318139203532,252.920398418014,0,16,88,0,0,1,1,1,5,7,7,250000,1
4378,8467,1613,250000,228506.227599302,0,31.9889019028888,239.954858207764,0,16,88,0,0,1,1,1,5,7,7,250000,1
4475,7566,1759,250000,258992.40758783,0,168.799857221628,255.700610278839,0,81,89,0,0,5,6,6,5,6,6,250000,1
4358,8554,1774,250000,242299.276275987,160.797660007977,32.9087249545747,249.884652809423,62,16,90,5,6,1,1,1,5,6,6,250000,1
4191,8199,1687,250000,252229.243149813,162.848164034342,33.6867401416266,0,61,16,0,5,6,1,1,1,0,0,0,250000,1
4142,6429,1605,250000,248053.717984058,0,33.2946018011672,248.016524933018,0,16,88,0,0,1,1,1,5,7,7,250000,1
4213,8754,1693,250000,247866.863673853,0,33.2306136389062,0,0,16,0,0,0,1,1,1,0,0,0,250000,1
4034,7505,1561,250000,257928.117665634,164.18624718765,33.683982051889,253.837250562713,61,16,89,5,6,1,1,1,5,7,7,250000,1
4414,6884,1564,250000,255753.174964167,0,33.6654153721973,255.269403152333,0,16,90,0,0,1,1,1,5,6,6,250000,1
4059,6057,1575,250000,233803.66062364,0,160.091479090062,241.119638611276,0,79,88,0,0,5,5,5,5,7,7,250000,1
4045,6534,1512,250000,251998.050784802,0,165.970172947355,249.836532884105,0,79,88,0,0,5,5,5,5,7,7,250000,1
4350,7852,1619,250000,269011.199411991,0,34.5131225002785,0,0,16,0,0,0,1,1,1,0,0,0,250000,1
4176,8836,1725,250000,230832.358757052,0,32.3501222210456,244.750633833113,0,16,90,0,0,1,1,1,5,6,6,250000,1
4363,8555,1785,250000,250859.531679364,0,33.6770229604513,251.609663561849,0,16,90,0,0,1,1,1,5,7,7,250000,1
4411,7449,1594,250000,260462.480539098,165.443557230074,34.1402406079338,256.955395618354,62,16,89,5,6,1,1,1,5,6,6,250000,1
4406,8240,1516,250000,246924.581474407,0,33.1416457726968,249.385086920697,0,16,89,0,0,1,1,1,5,6,7,250000,1
4174,7669,1703,250000,244082.286209709,0,165.062013818063,0,0,80,0,0,0,5,5,6,0,0,0,250000,1
4327,6267,1783,250000,236340.482012814,0,32.4861515732891,246.330480183355,0,16,90,0,0,1,1,1,5,6,6,250000,1
4027,8757,1639,250000,270563.859975644,0,34.6593359520587,261.034547355041,0,16,90,0,0,1,1,1,5,7,7,250000,1
4467,6308,1699,1000000,1090427.02129338,0,136.63907062184,1033.67435529804,0,16,91,0,0,1,1,1,5,6,6,1000000,1
4119,7100,1592,1000000,1089017.81804118,0,137.117198237408,1045.16306110538,0,16,91,0,0,1,1,1,5,5,5,1000000,1
4403,7823,1704,1000000,1023563.42475577,645.621845906064,132.867540657488,1001.94441955522,62,16,90,5,6,1,1,1,5,6,6,1000000,1
4362,6135,1603,1000000,975890.946419738,0,130.974862772422,965.123573653407,0,16,88,0,0,1,1,1,5,7,7,1000000,1
4092,7904,1770,1000000,1056700.62570275,1447.45131494828,673.902485047839,1010.17907871996,131,83,88,11,43,5,5,5,5,6,6,1000000,1
4205,6248,1577,1000000,1006824.10481684,0,131.616826804356,1003.7358720443,0,16,89,0,0,1,1,1,5,5,5,1000000,1
4104,6638,1699,1000000,1038999.26783,689.954122223465,132.712184320952,1011.28831132327,66,16,89,5,6,1,1,1,5,5,5,1000000,1
4483,7588,1627,1000000,1049508.44438439,0,134.226673984379,1000.45467067324,0,16,88,0,0,1,1,1,5,7,7,1000000,1
4306,7106,1636,1000000,1095104.0514883,664.799980372125,136.521163427595,1036.10883488261,62,16,91,5,6,1,1,1,5,6,6,1000000,1
4471,6990,1566,1000000,1002948.54211096,636.043787870099,131.155344561986,200.459318946778,62,16,18,5,6,1,1,1,1,1,1,1000000,1
4414,8606,1642,1000000,913768.395772079,0,124.911961209741,937.223452296679,0,16,88,0,0,1,1,1,5,7,7,1000000,1
4445,6109,1753,1000000,930983.754534098,616.965150761699,126.06532315503,949.262434957929,62,16,89,5,6,1,1,1,5,7,7,1000000,1
4287,8754,1604,1000000,985483.645870483,633.752588358197,130.209699932293,198.585838425478,62,16,18,5,6,1,1,1,1,1,1,1000000,1
4334,6099,1504,1000000,1031799.54106537,0,132.870990227575,1015.78707816334,0,16,89,0,0,1,1,1,5,5,5,1000000,1
4490,7814,1667,1000000,1084561.06415191,0,136.820184855193,1017.09135707565,0,16,88,0,0,1,1,1,5,7,7,1000000,1
4396,6553,1711,1000000,967894.385504971,0,128.814038917968,198.289981777743,0,16,18,0,0,1,1,1,1,1,1,1000000,1
4096,7848,1521,1000000,991652.115396223,0,650.604310523364,982.7914436891,0,79,89,0,0,5,5,5,5,6,6,1000000,1
4425,7616,1736,1000000,1099314.41081919,0,137.226181199157,1025.60026053001,0,16,89,0,0,1,1,1,5,7,8,1000000,1
4285,6094,1516,1000000,921828.331678672,0,621.214122569742,965.547666139371,0,80,89,0,0,5,6,6,5,5,5,1000000,1
4457,8958,1637,1000000,911951.523737432,606.895728907494,126.127079866528,960.015316910374,62,16,89,5,7,1,1,1,5,5,5,1000000,1
4460,7909,1629,1000000,1078157.38061952,662.284327751226,135.826089712692,1023.66819720605,61,16,89,5,6,1,1,1,5,6,6,1000000,1
4017,7223,1510,1000000,910286.002354528,602.967441919785,620.814483612911,959.965007981443,62,79,89,5,7,5,5,5,5,5,5,1000000,1
4236,7441,1607,1000000,973468.978978799,0,644.757646424642,197.537819014053,0,81,18,0,0,5,6,6,1,1,1,1000000,1
4337,7351,1688,1000000,1020766.75271277,0,132.389302246417,202.674402053827,0,16,18,0,0,1,1,1,1,1,1,1000000,1
4029,7343,1582,1000000,931423.380800616,0,632.61250284943,971.440232803721,0,79,89,0,0,5,5,5,5,5,5,1000000,1
4314,8386,1513,1000000,1096963.8847949,662.062840755874,685.122649339932,1048.56409547883,62,81,91,5,7,5,5,5,5,5,5,1000000,1
4155,6310,1741,1000000,1014408.25563065,0,131.963678455273,201.570779870552,0,16,18,0,0,1,1,1,1,1,1,1000000,1
4271,7819,1676,1000000,1011615.82348459,0,131.7530124206,988.167419124543,0,16,88,0,0,1,1,1,5,6,6,1000000,1
4251,7984,1738,1000000,936282.695511493,0,127.318839187349,947.588766966157,0,16,88,0,0,1,1,1,5,7,7,1000000,1
4259,7841,1579,1000000,970589.571255526,0,128.345392941367,992.812313444688,0,16,89,0,0,1,1,1,5,5,5,1000000,1
4237,8431,1736,1000000,925626.395676738,0,627.24958886539,973.926906176606,0,79,90,0,0,5,5,5,5,5,6,1000000,1
4466,8891,1586,1000000,1037524.85289754,0,132.993021703064,1007.4004039864,0,16,90,0,0,1,1,1,5,6,6,1000000,1
4300,7025,1785,1000000,905443.553513804,0,626.642705391218,957.704588108693,0,79,89,0,0,5,5,5,5,5,5,1000000,1
4324,6473,1659,1000000,1040057.71814526,646.051613698942,133.040296801008,204.234845811501,62,16,18,5,7,1,1,1,1,1,1,1000000,1
4064,7595,1713,1000000,910139.143176364,0,621.360506482567,956.731535997809,0,79,89,0,0,5,5,5,5,5,5,1000000,1
4188,7540,1798,1000000,1070820.74326963,0,135.026055347227,1038.96992790693,0,16,91,0,0,1,1,1,5,5,5,1000000,1
4262,7119,1681,1000000,995371.582147001,0,130.936062987501,199.865600858499,0,16,18,0,0,1,1,1,1,1,1,1000000,1
4063,8508,1586,1000000,1082795.50448109,658.865250006922,136.553740683936,1044.40401292083,61,16,91,5,6,1,1,1,5,5,5,1000000,1
4055,6638,1706,1000000,1070007.38254182,652.596048651824,135.729252738614,1019.25766950888,62,16,89,5,7,1,1,1,5,6,6,1000000,1
4117,8222,1551,1000000,1059191.30895112,0,134.34216816943,1004.87538979113,0,16,88,0,0,1,1,1,5,7,7,1000000,1
4275,8774,1619,1000000,1085530.01812687,656.248006084878,136.643228148679,1044.14749467147,62,16,91,5,7,1,1,1,5,5,5,1000000,1
4222,6701,1772,1000000,950629.206509317,0,127.803442266654,983.557920443611,0,16,89,0,0,1,1,1,5,5,5,1000000,1
4251,7386,1534,1000000,1099841.48592394,0,684.154623887129,1052.70161843963,0,82,91,0,0,5,6,6,5,5,5,1000000,1
4442,8141,1663,1000000,1019783.5415739,0,132.1277871486,201.958629560031,0,16,18,0,0,1,1,1,1,1,1,1000000,1
4049,7403,1643,1000000,933587.43105044,615.342589720971,632.66768220841,971.565899492706,61,79,89,5,6,5,5,5,5,5,5,1000000,1
4100,7523,1583,1000000,1046955.10912893,0,133.929816801164,1034.9971762558,0,16,91,0,0,1,1,1,5,5,5,1000000,1
4307,8140,1776,1000000,1094809.87544228,673.560422827779,685.776332730249,1022.06069067193,62,81,88,5,5,5,5,5,5,7,7,1000000,1
4075,8855,1612,1000000,934819.154805025,0,126.242002077432,968.99011578289,0,16,89,0,0,1,1,1,5,5,5,1000000,1
4097,7725,1772,1000000,1034119.44023006,0,133.257823552572,204.980174845957,0,16,18,0,0,1,1,1,1,1,1,1000000,1
4363,8644,1618,1000000,927264.763955613,0,126.383090284887,969.958101299195,0,16,89,0,0,1,1,1,5,5,5,1000000,1
4022,7690,1723,2500000,2547683.12817208,0,327.05512544346,509.32668474804,0,16,18,0,0,1,1,1,1,1,1,2500000,1
4125,8127,1553,2500000,2369364.11592881,0,316.408589512947,2443.49901780148,0,16,89,0,0,1,1,1,5,5,5,2500000,1
4380,7349,1734,2500000,2641990.11786539,0,333.334371865942,514.995746388022,0,16,18,0,0,1,1,1,1,1,1,2500000,1
4458,6215,1687,2500000,2721349.5816273,0,341.087314126257,2607.64191701817,0,16,91,0,0,1,1,1,5,5,5,2500000,1
4234,7643,1779,2500000,2479160.87033899,1557.02525883732,324.852002120475,496.538921810315,62,16,18,5,7,1,1,1,1,1,1,2500000,1
4170,6202,1605,2500000,2617038.76332976,1767.5988054226,331.396658302029,509.635676955321,100,16,18,6,6,1,1,1,1,1,1,2500000,1
4130,6713,1737,2500000,2476458.98400028,2320.59111446878,323.435256941758,497.830032837564,205,16,18,6,5,1,1,1,1,1,1,2500000,1
4170,8648,1545,2500000,2716032.31945312,0,0,2624.48131978114,0,0,91,0,0,0,0,0,5,5,5,2500000,1
4202,8377,1619,2500000,2708700.77281948,0,1692.45549856312,2603.68324947776,0,81,91,0,0,5,5,5,5,5,5,2500000,1
4330,8389,1729,2500000,2642857.32663136,0,334.106474334992,515.243303229054,0,16,18,0,0,1,1,1,1,1,1,2500000,1
4120,8230,1673,2500000,2282784.84829318,0,1549.92459031584,2395.69210493922,0,79,89,0,0,5,5,5,5,5,5,2500000,1
4162,8546,1677,2500000,2289113.29542125,1513.57390693063,310.798035413801,2399.23691316866,61,16,89,5,6,1,1,1,5,5,5,2500000,1
4233,7322,1758,2500000,2456572.16258154,0,321.173406956635,2473.46218581916,0,16,89,0,0,1,1,1,5,5,5,2500000,1
4161,6361,1627,2500000,2369229.8978996,0,315.645529014105,2439.89932501997,0,16,89,0,0,1,1,1,5,5,5,2500000,1
4033,6041,1705,2500000,2340798.63840181,1554.45995424513,313.558045795436,2430.5843625174,61,16,89,5,6,1,1,1,5,5,5,2500000,1
4336,8521,1637,2500000,2637253.95670072,1668.45546118206,333.448712745859,514.01789886435,62,16,18,5,6,1,1,1,1,1,1,2500000,1
4330,7344,1679,2500000,2258225.83800926,1517.49136163997,1549.38183076362,2377.58681392825,62,79,89,5,6,5,5,5,5,5,5,2500000,1
4313,8094,1562,2500000,2309671.31572587,0,313.223964688309,2410.00989387418,0,16,89,0,0,1,1,1,5,5,5,2500000,1
4461,7288,1526,2500000,2595996.14056658,0,332.71742921686,515.354431281129,0,16,18,0,0,1,1,1,1,1,1,2500000,1
4097,6233,1679,2500000,2381422.28803322,1542.56552348977,317.910786197315,2449.85171172908,62,16,89,5,7,1,1,1,5,5,5,2500000,1
4011,6522,1532,2500000,2303292.09323533,0,1554.50170235445,2404.59891807204,0,79,89,0,0,5,5,5,5,5,5,2500000,1
4315,7659,1744,2500000,2312877.82226689,0,1565.94134175376,2431.20844868522,0,79,89,0,0,5,5,5,5,5,5,2500000,1
4450,8274,1745,2500000,2435387.16224296,1560.67221332391,1598.46063255229,2461.25173045069,62,79,89,5,7,5,5,5,5,5,5,2500000,1
4354,7258,1692,2500000,2611788.58882401,0,331.511958388594,510.310072699968,0,16,18,0,0,1,1,1,1,1,1,2500000,1
4276,7778,1622,2500000,2486951.05550857,0,325.557817319886,501.058393356095,0,16,18,0,0,1,1,1,1,1,1,2500000,1
4454,6728,1517,2500000,2596543.13428902,0,1657.86112802546,509.326510519916,0,81,18,0,0,5,5,5,1,1,1,2500000,1
4433,6241,1577,2500000,2471467.37706793,0,323.289017928819,2480.35787271918,0,16,89,0,0,1,1,1,5,5,5,2500000,1
4170,6513,1730,2500000,2558054.87752046,0,328.185034510024,503.664844688388,0,16,18,0,0,1,1,1,1,1,1,2500000,1
4429,6164,1578,2500000,2328120.71543354,0,313.175277164857,2408.4914628568,0,16,89,0,0,1,1,1,5,5,5,2500000,1
4323,7502,1596,2500000,2478965.76929365,1776.02181172504,322.650998556979,498.441445775567,130,16,18,6,5,1,1,1,1,1,1,2500000,1
4181,6650,1654,2500000,2268132.95416329,0,1545.5248389206,2375.90689607809,0,79,89,0,0,5,5,5,5,5,5,2500000,1
4236,7859,1564,2500000,2315654.11130974,1514.34239930526,1560.69958000521,2414.15309896919,62,79,89,5,7,5,5,5,5,5,5,2500000,1
4244,8476,1511,2500000,2501375.31639386,0,325.811837069753,2484.50677381822,0,16,89,0,0,1,1,1,5,5,5,2500000,1
4207,8075,1522,2500000,2331130.11046029,0,313.501833868426,2429.28348511386,0,16,89,0,0,1,1,1,5,5,5,2500000,1
4126,6533,1660,2500000,2679651.73100872,4559.09265715404,335.363404980265,521.592901517342,121,16,18,5,27,1,1,1,1,1,1,2500000,1
4245,8295,1648,2500000,2547105.39810297,0,327.165080733253,503.250601794539,0,16,18,0,0,1,1,1,1,1,1,2500000,1
4400,6303,1790,2500000,2251069.74230044,0,1540.4481343472,2379.94863733963,0,79,89,0,0,5,5,5,5,5,5,2500000,1
4256,6676,1521,2500000,2749484.25633569,0,340.023490092341,524.599792583997,0,16,18,0,0,1,1,1,1,1,1,2500000,1
4367,6793,1679,2500000,2367250.07612812,0,315.780165203459,2411.77178704658,0,16,88,0,0,1,1,1,5,5,5,2500000,1
4165,6616,1668,2500000,2544434.86208045,1922.71467433623,326.933327640452,502.797034605293,64,16,18,5,5,1,1,1,1,1,1,2500000,1
4206,8386,1732,2500000,2629125.33369813,1618.11153179177,332.486668165656,514.368621202757,62,16,18,5,7,1,1,1,1,1,1,2500000,1
4255,6072,1682,2500000,2278987.76235903,0,310.672326169786,2385.19416704053,0,16,89,0,0,1,1,1,5,5,5,2500000,1
4361,7267,1630,2500000,2636826.86157928,0,333.066989007287,519.253645508651,0,16,18,0,0,1,1,1,1,1,1,2500000,1
4295,6866,1737,2500000,2682945.93847492,1888.68434221672,335.941367495371,520.912142761038,145,16,18,14,5,1,1,1,1,1,1,2500000,1
4300,7023,1537,2500000,2692698.9118438,0,337.045478358265,520.28129727919,0,16,18,0,0,1,1,1,1,1,1,2500000,1
4240,7516,1610,2500000,2734888.93896147,1815.40719729092,339.682442852094,524.775418160887,258,16,18,15,7,1,1,1,1,1,1,2500000,1
4164,7308,1520,2500000,2513121.33485154,0,325.558549540221,499.903169674375,0,16,18,0,0,1,1,1,1,1,1,2500000,1
4089,8809,1774,2500000,2306416.19067086,1534.88856996859,1559.34491370755,2403.54795516267,61,79,89,5,5,5,5,5,5,5,5,2500000,1
4035,8153,1580,2500000,2361840.45953506,0,1576.48560622231,2436.45321770232,0,79,89,0,0,5,5,5,5,5,5,2500000,1
4370,8741,1685,2500000,2254487.88286415,0,1543.06277021862,2393.84191070457,0,79,89,0,0,5,5,5,5,5,5,2500000,1
4288,6449,1735,10000,4992.12431589696,8.74201516012344,9.38951653757776,14.0067128596466,61,78,88,5,6,5,5,5,5,8,8,10000,0.5
4316,7115,1734,10000,5284.29169552462,0,9.71950515476773,14.5041398259316,0,80,90,0,0,5,6,6,5,8,8,10000,0.5
4152,8661,1544,10000,4542.81088246899,0,9.80338202800937,14.628931137037,0,78,89,0,0,5,5,5,5,8,8,10000,0.5
4019,8148,1501,10000,4781.44543856637,0,9.58087660708696,0,0,79,0,0,0,5,6,6,0,0,0,10000,0.5
4019,7402,1727,10000,5048.09593551413,8.96359357814489,9.63245556236224,14.3129226828058,61,78,89,5,5,5,5,5,5,9,9,10000,0.5
4088,8839,1642,10000,4501.10823021971,0,9.88645488553399,14.7540898855891,0,78,89,0,0,5,5,5,5,8,8,10000,0.5
4000,6568,1648,10000,4563.82590483376,0,9.1878519228762,13.6587240770456,0,79,89,0,0,5,5,5,5,8,8,10000,0.5
4074,6010,1747,10000,5298.51982164967,0,9.32387074606833,13.7997848799474,0,79,87,0,0,5,5,5,5,9,9,10000,0.5
4375,6686,1515,10000,4725.84941373948,0,9.31600454326349,13.8289508616817,0,79,89,0,0,5,5,5,5,8,8,10000,0.5
4165,7550,1567,10000,4677.14612489712,0,9.52006702516645,14.1995821564974,0,79,89,0,0,5,5,5,5,8,8,10000,0.5
4219,6521,1628,10000,5106.15930513704,8.74401479041563,9.33686488429442,14.005476328655,61,79,90,5,6,5,6,7,5,8,8,10000,0.5
4216,6156,1798,10000,5022.47751222901,8.6548839377533,9.34863458265181,13.851260504612,61,79,87,5,6,5,5,5,5,9,9,10000,0.5
4051,7011,1625,10000,5005.23793981349,0,9.40733992884382,14.0563218431056,0,78,88,0,0,5,6,6,5,8,8,10000,0.5
4035,6205,1557,10000,5084.84816645035,8.55449879843917,9.17401888844345,13.7011428706202,61,79,88,5,6,5,5,5,5,7,7,10000,0.5
4276,8474,1696,10000,5195.40828858356,0,10.0861629923786,14.9859866815026,0,79,88,0,0,5,5,5,5,9,9,10000,0.5
